Reporting Period	Peer Group Description	Peer Group	UBPSE393	UBPSFB72	UBPSE435	UBPSE444	UBPSE428	UBPSD638	UBPSE418	UBPSE438	UBPSE441	UBPSE429	UBPSE423	UBPSE419	UBPSE432	UBPSE422	UBPSE416	UBPSE447	UBPSFB77	UBPSE417	UBPSE424	UBPSE448	UBPSE437	UBPSFB76	UBPSE442	UBPSE431	UBPSE414	UBPSFB75	UBPSE394	UBPSE445	UBPSE434	UBPSE425	UBPSE415	UBPSFB71	UBPSE430	UBPSE439	UBPSFB74	UBPSE446	UBPSE420	UBPSE433	UBPSE389	UBPSE426	UBPSE440	UBPSE421	UBPSE436	UBPSE396	UBPSE443	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	0.2421	0.0345	0.0209	0.1248	0.8828	0.0000	0.0008	0.0009	0.0000	0.0965	3.1687	0.0087	0.0238	0.0935	0.0001	6.0061	0.0013	0.0004	96.3317	5.4601	0.0000	0.0000	0.0009	0.0000	0.2421	0.0047	0.0000	0.0000	0.0228	91.8156	0.0464	0.0117	0.0012	0.0000	0.0000	0.0000	0.2985	450.9174	0.0086	0.0091	0.0000	0.0004	0.0000	0.0000	0.1239	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	0.0000	0.0951	0.0019	0.0764	0.0000	0.0000	0.0023	0.0000	0.0000	0.1168	1.8165	0.0108	0.0002	0.0250	0.0003	9.0525	0.0000	0.0000	97.9019	9.0525	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0024	92.6660	0.1202	0.0248	0.0000	0.0000	0.0000	0.0000	0.1334	531.9349	0.0108	0.0051	0.0000	0.0009	0.0000	0.0000	0.0763	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	0.0000	0.1969	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.7928	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	83.2071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2090	83.2071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	425.0951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	2.6631	0.0000	0.0188	0.0104	0.0000	0.0000	0.0000	0.0104	0.0000	0.3073	0.2515	0.0524	0.1760	0.9284	0.0000	0.0000	0.0139	0.0053	95.6814	0.0000	0.0000	0.0000	0.0104	0.0000	2.6631	0.0518	0.0000	0.0000	0.0238	95.3758	0.0291	0.0291	0.0139	0.0000	0.0000	0.0000	2.7500	481.1196	0.0524	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	0.0000	0.0000	0.0015	0.2644	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.6089	0.0000	0.0213	0.0000	0.0000	5.9628	0.0000	0.0000	99.3155	5.9628	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0020	92.2087	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	417.7230	0.0000	0.0032	0.0000	0.0002	0.0000	0.0000	0.2644	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	0.0000	0.0000	0.0007	0.0000	9.7115	0.0000	0.0000	0.0000	0.0000	0.0000	8.1097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	91.8902	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	91.8902	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	255.2447	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	1.7860	0.6115	0.8976	0.1341	0.0534	0.0002	2.3707	0.0198	0.0000	0.2167	12.7256	24.6770	0.0735	6.0181	1.8381	0.6259	0.1788	7.9337	4.4095	3.8080	0.0000	0.0196	0.1253	0.0111	5.1762	1.5783	3.1581	0.0635	1.4378	0.0304	25.2813	22.0185	0.0644	0.0062	0.2362	3.3544	71.7681	16.5618	11.4207	0.5658	0.0337	0.0974	0.0256	11.2937	0.0095	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	2.3776	0.5603	1.1085	0.3110	0.0000	0.0013	1.9148	0.0468	0.0000	0.3915	15.4811	25.5469	0.1190	1.5050	2.6936	0.0806	0.0169	4.7179	7.4403	0.0267	0.0030	0.0000	0.2927	0.0000	7.8408	2.3611	5.1599	0.0000	2.0359	0.0659	27.9287	24.2151	0.0003	0.0032	0.0000	0.0413	70.7703	15.2573	10.7925	1.9173	0.0920	0.0239	0.0995	13.6992	0.0002	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	2.3399	1.5689	0.3034	0.4338	0.0000	0.0000	3.3750	0.0538	0.0000	0.1900	19.6048	46.4117	0.2820	2.8561	2.8276	7.9836	0.0000	0.1600	4.3796	53.6139	0.0000	0.0000	0.3777	0.0000	9.0058	0.6318	6.6659	0.9734	0.6288	0.0345	12.9809	8.5843	0.0000	0.0000	0.0000	38.9879	71.9336	19.9305	21.8739	1.0357	0.2795	0.0000	0.0443	24.5378	0.0561	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	2.2082	0.4838	0.9724	0.3434	0.0000	0.0000	3.2029	0.0263	0.0000	0.7045	16.9143	49.6218	0.2215	0.5456	2.9253	6.2293	0.4614	0.6458	1.0699	12.2946	0.0000	0.0000	0.2535	0.0000	6.5093	0.3716	4.3010	7.2251	1.4491	0.0097	19.2901	15.8808	0.1487	0.0000	0.0000	0.0000	79.2701	22.5456	21.7280	1.2295	0.0834	0.1171	0.1437	27.8938	0.0899	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	2.2946	0.7595	1.1278	0.2806	0.0000	0.0000	2.2318	0.0424	0.0000	0.1932	13.3326	22.9333	0.0308	4.5760	0.7416	1.4312	0.0999	10.1649	5.8280	0.7413	0.0108	0.0000	0.2513	0.0000	7.3028	1.9890	4.4863	0.0011	1.8649	0.0914	27.2385	24.8918	0.0107	0.0000	0.0000	0.5735	73.5776	16.2016	10.4795	0.3357	0.0783	0.0119	0.0573	10.9306	0.0003	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	1.3507	0.2803	0.4821	0.0742	0.2073	0.0003	7.6320	0.0015	0.0000	0.4303	13.8837	47.3036	0.4481	0.5339	1.7536	2.1353	0.4738	1.3936	1.4111	4.0927	0.0002	0.0059	0.0278	0.0000	4.3476	0.4524	2.8290	0.0007	0.7055	0.0027	13.0328	10.1675	0.1816	0.0334	0.0748	1.1268	79.7261	19.3630	28.9199	0.1293	0.0041	0.0037	0.0076	16.9169	0.0188	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	3.1907	0.6460	0.7043	0.1609	0.0000	0.0000	1.9960	0.0069	0.0000	0.1835	10.5442	31.2388	0.1390	6.6942	2.5829	0.0645	0.6890	7.3845	2.4873	1.3629	0.0000	0.0000	0.1592	0.0000	7.6496	0.6164	3.9026	0.2103	1.0913	0.0542	22.2607	18.4855	0.1608	0.0000	0.0000	0.9172	75.4554	19.9723	15.3742	0.5391	0.0205	0.0000	0.0999	14.9260	0.0016	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	1.2948	1.1508	0.5804	0.1687	0.0000	0.0000	4.7192	0.0198	0.0000	0.6089	16.3069	27.6174	0.5480	0.0266	4.4765	2.2057	0.7564	0.0908	5.7727	13.4925	0.0109	0.0000	0.1621	0.0000	4.0000	0.6474	2.7052	0.2421	0.7134	0.0112	39.9696	34.3421	0.2669	0.0009	0.0000	4.1335	76.3972	15.8277	17.4452	0.6206	0.1272	0.0000	0.0032	10.1722	0.0066	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	1.6037	0.5799	1.0671	0.1431	0.1146	0.0000	3.0160	0.0246	0.0000	7.0885	10.5766	20.4489	0.5049	0.0941	7.7876	17.6752	3.2766	0.8795	12.4080	15.2939	0.0000	0.0000	0.1299	0.0392	6.5588	1.6239	4.9550	0.0452	1.5590	7.2715	28.5888	20.2212	1.8723	0.0001	0.0044	6.1287	59.4931	75.3056	10.7221	1.2877	0.0500	7.1751	0.0550	9.7267	0.0132	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	2.3870	0.4863	0.5726	0.3295	0.0000	0.0000	12.5653	0.0000	0.0000	2.6596	11.1597	34.6181	1.7875	0.0000	2.1160	0.0000	0.0000	0.0000	0.2158	0.0000	0.0000	0.0000	0.3295	0.0000	7.6486	0.0365	5.2615	0.0000	0.9482	0.1013	31.1326	28.5303	0.0000	0.1233	0.0000	0.0000	85.9648	15.1362	18.6785	0.0000	0.2062	0.0000	0.0000	15.9396	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	1.8179	0.3742	0.8061	0.1200	0.2970	0.0006	3.3654	0.0071	0.0000	0.2846	9.7745	38.8834	0.0189	0.1746	3.3304	1.1178	0.0955	0.9422	1.8726	0.7462	0.0000	0.0000	0.1156	0.0000	6.6051	0.2202	4.5459	0.0000	1.2970	0.0259	31.6158	26.8285	0.0695	0.0016	1.9681	0.3619	85.7137	16.1613	21.5283	0.2397	0.0321	0.0029	0.0473	16.2097	0.0042	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	2.8641	0.5723	1.0530	0.5678	0.0000	0.0000	1.8503	0.0504	0.0000	0.1615	10.4890	31.0122	0.0496	1.4824	1.9693	1.3457	0.1154	6.9233	5.3112	1.1049	0.0027	0.0000	0.5664	0.0000	8.8142	1.7093	5.5464	0.0000	1.7449	0.0580	27.3998	24.1888	0.0000	0.0005	0.0000	1.7624	80.3082	14.1846	14.4164	0.4026	0.1211	0.0116	0.3079	16.3539	0.0012	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	0.3473	0.2976	0.3674	0.0839	3.8215	0.0000	7.1404	0.0379	0.0000	1.7513	27.9502	23.8184	10.6087	0.0034	0.5114	0.0000	0.0000	0.0253	11.4481	7.5653	0.0000	0.0000	0.0839	0.0574	5.3184	1.2531	4.9711	0.0000	0.5782	0.9368	21.3610	20.5520	0.0000	0.0000	0.2708	10.4079	57.7990	8.9232	14.3960	1.0190	0.0000	0.0000	0.0459	9.4223	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	0.5697	0.7073	0.1290	0.1048	2.0055	0.0000	5.2064	0.0034	0.0003	1.0522	11.6092	20.7264	0.1449	0.0013	9.5654	0.1424	0.6296	0.1452	5.2093	17.0172	0.0000	0.1515	0.0035	0.0000	3.3478	2.9734	2.7781	0.0235	0.2100	0.3508	51.0293	40.7565	0.5579	0.0000	2.5694	19.0988	81.5565	22.9753	15.2324	0.0132	0.0000	0.0000	0.0000	5.4939	0.1012	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	3.0743	0.9166	1.9706	0.1561	0.0000	0.0000	2.7670	0.0038	0.0000	0.1550	22.6259	32.7072	0.5686	7.4933	5.7573	4.3076	0.0000	5.9097	2.8339	1.0769	0.0034	0.0000	0.1561	0.0000	10.0144	0.7823	6.9401	0.0000	2.8466	0.1417	14.8294	8.1554	0.0765	0.0000	0.0000	0.0000	66.2280	30.9547	14.4747	0.5872	0.0809	0.0000	0.0679	18.2324	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	1.0866	0.6646	1.0917	0.1567	0.0359	0.0000	3.3541	0.0262	0.0000	0.1524	13.6339	20.7563	0.0461	7.7275	2.0038	1.6338	0.3450	10.7897	5.1811	8.5235	0.0050	0.0089	0.1529	0.0000	3.0044	1.8347	1.7644	0.1568	1.7932	0.0135	24.6542	21.2226	0.0543	0.0038	0.0002	7.8803	68.6012	15.5876	9.8123	0.5814	0.0492	0.0000	0.0272	9.3536	0.0040	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	1.4658	0.7994	1.0013	0.0838	0.0000	0.0000	2.4132	0.0173	0.0000	0.1551	11.2491	20.7179	0.0432	4.5995	4.3504	1.5106	0.4413	9.9662	4.4440	13.7482	0.0030	0.0000	0.0688	0.0000	4.4529	2.5212	2.5725	0.2483	1.5090	0.0838	32.6900	26.9852	0.2411	0.0020	0.0000	8.0065	74.0854	19.1220	8.8686	1.0200	0.0228	0.0013	0.0094	10.9684	0.0006	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	1.1427	0.5790	0.8929	0.0674	0.0000	0.0000	1.4150	0.0106	0.0000	0.1300	12.5995	13.0421	0.0353	19.8910	0.9574	0.7796	0.0732	20.4274	3.2128	3.4270	0.0015	0.0000	0.0627	0.0000	2.6179	1.6822	1.3741	0.3797	1.4249	0.0337	20.1663	18.1378	0.0077	0.0024	0.0000	3.5661	61.1141	17.0001	5.8761	0.8383	0.0090	0.0070	0.0032	6.0415	0.0044	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	1.3551	0.2946	1.0416	0.1355	0.0000	0.0000	1.4295	0.0214	0.0000	0.1277	13.5742	14.9373	0.0323	15.8797	0.6088	0.1214	0.3839	16.3228	4.6530	2.8832	0.0000	0.0000	0.1288	0.0000	2.9682	2.4072	1.4065	0.8600	1.7975	0.0087	21.9791	20.6954	0.6034	0.0036	0.0000	1.5373	61.5232	16.0480	7.1465	0.2095	0.0190	0.0036	0.0109	6.3716	0.0062	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	2.0328	0.8217	1.0345	0.1382	0.0000	0.0000	2.5628	0.0371	0.0000	0.2121	8.9594	23.6998	0.0707	1.4557	2.6285	0.0513	0.1020	7.7446	5.8180	2.2484	0.0003	0.0000	0.1373	0.0000	5.8613	2.1092	3.3078	0.0001	1.5635	0.0526	38.3435	34.2423	0.0145	0.0070	0.0000	3.7332	81.0664	13.2669	12.5607	0.5919	0.0335	0.0019	0.0230	10.6256	0.0007	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	3.2182	0.5140	1.1258	0.1493	0.0000	0.0000	1.6733	0.0621	0.0000	0.2017	13.6714	27.1956	0.3148	2.3135	1.2876	0.3476	0.3076	3.4258	4.9358	0.5390	0.0003	0.0000	0.1507	0.0000	9.8358	1.1865	6.3583	0.0000	1.7662	0.0477	30.6771	28.4401	0.0139	0.0001	0.0000	0.1130	76.2701	15.5911	11.9686	0.1948	0.0484	0.0188	0.0159	14.8332	-0.0013	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	0.9416	0.5382	0.8402	0.0763	0.0000	0.0000	4.0679	0.0261	0.0000	2.1472	11.7430	32.8481	0.4178	0.6350	6.8541	3.2679	0.0007	0.4247	1.4664	8.8566	0.0000	0.0000	0.0499	0.0000	2.6533	0.4840	1.7116	0.1712	1.1720	0.0057	42.9082	35.5159	0.0005	0.0000	0.0000	7.3370	82.9025	14.3642	17.6858	1.1051	0.0222	0.0000	0.0015	15.1623	0.0264	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	2.9869	0.7649	1.6472	0.2226	0.0000	0.0000	2.7537	0.0285	0.0000	0.1623	9.8522	39.4443	0.1131	0.2168	4.1692	0.4738	0.1043	1.8351	1.5130	1.8412	0.0042	0.0000	0.1916	0.0000	8.0251	0.1829	4.8048	0.0689	2.1455	0.0179	32.9735	27.8928	0.0651	0.0037	0.0000	2.0872	86.2619	19.3398	21.3283	0.5996	0.0397	0.0000	0.0855	17.9227	0.0094	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	2.5329	0.7581	0.5996	0.0065	0.1343	0.0000	5.8682	0.0007	0.0000	0.0841	7.3438	22.1888	0.0045	0.0047	5.5017	0.5625	0.0164	0.0511	1.2100	7.6025	0.0000	0.0000	0.0030	0.0511	5.1859	0.1725	2.2052	0.6988	0.7993	0.0001	49.1980	42.0699	0.0025	0.0002	0.0000	3.5111	88.1036	18.4435	13.0724	0.6482	0.0007	0.0000	0.0001	8.6531	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	1.3997	0.8183	1.1943	0.1580	0.0000	0.0000	1.9729	0.0409	0.0000	0.3441	13.9608	32.9763	0.0725	0.9063	3.0529	0.3152	0.0673	2.2881	4.2099	16.0832	0.0005	0.0000	0.1476	0.0000	3.9550	1.5810	2.2426	0.0263	1.9409	0.0145	31.7723	27.2206	0.0816	0.0023	0.0000	19.7681	76.7749	17.1164	14.4793	0.5137	0.0618	0.0162	0.0115	17.7977	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	1.1285	0.1897	0.0199	0.0000	0.0000	0.0000	3.4810	0.0000	0.0000	0.0856	24.6709	17.2665	9.2083	0.0000	0.9258	0.0000	0.0000	0.0000	35.9088	0.0000	0.0000	0.0000	0.0000	0.0000	13.6781	5.2340	12.5495	0.0000	0.0648	0.0000	4.9088	3.7932	0.0000	0.0000	0.0000	0.0000	39.3345	17.8856	3.3509	0.0000	0.0000	0.0000	0.0000	13.9155	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	1.5495	1.1572	0.6804	0.2068	0.0000	0.0007	1.9217	0.0172	0.0000	0.1314	14.2937	21.1598	0.0158	10.5884	2.3155	0.5401	0.9883	11.8884	4.3437	3.8836	0.0045	0.0000	0.2040	0.0000	3.7974	1.8050	2.0882	0.2044	1.0341	0.0090	21.9055	17.5785	0.1702	0.0066	0.0000	3.6660	66.1111	16.8910	8.3725	0.6208	0.0608	0.0154	0.0312	11.2808	0.0027	
