Reporting Period	Peer Group Description	Peer Group	UBPSE105	UBPSE094	UBPSE089	UBPSE090	UBPSF897	UBPSE113	UBPSE114	UBPSE085	UBPSE111	UBPSE104	UBPSF899	UBPSE088	UBPSE097	UBPSE092	UBPS7400	UBPSE100	UBPSE098	UBPSHR55	UBPSE106	UBPSE107	UBPSE095	UBPSE005	UBPSE091	UBPSE101	UBPSE112	UBPSHR56	UBPSE087	UBPSE103	UBPSE096	UBPSE108	UBPSE102	UBPSE115	UBPSE084	UBPSE093	UBPSE109	UBPSE099	UBPSHN99	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	0.7103	8.9499	82.9169	13.8268	6.2867	2.2151	4.3505	4.7941	0.0000	1.4968	4.5831	44.4647	8.7817	15.7224	0.6457	2.1441	0.0000	1.7783	1.7334	1.4695	13.8246	5.5052	15.7224	1.1938	1.6116	1.8560	4.5019	1.4771	15.8863	1.1555	2.5782	1.9437	0.0653	5.4349	0.0000	2.1441	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	7.3931	117.0909	3.7718	0.0000	0.0000	0.0000	7.1310	0.0000	1.6336	0.0000	75.0654	0.0000	9.3683	2.7765	2.2065	0.0000	1.5772	1.5772	0.0000	0.0000	10.2463	9.3683	0.0000	0.0000	1.1197	3.4084	2.2166	9.7703	0.0000	2.1909	1.7015	0.3387	0.0000	0.0000	2.2065	10.1903	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	1.1904	4.2848	103.4560	1.8821	7.8947	7.9569	0.0000	7.0837	0.0000	1.8887	11.7544	75.5724	4.4332	23.1481	5.3743	1.3044	0.0000	2.7186	2.6295	0.7814	6.5542	14.0663	23.1449	1.3032	0.0000	1.4193	11.3885	1.3452	23.8235	0.9885	0.0000	2.8984	1.6081	11.7124	0.0000	1.3044	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	1.5929	11.2857	177.5638	134.6727	71.3513	2.6170	0.0000	6.8232	2.3718	1.4744	-22.6415	40.0232	0.0000	18.9079	0.6668	2.1732	0.0000	1.8464	1.7284	0.7025	11.4434	7.5203	18.9079	1.5137	0.0000	0.9393	3.2160	2.2471	19.7454	1.5225	2.5250	1.8243	0.0301	21.1586	0.0000	2.1741	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	0.0000	9.8833	8.5572	5.2044	0.0000	2.2690	5.7930	6.0242	0.0000	0.2862	0.0000	45.5504	0.0000	15.7619	0.1615	2.2135	16.8607	3.0049	2.6663	0.1085	0.0000	6.3461	15.8676	1.5657	1.4817	3.2955	3.5013	1.6073	16.2947	1.0941	2.3601	2.6193	0.1602	0.0000	0.0000	2.2135	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	1.3267	5.5232	76.8426	5.0480	5.1203	1.7318	5.0409	0.8743	0.7116	1.4148	5.0319	66.8137	5.3667	5.1832	1.5932	2.2194	4.3033	1.0397	0.6085	0.2760	6.5980	2.8078	5.1903	1.8124	0.8495	1.1903	2.1583	2.5823	8.9399	0.3478	2.1848	0.6587	0.3205	5.0422	0.0000	2.3870	1.8085	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	1.4355	5.9805	67.2395	4.3262	5.4696	2.0590	5.8387	0.9191	0.7959	1.3146	5.2161	68.2888	5.8976	5.5933	1.6451	2.3908	0.0000	0.9987	0.6217	0.2955	7.6311	2.9410	5.6069	2.0129	1.1343	1.2616	2.2534	2.9054	9.3698	0.3435	2.1941	0.6585	0.3280	5.3052	0.0000	2.5812	2.3723	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	0.0000	5.9020	90.5691	4.1832	6.1326	1.6986	0.0000	0.8903	0.0000	1.4209	5.4035	71.6679	5.8738	5.6685	2.2827	2.1636	0.0000	0.6008	0.1674	0.0942	6.1241	3.6191	5.6824	1.5429	0.4288	0.7916	2.4699	2.5048	12.7591	0.0947	2.3963	0.2208	0.4460	5.5600	0.0000	2.3541	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	1.2143	6.4568	98.7737	5.1864	5.4853	1.3950	5.0618	1.6195	0.0000	1.7289	5.2964	81.3645	4.5226	5.6233	3.4639	2.5381	0.0000	0.9728	0.5420	0.2161	8.1587	5.5496	5.6307	1.7000	0.5775	1.1855	3.3237	3.6045	6.5185	0.3790	2.0414	0.5533	0.4661	5.5224	0.0000	2.6087	0.7906	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	1.3203	5.4887	65.2060	4.2245	5.4441	2.1071	5.3034	0.9262	0.0000	1.3770	5.0830	67.6952	5.5697	5.4127	1.6137	2.2700	0.0000	1.0136	0.6710	0.3475	6.8959	2.9392	5.4169	1.8185	1.1748	1.1828	2.1586	2.6159	9.3977	0.3538	2.0790	0.7312	0.3818	5.2042	0.0000	2.4899	2.0760	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	1.2443	5.3541	117.0349	7.5960	5.0249	1.4775	5.0023	0.8105	1.4718	1.5137	5.1248	62.8729	4.8985	5.1361	1.6405	2.2472	5.5164	0.9771	0.6127	0.2147	5.6876	2.7570	5.1482	1.7865	0.9190	1.0701	2.1945	2.7837	8.9420	0.4350	2.2264	0.6658	0.2955	5.0769	0.0000	2.3120	1.5350	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	1.1202	6.0292	83.6445	4.9854	5.6533	2.2487	7.3723	0.9565	0.0000	1.4553	5.2829	67.2278	5.7030	5.4356	1.8089	2.1235	0.0000	0.9039	0.5008	0.2195	7.3661	3.1207	5.4431	1.7244	0.6514	1.0436	2.3534	2.3651	10.1653	0.3340	2.0003	0.5443	0.3375	5.3326	0.0000	2.2397	1.9669	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	1.6000	4.9067	106.1890	7.1074	3.9644	1.9905	3.1181	0.9803	0.7522	1.4990	4.6766	73.8261	4.3382	4.3646	1.5825	2.3974	0.0000	1.2061	0.7544	0.7387	6.0347	2.9385	4.3723	1.8742	0.7557	1.3044	2.1487	3.3100	11.0740	0.4442	2.1177	0.8837	0.3756	4.3444	0.0000	2.4738	3.7670	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	2.0414	5.2780	115.6766	27.0986	3.9964	2.4382	7.4703	1.4664	0.7747	2.0551	5.2112	60.0477	4.6281	5.3009	1.3262	2.2921	4.1789	1.0122	0.7524	0.2785	5.9463	3.0418	5.3303	1.8662	0.7569	1.4696	0.6984	2.4632	13.0284	0.4240	2.3534	0.8130	0.2491	5.0245	0.0000	2.3559	1.5242	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	1.6190	5.1839	125.9887	5.9131	4.7284	3.5306	0.0000	1.0412	0.0000	2.0274	4.9735	86.4938	0.0000	4.7451	2.1406	2.1251	0.0000	0.5441	0.3154	0.1095	3.9524	3.4393	4.7451	1.6692	0.1845	0.7334	2.6278	3.2685	8.6188	0.2818	2.2034	0.4500	0.2574	4.8300	0.0000	2.1438	1.6678	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	1.8474	5.3171	91.9023	5.8457	4.8606	1.7102	7.6612	0.9094	0.7802	1.5104	4.9933	73.1742	5.7220	4.9477	1.6657	2.2479	3.7988	1.0725	0.6586	0.2568	5.6975	2.9347	4.9470	1.8395	0.6563	1.1569	2.2987	2.7088	9.1471	0.4570	2.2642	0.7125	0.3489	4.9090	0.0000	2.3185	1.5464	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	1.2157	6.1275	77.6720	4.5712	5.5570	1.8530	5.5276	1.0836	1.3266	1.5527	5.6450	69.3048	6.1420	5.8292	1.7449	2.2298	0.0000	0.9263	0.5884	0.2573	8.0463	3.1768	5.8331	1.8465	0.8035	1.0424	2.4219	2.8028	10.3575	0.3734	2.2199	0.6202	0.3300	5.6244	0.0000	2.3226	1.9589	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	0.0000	5.6995	55.2267	3.2838	6.2009	0.0000	0.0000	1.7814	0.1481	1.4336	6.5008	80.7899	4.7058	6.0301	1.7140	1.7109	8.5150	0.2476	0.1379	0.0951	12.1714	4.1548	6.1422	1.7059	1.3333	0.2420	2.6175	0.0000	10.3235	0.1299	1.7279	0.1398	0.6593	6.2069	0.0000	1.7109	3.0188	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	0.0000	4.6010	89.1225	6.6700	4.2285	1.3972	0.0000	0.7519	0.2409	1.4099	4.3547	67.2279	5.8544	4.3395	1.4455	2.3975	5.4365	1.0109	0.4228	0.4237	5.8510	2.5684	4.3508	1.9759	1.8041	1.3201	1.9684	2.4909	12.5847	0.1796	2.3682	0.4612	0.3709	4.2354	0.0000	2.4208	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	1.3338	5.6373	81.1226	4.0612	5.2990	2.2143	0.0000	0.8890	0.0000	1.5445	5.5321	70.8498	5.8337	5.5810	2.2139	2.0663	0.0000	0.8546	0.3469	0.1196	6.1222	3.5001	5.5874	1.5480	0.7571	0.9182	2.5835	2.3560	6.7425	0.2214	1.9776	0.3721	0.3971	5.5174	0.0000	2.2019	3.8282	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	1.2722	5.1546	74.2110	5.2309	4.8518	1.6723	3.9894	0.8154	0.3250	1.4436	4.6857	67.2369	4.7604	4.8544	1.4862	2.2737	4.8721	1.0333	0.5769	0.2588	6.1491	2.6113	4.8616	1.8342	0.8226	1.2131	2.0359	2.6754	8.3730	0.2897	2.2029	0.6130	0.2992	4.7263	0.0000	2.4482	1.5872	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	2.0954	5.5351	68.6211	4.5546	4.7872	1.8342	5.7333	0.8828	0.5216	1.3347	4.9975	66.1428	5.0197	4.9466	1.5501	2.3076	0.0000	1.1425	0.5903	0.3137	6.1655	2.7905	4.9643	1.7581	0.6160	1.3963	2.1014	2.7106	8.3558	0.2807	2.1188	0.6602	0.3391	4.8738	0.0000	2.5210	1.7039	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	1.4077	5.1972	79.0276	5.8294	4.7203	2.0505	0.0000	0.6203	0.0000	1.3825	4.6474	60.9275	5.1109	4.8261	1.4317	2.3559	0.0000	1.2218	0.7059	0.2874	6.0431	2.3227	4.8354	1.8978	1.1140	1.4276	1.8376	2.6295	7.6449	0.4349	1.9970	0.7796	0.2569	4.6576	0.0000	2.6234	1.8794	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	1.3245	5.5599	71.1076	4.6977	5.1051	1.6816	0.0000	0.8251	0.0000	1.4074	5.0505	67.3529	5.4080	5.2233	1.5597	2.1594	0.0000	1.0046	0.5884	0.2796	6.4946	2.6937	5.2177	1.8308	0.7606	1.1072	2.1555	2.4231	9.8006	0.3190	2.0275	0.6535	0.2959	5.0509	0.0000	2.3701	2.2223	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	1.2692	5.4544	63.6816	4.0433	5.1761	1.9186	0.0000	1.1025	0.0000	1.2464	5.0066	70.3694	5.4863	5.2246	1.6001	2.2424	0.0000	1.0244	0.6325	0.3003	7.2456	3.0925	5.2320	1.9006	0.7610	1.2081	2.3225	2.7446	8.6023	0.2775	2.1019	0.6929	0.3629	5.0672	0.0000	2.4138	1.9517	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	1.4535	6.0631	70.3705	4.1523	5.5743	1.9710	0.0000	0.9564	0.0000	1.3971	5.2815	68.6174	6.4821	5.6406	1.7402	2.2091	0.0000	1.0175	0.6177	0.3315	7.4329	3.0774	5.6414	1.6186	1.0416	1.1142	2.4457	2.7432	9.6319	0.3192	2.1271	0.6572	0.3627	5.4060	0.0000	2.4010	2.2507	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	0.0000	6.4816	82.8863	5.9471	4.2940	1.9309	5.3600	0.7353	0.0000	12.3122	5.1870	63.4477	4.7651	4.9421	1.4943	2.2520	0.0000	1.2550	0.7124	1.0666	7.5722	2.6187	4.9515	1.7959	0.6588	2.0045	1.9742	3.4944	4.8484	0.3929	2.4034	0.8167	0.3890	4.8647	0.0000	2.3485	1.6368	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	1.1796	5.2983	84.6658	5.6717	4.8680	2.0352	6.0478	1.0329	0.0000	1.3100	4.7421	71.6709	5.4371	4.8601	1.5973	2.1803	0.0000	1.1378	0.6328	0.3481	5.6197	3.0261	4.8629	1.7856	0.4360	1.3906	2.3414	3.3226	26.9967	0.2845	2.1586	0.7455	0.3486	4.7875	0.0000	2.2561	1.8723	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	2.8871	5.0756	108.2442	6.8505	3.9276	1.5957	6.3892	0.7881	0.0730	1.1585	4.8041	73.7767	4.4606	4.2684	1.6298	2.2827	2.1513	1.2069	0.6089	0.2241	5.6060	2.7665	4.2822	1.7174	0.4266	1.3498	2.1476	2.7999	8.5019	0.3079	2.2337	0.7085	0.3352	4.2704	0.0000	2.3996	1.8128	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	1.4394	5.6768	72.2118	4.0102	4.9496	1.7875	0.0000	0.9892	0.0000	1.4314	4.9503	72.7578	5.7094	4.9884	1.8452	2.1178	0.0000	1.0264	0.4738	0.2115	5.8986	3.2597	5.0082	1.7212	0.5995	1.2547	2.3716	2.4246	7.8469	0.2166	1.8466	0.5189	0.3804	4.8938	0.0000	2.2910	1.7213	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	1.8675	7.3906	26.5365	1.8383	8.8452	0.0000	0.0000	1.2120	0.0000	1.6167	6.1125	67.4404	0.0000	10.2326	1.4272	1.7289	0.0000	0.3699	0.2567	0.1292	16.4040	2.9724	10.2326	1.6831	0.0000	0.2363	2.5763	0.0000	0.0000	0.2368	0.0000	0.2567	0.3331	6.3635	0.0000	1.7289	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	1.6391	5.4732	77.7821	4.9943	5.1947	1.7565	0.0000	0.8020	0.0000	1.6278	5.0266	67.0623	5.3163	5.1660	1.6205	2.0838	0.0000	0.9955	0.5440	0.1864	6.5335	2.7726	5.1792	1.8277	0.9243	1.2124	2.2422	2.3180	10.7874	0.3369	2.0267	0.5907	0.3226	5.0410	0.0000	2.2404	1.8481	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	1.8252	5.6351	69.6362	4.0804	5.2854	1.5873	0.0000	0.9118	0.0000	1.5480	5.1544	69.6788	5.8836	5.3901	1.7853	2.3154	0.0000	0.9543	0.5869	0.3602	7.8238	3.1002	5.3922	1.8166	1.8204	1.1655	2.2137	2.6680	9.1264	0.2899	2.1974	0.6297	0.3810	5.1720	0.0000	2.4968	2.0885	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	1.3129	5.3731	67.0291	4.4196	5.0312	1.8896	0.0000	0.8806	0.0000	1.5130	4.9121	66.4281	5.2382	5.0691	1.5718	2.0809	0.0000	0.9920	0.6174	0.3701	6.6729	2.7838	5.0701	1.7354	0.6801	1.1265	2.0920	2.3951	9.3426	0.3534	2.0107	0.6590	0.3192	4.9574	0.0000	2.2477	1.8796	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	1.0963	6.0148	72.6583	4.5559	6.0112	5.5665	0.0000	0.9308	0.0000	1.6256	5.4255	65.4529	5.6084	5.6607	1.7231	2.1185	0.0000	0.8800	0.4616	0.1545	6.8996	2.9778	5.6663	1.4918	0.5737	0.9661	2.3219	2.5541	9.8280	0.2901	1.8458	0.5014	0.3141	5.6173	0.0000	2.2680	2.0082	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	1.1435	5.4311	77.5866	5.2310	5.3560	2.0277	6.6000	0.7099	0.0000	1.3987	4.9034	63.3012	5.1775	5.1293	1.5334	2.2362	0.0000	1.1745	0.7311	0.2777	6.3973	2.5105	5.1376	1.7753	0.9328	1.3576	2.0386	2.4771	8.5163	0.4569	1.8645	0.8010	0.2495	4.9793	0.0000	2.4633	1.7926	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	1.4042	5.8245	111.7029	25.2482	6.0916	0.8184	0.0000	13.4411	0.0000	1.4052	5.5960	62.8588	8.7912	8.9740	5.3341	3.4184	0.0000	1.0490	0.8558	0.4990	8.3026	19.4096	8.9743	1.8834	0.7134	1.1827	-3.9486	3.0446	29.8845	0.4955	4.2884	1.1072	0.6343	5.5301	0.0000	3.5106	1.5224	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	1.4962	4.8854	93.5975	5.8968	4.3670	1.8642	0.0000	0.7050	0.0000	1.6019	4.5248	75.0769	0.0000	4.5455	1.6842	2.0528	0.0000	1.3736	0.7996	0.3138	4.9800	2.7469	4.5573	2.4561	0.3942	1.7554	2.3828	2.2901	0.0000	0.5554	2.1539	0.8325	0.3576	4.5052	0.0000	2.1262	1.5209	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	1.7021	5.5308	95.7048	6.9721	4.4142	1.7052	6.5652	0.8992	1.0834	1.3831	4.7276	68.7040	4.3026	4.6879	1.4815	2.3255	0.0000	1.3095	0.8373	0.4615	6.5534	2.7994	4.6904	1.9438	0.9734	1.2533	2.0785	2.8652	9.2446	0.5473	2.2272	0.8912	0.4001	4.6615	0.0000	2.4252	2.5162	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	1.5613	6.6707	70.0040	4.9712	6.3546	2.1341	0.0000	0.9779	0.0000	1.4788	5.7528	63.2264	6.1369	6.0521	1.5344	2.3601	0.0000	0.7847	0.3756	0.1868	8.5985	2.8677	6.0541	1.9700	0.6594	0.7742	2.0790	2.4335	7.0117	0.2238	2.3222	0.4200	0.3592	5.8494	0.0000	2.5600	7.1682	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	1.4934	5.0804	106.7484	8.6601	4.4071	1.7761	4.2494	0.7543	0.9668	1.4070	4.7201	63.0895	5.0514	4.6593	1.3214	2.2484	3.2546	1.1005	0.6204	0.3595	5.5531	2.4417	4.6614	1.8342	1.4707	1.0981	1.7319	2.6485	9.5468	0.3817	2.4084	0.6974	0.3388	4.6045	0.0000	2.3671	2.2115	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	51.1183	5.3390	89.5414	5.3678	4.9071	1.6409	3.9282	1.0566	0.9837	1.4987	4.7804	72.7767	5.1933	4.8929	1.7762	2.2162	3.3305	0.9015	0.5479	0.3199	5.8510	3.1803	4.8904	1.8740	0.8776	0.9677	2.2128	2.8939	8.8492	0.3384	2.3081	0.6061	0.3504	4.8154	0.0000	2.2783	1.7978	
