Reporting Period	Peer Group Description	Peer Group	UBPSE375	UBPSE365	UBPSE383	UBPSE358	UBPSK440	UBPSE369	UBPSE359	UBPSE372	UBPSE350	UBPSJA32	UBPSE345	UBPSJ250	UBPSJ249	UBPSE355	UBPSE373	UBPSJ243	UBPSE346	UBPSE349	UBPSE352	UBPSE364	UBPSE370	UBPSE381	UBPSE357	UBPSE361	UBPSE371	UBPSE351	UBPSK444	UBPSE360	UBPSE354	UBPSK443	UBPSK441	UBPSE377	UBPSE363	UBPSE353	UBPSE376	UBPSE379	UBPSE356	UBPSE374	UBPSE380	UBPSE362	UBPSE348	UBPSE347	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	0.9256	0.0000	0.0000	4.6638	13.2468	0.0000	9.9145	9.4652	5.9009	0.0000	0.0000	0.0000	0.0000	4.9073	0.2688	11.6997	38.3170	31.2315	1.4177	1.1961	65.9329	1.3553	0.0000	0.1334	11.7074	0.0000	1.2551	100.0000	90.0854	63.3224	1.3553	0.0000	0.0000	14.1707	88.3002	100.0000	0.3433	13.7976	1.3553	50.2348	37.3645	0.9525	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	0.7719	0.0000	0.9148	4.5672	8.3047	0.0000	5.9846	4.5612	2.6675	0.0000	0.3746	0.2551	0.0000	0.1327	0.0000	10.3226	40.5791	32.7427	0.0000	48.9498	80.6702	8.2952	0.0025	0.2958	3.6739	0.0000	0.0254	100.0000	94.0153	72.3495	8.2952	0.0000	0.0000	18.1807	89.6773	100.0000	1.0269	16.5557	8.2952	23.3902	40.4242	0.5295	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	2.7841	10.6925	0.0000	7.1722	22.2034	0.0000	7.9040	7.3324	5.6591	0.0000	0.0000	0.0000	0.0000	0.0010	0.0000	12.7016	56.7055	13.7758	0.0000	0.0000	73.1489	16.1724	0.0000	0.1099	4.0328	0.0000	0.0000	100.0000	92.0959	56.9764	16.1724	0.0000	0.0000	17.2400	87.2983	100.0000	0.7306	18.7410	16.1724	40.2529	55.4208	1.2846	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	1.1073	0.5618	2.0601	4.2512	20.0763	0.0000	5.1985	1.0161	18.0987	0.0000	0.9337	0.0000	0.0000	0.2342	0.0664	10.1736	44.3915	20.0937	0.0000	0.0751	66.9813	17.9262	0.2849	0.0014	20.6550	0.0000	0.1472	100.0000	94.8014	48.9078	17.9262	0.0000	0.0000	12.2044	89.8263	99.9999	0.4281	23.0976	17.9262	46.1208	44.4044	0.9209	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	0.5508	14.0789	0.0867	2.9557	19.4849	3.7621	6.9194	2.3230	0.6381	0.0205	0.0581	0.0003	0.0126	1.9246	0.0085	11.3093	65.6180	5.9104	1.1378	13.4729	84.1129	1.5296	0.1178	0.1876	0.3417	0.0411	3.8544	100.0213	93.0901	77.0158	1.5296	0.0181	9.5310	15.4763	88.6750	99.9999	1.4525	6.6073	1.7941	15.6049	65.1485	0.7974	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	4.3626	9.0789	1.7018	5.1648	33.4898	2.3777	7.4823	0.8797	0.0755	0.0379	1.4044	0.1156	0.1239	1.2376	16.8693	15.4062	81.0444	11.8769	0.8992	8.4611	61.8111	29.0684	0.0009	0.0012	0.0890	0.0000	8.6624	100.0120	92.5297	23.4318	29.0684	0.5818	0.9050	1.8824	84.0119	100.0000	0.8392	19.5730	29.9685	0.5653	77.7713	4.6775	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	4.3241	13.3529	1.5957	6.6417	19.0846	0.0000	8.2984	2.4192	0.0201	0.0338	1.2700	0.0000	0.0763	1.4240	24.9707	15.4667	78.9035	14.1425	0.0472	6.8545	51.3487	20.8832	0.0000	0.0018	0.2080	0.0000	9.5043	100.0084	91.7099	20.9611	20.8832	1.2623	2.1421	0.6842	83.2709	100.0000	0.1562	18.6298	21.2766	0.4101	76.7988	3.3747	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	5.2004	0.1127	0.0000	3.5085	65.8725	0.0000	6.0552	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.4018	1.1173	15.7295	87.8914	7.5146	0.0000	0.0000	77.9526	14.7033	0.0000	0.0000	0.0000	0.0000	11.9672	100.0000	93.9447	51.2820	14.7033	0.0000	0.0000	1.0378	84.2704	100.0000	0.1448	24.8407	22.9808	0.0000	85.3922	2.4991	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	2.0380	0.2421	0.0000	4.3755	66.0647	0.0000	13.4463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5202	3.7710	22.2817	76.8893	9.4273	4.4168	2.2813	71.7617	52.2273	0.0104	0.0066	0.1473	0.0000	0.7189	100.0000	86.5536	18.8154	52.2273	0.0000	0.9561	0.0000	77.7182	100.0000	7.5400	2.3698	52.2273	1.4983	72.7094	4.1799	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	4.3999	11.4440	3.0843	4.6665	36.9961	7.0287	5.5301	0.0000	0.1876	0.0659	2.5921	0.0024	0.2644	0.5712	15.2775	14.0929	82.3812	14.0830	0.3620	13.2306	66.2295	38.8845	0.0000	0.0000	0.0000	0.0000	1.9389	100.0247	94.4945	23.6489	38.8845	0.0000	0.1070	1.5557	85.9070	100.0000	0.0255	26.4246	38.8969	0.7555	78.2565	6.7167	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	5.8540	0.3258	0.0000	3.6964	12.1278	0.1046	7.4891	0.0000	0.0000	0.0000	0.0000	1.2623	0.0000	1.7104	19.6811	13.2188	81.5690	0.8025	3.8376	10.4499	59.8950	13.7511	0.0000	0.0000	0.0000	0.0000	36.8273	100.0000	92.5108	9.2118	13.7511	1.3508	0.0022	10.7090	85.4302	100.0000	0.8198	7.8746	13.7511	0.0570	77.1616	4.4073	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	0.4996	13.8067	0.0781	2.8481	18.9244	3.6997	6.9279	2.0517	0.7178	0.0182	0.0532	0.0003	0.0095	2.0361	0.0060	11.0292	65.4306	5.7974	1.0144	14.8417	84.9106	1.5470	0.1253	0.2123	0.3869	0.0234	4.1601	100.0077	93.0766	77.9323	1.5470	0.0158	10.0848	16.1536	88.9538	99.9999	1.4665	6.6383	1.8227	16.8296	64.9147	0.8223	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	0.5618	10.4257	0.0453	2.9816	21.5374	0.0169	8.5081	1.3617	1.2045	0.0337	0.0271	0.0005	0.0002	2.8204	0.0009	11.8971	57.5243	4.1518	0.5940	13.2891	85.4381	0.7254	0.2927	0.2341	0.0905	0.0000	5.7219	100.0021	91.4942	78.2900	0.7254	0.0189	12.3996	26.5295	88.0821	100.0000	1.8773	5.4957	0.8268	17.2810	56.8183	0.7419	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	0.7187	44.9258	1.9374	2.5943	6.5242	0.0000	6.6641	0.1442	0.0000	0.0000	1.1301	0.3569	0.0561	1.0514	0.0019	11.0424	53.7296	3.8222	1.1988	20.9440	82.8537	0.9352	0.3777	0.1983	5.2387	0.0000	3.2147	100.0000	93.3358	78.7037	0.9352	0.0000	1.1967	34.3021	88.9575	100.0000	2.2274	8.8091	0.9352	6.0482	54.0125	0.8472	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	0.6887	7.1645	2.8080	2.8111	12.6482	0.0000	7.1288	1.0213	0.7579	0.5239	2.1801	0.0000	0.0899	2.4409	0.0054	10.9541	64.4258	10.4525	1.0135	29.8087	86.1076	3.3401	0.2535	0.1732	1.1746	0.0025	3.5677	100.0349	92.9061	79.1997	3.3401	0.0479	7.1997	14.8523	88.9978	99.9999	1.5332	8.0465	3.6614	25.7185	65.7571	0.8488	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	0.4782	11.6943	0.2065	3.5147	24.1583	0.0000	8.2850	3.0765	1.4204	0.0223	0.1372	0.0068	0.0003	2.0277	0.0001	11.5613	64.0194	3.7106	2.4056	11.3596	83.7616	1.7288	0.2513	0.1397	0.2338	0.0000	5.9432	100.0011	91.7162	75.1594	1.7288	0.0166	10.8161	17.6453	88.4204	99.9999	2.1340	8.3792	2.2228	14.3253	63.9912	0.8933	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	0.7727	12.3185	0.3276	3.4804	11.9887	2.1335	6.0745	2.7821	0.3265	0.0523	0.2331	0.0028	0.0188	1.5070	0.0224	12.3405	70.7173	8.5844	0.5249	23.8805	82.5315	2.4685	0.0278	0.2898	0.0470	0.0004	6.0649	100.0026	93.9785	72.1849	2.4685	0.0035	2.7471	9.9458	87.5923	99.9999	0.5615	10.6081	2.9098	16.0408	70.4875	0.9570	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	0.4325	11.6588	0.0750	2.6679	14.3110	0.0000	7.1170	1.6157	0.5310	0.0072	0.0478	0.0013	0.0016	1.9605	0.0056	10.5968	64.9418	6.8223	1.4769	20.2674	86.3022	1.5633	0.1592	0.2058	0.2713	0.0001	3.1034	100.0004	92.8834	80.7308	1.5633	0.0212	9.4679	15.9756	89.3799	99.9999	1.9846	5.2218	1.6268	21.3625	64.1473	0.8662	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	0.6300	18.9414	3.2738	3.7950	19.9007	0.2980	6.0125	8.0681	0.1151	0.1198	2.3954	0.0010	0.0066	1.0047	0.6712	10.2374	73.7920	4.0516	3.2009	16.3438	79.9205	2.6655	0.1621	0.1843	0.4191	0.0137	7.2765	100.0176	94.0050	69.9609	2.6655	0.0533	5.9605	11.1199	89.7091	100.0000	1.0429	13.5700	4.0955	11.4798	75.4683	0.7191	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	1.2198	4.7277	2.4499	6.7287	8.9645	0.9540	14.8637	2.6404	0.5796	0.0264	1.0878	0.0928	0.0132	7.2523	0.8547	32.4984	53.8602	18.7592	1.4255	22.7012	62.5593	9.0227	0.1299	0.7908	0.1243	0.0720	1.4317	100.0052	85.1415	51.9139	9.0227	0.1029	4.1122	9.9761	67.3986	100.0000	0.6465	10.8488	13.4603	20.4308	54.3184	0.6296	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	0.3779	8.4352	0.1310	3.1838	17.0128	0.0000	6.4495	3.0212	2.7847	0.0000	0.0968	0.0000	0.0000	1.4384	1.5109	9.4061	59.1472	9.1042	0.0000	17.6883	83.6579	12.8304	0.3295	0.3043	2.0257	0.0000	2.7137	100.0000	93.5504	68.1137	12.8304	0.0000	15.3150	23.1806	90.5937	99.9999	1.4977	19.7920	12.8304	22.4925	58.4808	0.7632	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	0.4655	9.1283	0.1147	2.4631	14.1748	1.2830	6.5044	3.0109	0.2436	0.0271	0.0742	0.0000	0.0042	1.8497	0.0059	10.3488	67.6365	6.7627	1.4638	23.6394	84.8056	1.5803	0.1156	0.1737	0.3172	0.0000	4.8543	100.0016	93.4974	77.1452	1.5803	0.0101	8.3532	14.4818	89.6398	99.9999	1.5869	8.0927	2.0974	17.7012	67.2174	0.8298	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	0.4597	9.3881	0.1057	2.6149	22.0398	0.0000	7.9054	1.1374	0.6503	0.0043	0.0745	0.0000	0.0012	2.3985	0.0012	10.7320	63.3156	8.4830	0.4387	14.5222	86.9994	0.5141	0.5664	0.1854	0.0627	0.0099	3.9664	100.0009	92.0956	81.8262	0.5141	0.0141	11.1017	16.6363	89.2522	100.0000	1.7645	4.3273	0.7356	20.4181	62.9588	0.8917	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	0.6496	16.5188	0.0000	2.3075	2.2643	24.6019	5.4892	0.0409	0.0000	0.0000	0.0000	0.0000	0.0000	2.4098	0.0000	10.3428	47.8266	33.4127	2.2730	0.0203	88.9664	0.0000	0.0839	1.4047	0.0000	0.0000	9.1845	100.0000	94.5107	67.4808	0.0000	0.0000	4.5378	11.9336	89.6570	99.9999	0.6879	8.9303	0.0000	44.1395	46.8912	0.9354	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	0.8398	26.4700	0.1279	4.1621	14.0260	4.0960	7.2009	1.6992	0.0000	0.0000	0.0862	0.0138	0.1012	1.2665	0.0318	10.2317	68.0628	4.8026	6.5552	23.8062	86.5636	0.0207	0.0035	0.2485	0.6336	0.0345	10.0148	100.0000	92.7990	74.7726	0.0207	0.0000	3.4059	14.0716	89.7682	100.0000	1.6535	9.9542	0.0207	7.0851	67.3348	0.8142	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	0.4713	17.1511	0.6943	2.2966	9.4843	0.0000	5.9831	0.4973	0.7714	0.0000	0.4749	0.0092	0.0000	1.6372	0.0547	10.9670	63.7193	13.9520	2.2378	28.0125	87.0544	2.3697	0.1561	0.2205	0.9550	0.0516	3.2503	100.0000	94.0168	81.4345	2.3697	0.0000	8.3969	13.7038	89.0329	100.0000	1.8837	4.8027	2.3697	20.7594	63.3000	0.8942	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	0.4754	15.8962	0.0607	2.5942	21.4462	11.2543	6.5797	1.4540	0.5294	0.0238	0.0392	0.0000	0.0040	1.9854	0.0064	11.0569	63.4688	5.9341	1.0188	12.1164	85.4922	1.6534	0.1529	0.1970	0.5669	0.0001	3.3712	100.0000	93.4245	79.4519	1.6534	0.0145	12.5973	19.0011	88.9297	99.9998	1.3896	5.7252	1.8454	15.2300	63.0154	0.7195	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	0.6082	20.5772	0.1217	3.3431	16.0671	0.6905	6.8071	3.5471	0.6111	0.0969	0.0867	0.0015	0.0006	1.6856	0.0044	10.7022	67.7687	4.1092	1.0918	11.9903	83.6301	1.2294	0.0688	0.1581	0.6172	0.0017	3.5972	100.0001	93.1984	77.8729	1.2294	0.0008	12.4688	17.5409	89.2968	100.0000	1.4216	5.8365	1.6298	13.9898	67.3967	0.8937	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	0.3543	13.6315	0.0238	2.6991	19.6905	0.0000	6.2665	2.9444	0.6533	0.0065	0.0171	0.0000	0.0044	2.0449	0.0286	11.3942	66.0050	4.4416	0.6356	13.4820	83.1388	1.3084	0.0627	0.1770	0.8935	0.0014	3.7747	100.0005	93.7340	76.8466	1.3084	0.0000	14.7245	19.8075	88.6057	99.9999	1.1338	6.7777	1.7774	14.3825	65.2324	0.8349	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	0.3244	12.7421	0.0144	2.5311	19.4990	0.0000	6.4548	2.6113	1.2790	0.0133	0.0097	0.0118	0.0062	2.2416	0.0003	11.1856	61.1476	5.4485	1.1430	12.6848	84.2338	1.2040	0.1288	0.1429	0.6791	0.0055	3.9477	100.0021	93.5474	77.8234	1.2040	0.0000	13.0800	20.7188	88.8143	99.9999	1.2361	6.6758	1.3970	17.7985	60.3280	0.9076	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	0.5070	13.8871	0.0315	2.7188	23.6479	0.0000	7.1730	2.7626	1.0321	0.0000	0.0228	0.0004	0.0007	2.2139	0.0239	11.4783	65.8723	3.1458	0.8313	7.9119	83.0962	1.0097	0.1373	0.2245	1.1378	0.0001	3.8924	100.0001	92.8271	77.2730	1.0097	0.0015	12.0263	20.4314	88.5199	99.9999	1.8993	6.2986	1.2632	16.9131	65.1977	0.8227	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	0.5309	16.0094	0.0860	2.4113	18.6123	0.0000	7.0246	1.7361	1.4661	0.0214	0.0554	0.0015	-0.0013	2.2455	0.0045	10.8816	66.2883	4.6200	0.9614	8.4789	85.7984	0.7515	0.1507	0.2408	0.1361	0.0041	5.9610	100.0008	92.9763	78.4664	0.7515	0.0000	12.0789	17.7271	89.1183	99.9999	1.8182	6.5751	0.9516	19.1562	65.6250	0.7752	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	0.8790	19.2136	0.1987	4.1577	19.8390	0.0000	6.6152	7.8559	0.0089	0.0000	0.1409	0.0099	0.0264	1.1034	0.0395	12.4109	73.4575	3.7522	5.2750	21.3457	77.1193	9.4285	0.0499	0.1540	1.6749	0.0038	2.1925	100.0000	93.3847	65.4982	9.4285	0.0201	6.8115	11.3337	87.5688	100.0000	1.2676	16.8034	10.1980	7.7167	73.0109	0.5875	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	0.6540	15.9493	0.2844	3.7937	20.4965	0.0000	7.0599	5.1847	0.2228	0.0342	0.2318	0.0000	0.0094	1.4088	0.0295	10.7673	76.6448	4.7013	1.4763	18.8311	81.3937	3.6363	0.1916	0.5865	0.7176	0.0000	4.2598	100.0007	92.9429	72.9119	3.6363	0.0000	4.5035	9.3878	89.1850	100.0000	1.3291	10.2658	3.9118	15.2345	76.2714	0.7811	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	0.9970	20.7675	0.2413	3.9137	16.6646	35.0941	6.2804	5.8702	0.2933	0.0659	0.2000	0.0000	0.0000	1.0045	0.0251	10.4674	74.6855	3.0514	1.3390	16.6918	81.1518	1.8042	0.0030	0.0974	0.2049	0.0352	5.5338	100.0015	93.7302	71.9608	1.8042	0.0056	5.8127	11.9980	89.5020	100.0000	1.2175	9.3923	1.8215	9.2030	74.4964	0.6305	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	0.5912	20.6471	0.2526	3.4244	15.2459	0.0000	7.4848	2.0528	0.5847	0.0316	0.1827	0.0061	0.0000	1.9799	0.0114	10.5278	66.6250	5.8880	0.6807	11.7926	85.4234	2.2955	0.1476	0.1937	0.2853	0.0000	2.6994	100.0009	92.5192	79.0746	2.2955	0.0000	11.2467	15.6383	89.4721	99.9999	1.6054	5.2500	2.3411	16.3598	66.8164	0.7539	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	0.7480	45.9103	0.0000	0.5576	5.2356	0.0000	4.6515	0.0000	1.6076	0.0000	0.0000	0.0000	0.0000	2.6932	0.0000	15.1946	31.2526	39.7036	0.0000	0.0000	84.0572	0.0000	0.0000	0.0000	0.0000	0.0000	5.8675	100.0000	95.3484	78.1896	0.0000	0.0000	2.0027	23.8262	84.8053	100.0000	1.4006	5.7604	0.0000	25.0409	30.2108	1.0418	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	0.3791	14.9272	0.0486	2.3499	18.4527	0.0000	6.5598	1.5492	0.5796	0.0025	0.0320	0.0050	0.0027	2.3775	0.0156	10.6966	66.9665	8.4708	0.3070	14.4820	86.0733	1.2981	0.2040	0.1770	0.3120	0.0006	2.5395	100.0175	93.4402	81.0985	1.2981	0.0000	11.9667	14.8266	89.3033	99.9997	1.2138	4.4210	1.4719	18.6837	66.2148	0.8598	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	0.7899	13.2138	0.0774	3.8246	21.7381	0.0000	9.1760	1.9418	0.6349	0.0001	0.0557	0.0068	0.0004	2.5968	0.0263	10.8329	61.8670	3.5883	2.6674	12.0978	85.3688	0.4801	0.2508	0.2136	0.2654	0.0000	5.6823	100.0000	90.8239	78.6110	0.4801	0.0000	13.1694	20.4345	89.1670	100.0000	2.1299	6.6275	0.5329	16.0767	61.2270	0.7210	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	0.3389	11.7540	0.0763	2.6489	20.8008	0.0000	7.1031	1.6696	0.5477	0.0005	0.0528	0.0134	0.0002	2.1605	0.0000	10.7257	68.1677	5.7365	0.4394	16.2086	85.7468	1.4493	0.1811	0.2049	0.5781	0.0109	3.3456	100.0029	92.9000	79.7298	1.4493	0.0071	11.8872	16.2524	89.2663	100.0000	1.7933	6.1371	1.6116	16.4585	67.4396	0.8743	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	0.5471	19.2231	0.1714	2.6595	14.9790	0.0000	7.3338	0.7031	0.3903	0.2181	0.1072	0.0010	0.0000	2.1785	0.0107	11.0936	64.3977	8.6936	1.0431	16.3401	86.1381	1.0625	0.1711	0.3410	0.6883	0.0000	3.2665	100.0023	92.6687	81.0830	1.0625	0.0000	9.0699	15.6518	88.9062	99.9999	1.9361	4.8449	1.2197	19.0744	63.6118	0.9349	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	0.3962	11.3862	0.0405	2.8929	22.4926	0.0000	6.8788	3.5656	0.6392	0.0080	0.0308	0.0013	0.0002	2.5114	0.0838	11.5642	69.4753	5.4197	2.0251	11.7321	82.1658	2.8493	0.0227	0.1421	0.5132	0.0000	3.0269	100.0004	93.1215	74.7893	2.8493	0.0014	12.3721	12.4891	88.4340	99.9997	1.1265	7.6025	3.5360	15.9956	68.5411	0.9772	
