Reporting Period	Peer Group Description	Peer Group	UBPSE307	UBPSE318	UBPSE328	UBPSE338	UBPSE332	UBPSE326	UBPSE342	UBPSE316	UBPSE331	UBPSE306	UBPSE311	UBPSE323	UBPSE337	UBPSE325	UBPSE320	UBPSE330	UBPSE336	UBPSHP05	UBPSE329	UBPSE313	UBPSE343	UBPSE335	UBPSE327	UBPSE322	UBPSE339	UBPSE310	UBPSE344	UBPSE308	UBPSE333	UBPSE341	UBPSE304	UBPSE315	UBPSHP06	UBPSE309	UBPSE312	UBPSE314	UBPSE305	UBPSE334	UBPSHP07	UBPSE324	UBPSE319	UBPSE317	UBPSE321	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	18.1531	0.0000	0.9202	0.1891	0.0000	65.0135	0.0000	0.0000	0.0119	0.0000	0.0000	100.0000	0.0000	29.6841	81.8468	0.0269	0.0000	18.1531	0.4074	0.0000	0.0000	0.0124	5.3023	0.0000	0.0000	0.0000	0.0000	0.0000	2.9261	0.0000	81.8468	0.0000	0.0000	0.0000	0.0000	81.8468	18.1531	2.9261	18.1531	100.0000	100.0000	0.0000	18.1531	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	19.6407	0.1610	0.3626	0.0009	0.7406	7.9457	0.0000	9.0555	0.0016	0.0017	0.6391	21.3708	0.0000	18.4176	24.4876	0.0009	-0.0001	0.2003	0.7904	0.5526	0.0000	0.0000	14.9471	0.5671	-0.0249	18.7958	0.0000	19.0783	0.0226	0.0000	96.8225	9.4822	0.0033	0.3676	0.2119	31.9691	0.1201	0.0964	0.0083	42.9400	19.8335	0.0332	0.0038	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	17.4891	0.0554	0.3818	0.0012	0.0043	8.9669	0.0000	17.6136	0.0011	0.2856	1.3845	60.3877	0.0000	25.0411	18.4800	0.0009	0.0000	0.4867	0.9345	1.3797	0.0000	0.0001	13.7427	0.2302	0.0000	37.2499	0.0000	37.2499	0.0138	0.0000	97.2014	16.0828	0.2766	0.0000	0.0047	43.8764	0.3728	0.0775	0.0207	61.9764	11.5083	0.3188	0.0539	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	59.5698	0.0000	0.4920	0.0026	0.0000	0.0000	0.0000	0.0000	0.0031	0.0000	0.0000	100.0000	0.0000	50.6343	100.0000	0.0006	0.0000	0.0000	1.0489	0.0000	0.0000	0.0001	2.8237	0.0000	0.0000	36.1945	0.0000	36.1945	0.2767	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	4.2355	0.0000	0.3078	0.0000	53.4580	100.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	7.5170	0.0000	0.9041	0.0026	0.0440	4.0223	0.0000	20.8809	0.0089	0.0000	0.0000	79.1190	0.0000	29.5564	76.8275	0.0050	0.0000	2.2915	1.0156	0.0000	0.0000	0.0002	39.5670	0.0000	0.0000	48.8935	0.0000	48.8935	0.4669	0.0000	97.7084	20.8809	0.0000	0.0000	0.0000	43.5893	2.2915	0.8754	2.2915	73.1458	79.1190	0.0000	2.2915	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	47.8628	0.0000	0.3452	0.0007	0.0000	11.7751	0.0000	0.0358	0.0015	0.0000	0.0000	99.9238	0.0000	33.7354	99.9641	0.0001	0.0000	0.0000	13.5305	0.0000	0.0000	0.0000	34.0182	0.0000	0.0000	5.7209	0.0000	5.7209	0.0265	0.0000	100.0000	0.0358	0.0000	0.0000	0.0000	46.4162	0.0000	0.0821	0.0000	79.5288	99.9641	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	15.0043	0.0015	0.8387	0.0050	0.0028	24.2307	0.0000	15.3518	0.0018	0.0670	4.2653	15.0337	0.0000	23.3969	32.0133	0.0016	0.0139	10.2668	0.9762	4.2653	0.0000	0.0004	32.8633	0.0418	0.0917	3.4577	0.0000	3.4577	0.0226	0.0000	70.1327	15.4898	3.0830	0.0000	0.0000	54.3813	8.5717	0.0625	4.8469	92.9688	15.0337	3.6287	2.5039	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	18.2661	0.0000	0.4186	0.0015	0.0126	20.2922	0.0000	33.9633	0.0023	0.0000	0.0000	65.5818	0.0000	24.1986	65.9886	0.0009	0.0000	0.0480	1.1017	0.0000	0.0000	0.0001	17.1077	0.0000	0.0000	30.5687	0.0000	30.5687	0.0307	0.0000	99.9519	34.0113	0.0480	0.0000	0.0000	51.1651	0.0768	0.0932	0.0000	61.5986	65.9886	0.0768	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	25.3603	0.0001	0.4817	0.0079	0.4198	28.0324	0.0000	27.0434	0.0085	0.0001	3.6326	52.5559	0.0000	15.3822	60.0550	0.0118	0.0000	12.9014	1.1230	3.6326	0.0000	0.0007	19.2604	0.0000	0.0000	3.3372	0.0000	3.3372	0.5068	0.0000	87.0985	27.1108	0.0673	0.0000	0.0000	67.6697	0.2034	0.2119	12.8341	62.6751	72.8891	0.1176	0.0857	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	7.2533	0.2452	0.9032	0.3546	0.7285	48.1850	0.0000	24.3988	0.0335	0.6500	2.4194	73.3124	0.0000	16.2313	69.3884	0.0322	0.0012	6.2127	1.9735	2.2351	0.0000	0.0216	34.3186	0.4047	0.0123	1.2812	0.0000	1.2812	1.2938	0.0000	93.7872	26.6875	2.2887	0.0000	0.1842	89.0459	5.5627	2.1564	3.9239	98.7350	73.3124	2.0434	3.5192	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	100.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	17.5267	0.0000	0.5245	0.0062	0.0556	14.7755	0.0000	9.9965	0.0029	0.0000	2.1097	81.1156	0.0000	8.7925	39.9400	0.0017	0.0000	0.0000	1.2475	2.1097	0.0000	0.0004	32.4054	0.0000	0.0000	16.6502	0.0000	16.6502	0.0754	0.0000	97.5847	9.9965	0.0000	0.0000	0.0000	63.7133	3.3545	0.1986	0.0000	41.1151	40.0205	0.0000	3.3545	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	15.5502	1.4664	0.5342	0.0000	0.0579	11.0129	0.0000	18.7245	0.0014	1.4682	1.4665	85.1509	0.0000	22.6795	79.7394	0.0002	0.0000	1.5359	1.2266	1.1018	0.0000	0.0000	26.1619	0.0018	0.0000	37.7102	0.0000	37.8295	0.0008	0.0000	98.4640	20.2568	1.5323	0.1192	0.3646	45.1536	0.3469	0.1003	0.0036	59.8543	79.7431	0.3445	0.0024	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	46.5626	0.0000	0.9062	0.0436	0.2656	5.4900	0.0000	43.3998	0.0049	0.0000	0.0000	55.2878	0.0000	50.4903	55.2379	0.0056	-0.0003	1.3621	0.8583	0.0000	0.0000	0.0034	36.4966	0.0000	-0.0044	7.5351	0.0000	7.5351	0.0349	0.0000	98.6378	44.7121	1.3123	0.0000	0.0000	45.9021	1.3621	0.0489	0.0498	92.4770	55.2878	1.3123	0.0498	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	50.0000	0.0000	0.5582	0.0000	0.0193	0.0000	0.0000	25.0000	0.0001	0.0000	0.0000	50.0000	0.0000	25.0000	75.0000	0.0003	0.0000	0.0000	0.2324	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	50.0000	0.0632	0.0000	100.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0296	0.0000	25.0000	75.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	14.7806	0.0609	0.2926	0.0037	0.0038	15.7337	0.0000	16.8163	0.0039	0.0022	1.7318	22.1224	0.0000	16.3734	21.8248	0.0021	-0.0004	0.2957	0.8233	1.7318	0.0000	0.0003	13.6749	0.0000	-0.0086	14.5467	0.0000	16.4399	0.0274	0.0000	96.7467	18.4190	0.0358	1.6973	0.0000	39.4209	0.1405	0.1608	0.0000	59.7963	19.0621	0.1029	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	14.0279	0.0000	0.7855	0.0017	0.0032	7.7344	0.0000	16.2689	0.0037	0.0895	0.0750	75.0509	0.0000	18.5585	17.9405	0.0023	0.0000	0.0605	1.1845	0.0750	0.0000	0.0001	31.8752	0.0895	0.0000	8.8034	0.0000	8.8034	0.0359	0.0000	99.3039	16.2710	0.0000	0.0000	0.0000	77.0933	0.0032	0.2164	0.0584	64.9206	25.1529	0.0032	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	16.1329	0.0000	0.4078	0.0000	0.0129	1.2261	0.0000	2.0329	0.0006	0.0000	0.0000	36.8506	0.0000	11.6566	33.7327	0.0005	0.0000	1.6309	0.3862	0.0000	0.0000	0.0000	5.1095	0.0000	0.0000	24.2212	0.0000	25.2743	0.0128	0.0000	98.3690	2.0329	0.0000	0.0000	0.0000	16.7280	0.0000	0.0482	1.6309	21.3295	55.2760	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	20.2452	0.0000	0.4283	0.0000	0.0028	2.0676	0.0000	2.3103	0.0006	0.0000	1.5260	78.0397	0.0000	12.1452	3.6290	0.0001	-0.0012	0.0000	1.3609	0.9794	0.0000	0.0000	20.1204	0.0000	-0.0127	25.0043	0.0000	26.0974	0.0115	0.0000	100.0000	2.3103	0.0000	1.0930	0.5465	52.1312	0.0000	0.0375	0.0000	28.9163	3.6290	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	42.3838	0.0000	0.1510	0.0011	0.0013	5.9232	0.0000	6.9399	0.0005	0.0000	0.0000	88.6437	0.0000	37.0123	93.0600	0.0000	0.0000	0.0000	1.5563	0.0000	0.0000	0.0000	12.9454	0.0000	0.0000	32.8573	0.0000	32.8573	0.0017	0.0000	100.0000	6.9399	0.0000	0.0000	0.0000	24.7587	0.0000	0.0392	0.0000	55.8810	93.0600	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	26.6107	0.9506	0.1896	0.0007	0.0000	7.2030	0.0000	9.2663	0.0008	0.9506	0.8166	80.2017	0.0000	22.2127	34.3631	0.0002	0.0000	0.4090	1.0245	0.8147	0.0000	0.0000	5.5370	0.0000	0.0000	35.4970	0.0000	35.4989	0.0139	0.0000	91.4097	6.4092	0.4090	0.0019	0.0019	37.0736	0.0038	0.0297	0.0000	36.8709	34.3631	0.0038	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	7.6150	0.0000	1.1816	0.1486	0.1435	37.8439	0.0000	9.0988	0.0211	0.0000	20.7418	90.9011	0.0000	2.1720	90.9011	0.0144	0.0000	0.0000	2.0988	20.7418	0.0000	0.0123	47.7786	0.0000	0.0000	6.1200	0.0000	6.1200	0.5871	0.0000	100.0000	9.0988	0.0000	0.0000	0.0000	65.5231	0.0000	0.8219	0.0000	87.7947	90.9011	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	29.8821	0.0000	0.2570	0.0123	0.0000	10.7235	0.0000	6.9241	0.0037	0.0000	0.0000	89.9984	0.0000	22.1241	93.0466	0.0023	0.0000	0.0291	0.9079	0.0000	0.0000	0.0010	19.3926	0.0000	0.0000	40.0086	0.0000	40.0086	0.1141	0.0000	99.9708	6.9241	0.0000	0.0000	0.0000	30.1091	0.0421	0.1255	0.0291	52.2402	93.0758	0.0000	0.0421	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	18.6469	0.0000	1.1969	0.0315	0.1464	20.4448	0.0000	31.2891	0.0090	0.0853	0.4221	52.5564	0.0000	20.8627	62.9933	0.0076	0.0000	5.7174	1.6001	0.4221	0.0000	0.0025	41.3887	0.0853	0.0000	6.7063	0.0000	6.7063	0.1566	0.0000	94.2825	36.9005	5.6113	0.0000	0.0000	74.2245	7.2657	0.3411	0.1061	82.6962	63.0994	7.2145	0.0511	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	27.4560	0.0000	0.0855	0.0001	0.0033	4.2213	0.0000	10.9991	0.0014	0.0000	0.7802	40.4343	0.0000	25.3953	29.0544	0.0005	0.0000	0.0905	0.4097	0.0747	0.0000	0.0000	3.0296	0.0000	0.0000	30.2834	0.0000	30.2834	0.0530	0.0000	97.0109	10.9991	0.0000	0.0000	0.0000	19.2262	0.0000	0.1278	0.0905	39.9436	27.4058	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	22.0627	0.0000	0.0403	0.0067	0.0102	1.6652	0.0000	3.2154	0.0001	0.0000	0.0000	3.6528	0.0000	13.1768	4.2261	0.0000	0.0000	0.0000	0.6193	0.0000	0.0000	0.0004	5.7976	0.0000	-0.0001	26.7000	0.0000	26.7000	0.0066	0.0000	96.4285	3.2154	0.0000	0.0000	0.0000	11.0076	0.0000	0.0231	0.0000	24.0436	5.9166	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	31.7555	0.0000	0.7617	0.0015	0.0000	19.4878	0.0000	13.9363	0.0009	0.0000	10.5956	87.7160	0.0000	31.5701	85.9724	0.0006	0.0000	0.0911	0.7794	10.0251	0.0000	0.0001	12.4571	0.0000	0.0000	36.4845	0.0000	37.4611	0.0150	0.0000	99.9088	14.0275	0.0911	0.9766	0.5705	20.1876	0.1094	0.0830	0.0000	63.5152	85.9724	0.1094	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	30.1472	0.0000	0.1040	0.0015	0.0000	3.3426	0.0000	3.3322	0.0010	0.0000	0.0000	28.7305	0.0000	19.6549	17.7847	0.0002	0.0000	0.0022	0.7622	0.0000	0.0000	0.0001	9.5115	0.0000	0.0000	28.1585	0.0000	28.1585	0.0295	0.0000	99.8144	3.9646	0.5882	0.0000	0.0000	18.0753	0.0045	0.0955	0.0000	37.2245	23.5692	0.0136	0.0000	
