Reporting Period	Peer Group Description	Peer Group	UBPSE865	UBPSE855	UBPSE843	UBPSE870	UBPSE868	UBPSE854	UBPSE842	UBPSE839	UBPSE857	UBPSE867	UBPSE876	UBPSE849	UBPSE852	UBPSE856	UBPSE860	UBPSE840	UBPSE837	UBPSE848	UBPSE873	UBPSE846	UBPSE859	UBPSE841	UBPSE874	UBPSE847	UBPSE838	UBPSE845	UBPSE864	UBPSE862	UBPSE844	UBPSE871	UBPSE853	UBPSE861	UBPSE863	UBPSE869	UBPSE851	UBPSE836	UBPSE872	UBPSE850	UBPSE866	UBPSE858	UBPSE875	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	0.0549	0.0000	1.0142	1.0947	0.0567	1.2589	1.7486	1.3810	0.1660	0.0237	0.2658	0.9479	18.6965	0.0934	1.5276	0.0000	9.4980	0.3335	3.4204	0.2611	0.5128	0.3524	0.2170	0.0000	0.1633	0.1133	0.7811	0.2540	44.0844	0.0276	7.1590	0.3285	0.7197	0.3583	0.0091	2.0096	0.0384	2.6966	0.7702	0.9921	0.0387	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	0.0734	0.0000	0.9025	1.1806	0.0567	1.4352	1.9213	1.5886	0.2214	0.0254	0.2718	1.0677	18.6965	0.5117	1.6933	0.0000	9.4980	1.8014	3.5605	0.3029	0.5633	1.2750	0.2382	0.0000	0.0000	0.0000	0.7611	0.2772	44.0844	0.0360	13.1147	0.3822	0.7688	0.4127	0.0098	1.9861	0.0353	2.9890	0.8312	1.0696	0.0511	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	0.2162	0.0000	0.9183	0.7206	0.0026	0.0000	2.9650	0.0000	0.0000	0.0254	0.4249	0.9183	0.0000	0.0000	1.5426	0.0000	0.0000	0.0000	5.2517	0.0000	0.7184	0.0000	0.2458	0.0000	0.0000	0.0000	0.6184	0.1645	0.0000	0.1035	0.0000	0.2121	0.5182	0.2023	0.0000	2.9650	0.0668	3.8834	1.6036	0.8733	0.1946	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	0.0000	0.0000	1.4435	0.9013	0.0000	0.0000	1.1176	0.0000	0.0000	0.0220	0.2005	1.4435	0.0000	0.0000	1.1225	0.0000	0.0000	0.0000	4.9050	0.0000	0.9255	0.0000	0.5051	0.0000	0.0000	0.0000	0.2786	0.7724	0.0000	0.0297	0.0000	0.4031	0.7864	0.1148	0.0000	1.1176	-0.1979	2.5612	1.3755	0.8033	-0.0058	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	0.0060	0.0000	0.5066	0.4375	0.0023	1.9997	0.9489	2.1484	0.4121	0.0054	0.3787	0.2585	0.0000	0.0000	1.6200	0.0000	0.0000	0.0000	4.9456	0.3581	0.3589	0.0000	-59.1531	0.0000	0.0000	0.0000	0.0388	0.2510	0.0000	-0.0055	0.0000	0.2850	0.4080	0.0295	0.0000	1.3664	-0.1459	1.2075	0.4403	0.4574	-0.0011	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	0.0883	0.0000	0.1772	0.6797	0.0092	0.0000	4.3613	0.0000	6.2321	0.0254	0.3174	14.7949	18.6965	0.0000	1.3758	0.0000	9.4980	0.0000	4.2955	0.0000	0.5717	0.0000	0.2110	0.0000	0.0000	0.0000	0.5135	0.1488	44.0844	0.0546	0.0000	0.1876	0.5245	0.1551	0.0000	2.1158	0.1923	19.1563	1.3855	1.2942	0.0967	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	0.0000	0.0000	0.1712	1.4810	0.0080	0.5043	0.4622	1.0884	0.0398	0.0139	0.1960	0.1581	0.0000	0.0000	0.8867	0.0000	0.0000	0.0000	3.1188	0.0851	0.6049	0.0000	0.0494	0.0000	0.0000	0.0000	0.8646	0.0421	0.0000	0.0901	0.0000	0.0537	0.6438	0.8372	0.0361	0.4894	0.0960	0.6203	0.8857	0.4610	0.1384	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	0.0000	0.0000	0.7047	1.2207	0.0000	0.0000	0.1165	0.0000	0.0000	0.0743	0.0311	0.4781	0.0000	0.0000	0.0000	0.0000	0.0000	0.9006	0.0000	0.0000	0.7470	0.1743	-0.0127	0.0000	0.0000	0.0000	1.5074	0.2119	0.0000	0.0177	0.0000	0.7262	0.2897	0.9309	0.0000	0.3555	-0.0515	0.5947	0.0000	0.3816	0.0401	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	0.0000	0.0000	0.5123	0.9674	0.0000	0.0000	0.8944	0.0000	0.0000	0.0000	0.0345	0.5123	0.0000	0.0000	1.5509	0.0000	0.0000	0.0000	0.4093	0.0000	0.7426	0.0000	0.4478	0.0000	0.0000	0.0000	0.4529	0.0465	0.0000	-0.0003	0.0000	0.8130	0.6493	0.3181	0.0000	0.8944	0.0636	1.4068	0.0352	0.8230	0.0268	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	0.0000	0.0000	0.6805	0.7148	0.0000	0.0000	0.8454	0.0000	0.0000	0.0000	-0.0115	0.6805	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3965	0.0000	0.0000	-0.0112	0.0000	0.0000	0.3960	0.3188	0.0000	0.8454	-0.4454	1.5260	0.0000	0.4925	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	0.0560	0.0000	0.3039	0.4457	0.0000	0.0000	0.5326	0.0000	0.0000	0.0876	0.0326	0.3039	0.0000	0.0000	0.8708	0.0000	0.0000	0.0000	2.7366	0.0000	0.2901	0.0000	0.1017	0.0000	0.0000	0.0000	0.2277	0.1801	0.0000	0.0095	0.0000	0.2928	0.3448	0.1008	0.0000	0.5326	-0.0451	0.8366	0.5422	0.6541	0.0007	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	0.1566	0.0000	0.1093	0.6555	0.0000	0.0000	0.2315	0.0000	0.0000	0.0076	0.1597	0.1093	0.0000	0.0000	1.1347	0.0000	0.0000	0.0000	3.9277	0.0000	1.0125	0.0000	0.0116	0.0000	0.0000	0.0000	0.0457	0.2779	0.0000	0.0304	0.0000	0.4977	0.5924	0.0630	0.0000	0.2315	0.0276	0.3409	1.2702	0.5343	0.0063	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	0.0018	0.0000	0.4247	0.9588	0.0000	0.0000	1.3488	0.0000	0.0000	0.0120	1.7944	0.4247	0.0000	0.0000	1.3125	0.0000	0.0000	0.0000	4.9763	0.0000	0.1488	0.0000	0.5716	0.0000	0.0000	0.0000	0.3564	0.2086	0.0000	-0.0128	0.0000	0.3405	0.8388	0.1199	0.0000	1.3488	-0.0487	1.7736	0.0086	1.1259	0.0265	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
