Reporting Period	Peer Group Description	Peer Group	UBPSE573	UBPSE575	UBPSE561	UBPSE558	UBPSE555	UBPSE566	UBPSE576	UBPSE578	UBPSE581	UBPSE563	UBPSE577	UBPSE568	UBPSE570	UBPSE580	UBPSE560	UBPSE553	UBPSE556	UBPSE565	UBPSE579	UBPSE572	UBPSE559	UBPSE569	UBPSE571	UBPSE567	UBPSE554	UBPSE557	UBPSE564	UBPSE574	UBPSE562	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	40.5627	22.5156	5.7326	6.2014	5.3188	1.4177	51.4310	-19.4575	0.0000	0.0000	160.8551	-0.0340	31.9734	0.0000	6.9148	7.1408	39.7253	14.1707	0.0000	21.8531	5.6400	-0.2911	10.1203	11.0339	1.1482	4.4917	0.0000	18.0470	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	36.1438	36.1438	0.0000	9.7615	13.1550	0.0000	73.2171	-39.9934	8.3286	0.8449	220.3763	0.0000	33.2236	8.3286	0.0000	19.2703	39.5356	18.0153	0.0000	33.2236	6.5509	0.0000	0.0000	46.9649	5.4387	1.1121	0.8449	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	42.6836	35.3592	0.3900	6.2724	0.9410	0.0000	55.7552	-36.0779	0.0000	0.0000	283.3470	0.0000	19.6773	0.0000	0.6354	2.5514	64.0525	15.8488	0.0000	14.9598	0.1162	0.0000	4.7175	19.4150	0.0527	0.0635	0.0000	7.3244	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	44.1487	26.8849	0.0000	11.7084	2.1689	0.0000	45.6315	-15.7734	6.2595	0.6656	152.8283	0.0000	29.8580	6.2595	0.0000	4.2210	57.2902	13.0650	0.0000	24.6633	2.2203	0.0000	5.1946	33.1475	1.0040	1.2163	0.6656	17.2638	0.0000	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	61.2457	50.7128	1.1097	11.3470	5.6195	1.1176	59.1046	-13.6992	1.1182	0.0222	142.6869	-0.0115	45.2038	0.2166	1.4664	20.5359	61.1087	15.3949	0.5268	42.1443	7.5204	-0.1045	2.4377	12.2326	4.2508	2.6505	0.1205	9.6420	0.0592	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	12.2481	-17.9832	0.5462	0.5995	0.2764	0.8196	18.7811	-15.3554	0.0000	0.0000	8978.4827	-0.0051	3.4257	0.0000	0.5956	1.0445	83.2189	2.1273	0.0000	-8.3417	0.9835	-0.0287	11.7674	369.9134	0.7269	0.2565	0.0000	30.2314	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	7.3560	-19.5342	0.0508	0.6736	0.1631	0.0504	23.0714	-20.2163	0.0000	0.0000	21050.7904	-0.0007	2.8550	0.0000	0.0562	0.4379	79.6424	0.6771	0.0000	-5.2578	0.8010	-0.0075	8.1129	429.2612	0.2508	0.5502	0.0000	26.8902	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	4.9670	-6.9265	0.0000	0.0000	0.4155	0.0000	0.0000	0.4155	0.0000	0.0000	0.0000	0.0000	0.4155	0.0000	0.0000	0.4155	91.3838	1.0949	0.0000	0.4155	0.0000	0.0000	0.0000	400.3987	0.0000	0.0000	0.0000	11.8936	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	0.7564	-57.6594	0.0000	0.1991	0.0153	4.3592	5.1211	-4.4680	0.0000	0.0000	784.1668	-0.0093	0.6530	0.0000	0.0000	0.0225	80.3317	0.0000	0.0000	-48.7472	0.0353	-0.0407	49.4002	379.4033	0.0000	0.0353	0.0000	58.4158	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	18.3779	-10.6674	0.0002	0.4851	0.1836	0.4096	24.6174	-21.6187	0.0000	0.0000	3423.6977	-0.0087	2.9987	0.0000	0.0002	0.9073	85.2388	1.8917	0.0000	-3.5021	0.8551	-0.0436	6.5009	340.4203	0.7236	0.1315	0.0000	29.0453	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	26.0706	-12.4228	5.8037	1.7604	1.2222	2.8160	10.7163	2.4826	0.0000	0.0000	81.1906	-0.0095	13.1989	0.0000	6.3260	5.6703	84.1672	12.0299	0.0000	-8.3876	4.1589	-0.0710	21.5865	210.5192	4.0987	0.0601	0.0000	38.4934	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	60.4821	50.6639	1.1221	11.7506	4.9050	0.9932	60.8680	-16.8159	1.0343	0.0172	150.6546	-0.0094	43.7021	0.1706	1.4927	18.2865	63.9975	16.0882	0.5216	40.8478	6.1916	-0.0867	2.2404	12.6091	3.1156	2.6119	0.1094	8.9760	0.0571	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	61.6101	50.6979	0.9114	15.2901	5.5544	0.5799	57.9276	-10.6657	1.5296	0.0066	133.0291	-0.0042	47.1147	0.0632	1.1567	20.1223	63.4357	26.2506	1.4635	43.5055	7.1871	-0.0441	2.9382	9.1778	3.2677	3.2449	0.1795	10.4378	0.1726	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	67.8422	65.1338	5.6578	19.5711	1.5354	1.1583	73.3563	-22.6227	3.6740	0.3716	153.3650	0.0371	50.7335	3.6740	7.5702	7.8434	74.6158	33.9610	0.0000	49.8105	10.6490	0.3828	0.9230	11.3127	3.6306	7.0184	0.3716	2.7083	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	57.4195	53.2717	3.2634	15.9547	2.7268	0.9903	70.6646	-24.5700	1.7151	0.1164	161.1523	-0.0147	46.0945	1.1873	3.7650	14.4434	63.0515	14.8088	0.5277	45.2593	9.5437	-0.1368	0.8352	65.1337	6.4165	3.1271	0.1706	4.1477	0.0542	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	62.9591	51.4274	1.2102	12.0856	3.5013	2.3487	52.7383	-10.8841	2.9440	0.0762	135.5880	-0.0408	41.8180	0.7157	1.7241	19.7800	63.1616	17.3966	2.1968	38.8347	5.3735	-0.3493	2.3722	11.8370	2.2915	2.5145	0.3859	10.5884	0.3063	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	53.8014	49.3824	1.3476	16.3514	3.2965	0.5200	61.6236	-18.8205	1.2134	0.0548	160.6889	-0.0075	42.6738	0.4714	1.6474	11.3070	69.7246	9.8843	0.3061	41.9145	5.0708	-0.0746	0.5636	14.7237	1.9323	2.5760	0.1340	3.8317	0.0342	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	59.1067	52.2540	1.5798	10.8393	4.7256	1.5037	67.9357	-25.1438	1.4391	0.0137	178.4119	-0.0191	42.2047	0.1393	2.1469	15.7474	64.3072	15.9482	0.7979	40.8001	5.4799	-0.1872	1.1741	14.7634	2.5264	2.4690	0.1330	6.1228	0.0706	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	70.7068	59.5923	1.4844	16.5808	11.0395	3.1412	52.2958	8.6051	1.7464	0.0835	91.9242	-0.0647	60.9010	0.9732	2.0307	32.1921	55.8316	11.0101	0.7731	58.6657	18.7699	-0.7337	2.2352	16.2098	12.7564	6.0134	0.1505	11.1144	0.0670	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	32.8865	26.4241	2.0099	6.7271	2.1587	1.4503	51.0314	-25.1160	0.7476	0.0517	497.2731	-0.0261	25.9154	0.5829	2.6352	12.0895	51.7455	10.1296	0.1646	24.8017	6.6550	-0.2856	1.1137	32.5003	5.8797	0.7752	0.0708	6.4623	0.0190	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	67.2258	63.7247	5.9482	12.8598	9.5469	0.0000	63.9985	-7.3729	0.0000	0.0000	112.5230	0.0000	56.6256	0.0000	6.2618	27.1882	48.0414	22.8696	0.0000	54.4843	14.8688	0.0000	2.1412	9.6785	13.4491	1.4196	0.0000	3.5010	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	62.1914	54.4124	1.8179	13.6374	5.2987	1.3917	64.8360	-15.9550	0.6531	0.0058	140.2612	-0.0241	48.6371	0.0616	2.1589	23.1550	58.0054	14.3985	0.4119	46.9759	9.5656	-0.2457	1.3605	11.0573	5.8450	2.7104	0.0654	7.2568	0.0404	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	56.2793	47.7763	1.4046	10.1804	4.9178	0.3805	60.5009	-22.3640	3.1852	0.0110	177.2701	-0.0031	37.5358	0.1060	1.7508	20.3607	58.7888	16.7507	2.5396	35.1281	5.3724	-0.0299	1.8762	9.2515	2.7810	1.9823	0.3781	7.6632	0.3141	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	35.4745	34.2032	0.0000	7.8983	4.8031	2.2615	65.9186	-40.4680	12.7827	0.2507	335.7124	-0.0134	25.4505	2.1688	0.0000	10.8482	49.3191	12.1303	10.6139	24.8194	2.7901	-0.1847	0.6310	6.3229	2.6152	0.1749	1.0228	1.2712	0.7721	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	65.6658	58.8746	7.3592	7.0307	4.7466	6.4525	60.8776	-7.2794	1.4876	0.1358	123.8792	-0.1254	53.5982	1.4876	8.4786	34.6643	45.4455	14.0614	0.0000	52.4568	23.1897	-1.4927	1.1414	15.1812	22.2691	0.9205	0.1358	6.7912	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	46.8291	40.5524	2.1248	12.0842	2.5762	2.1863	74.6626	-40.4973	3.7871	0.0050	267.2267	-0.0007	34.1653	0.0416	2.6886	7.3147	69.9664	14.1242	3.7455	31.9190	4.0669	-0.0060	2.2462	20.4270	1.5571	2.5098	0.3869	6.2766	0.3818	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	61.6571	50.6183	1.2871	10.4346	4.1196	1.0200	59.8824	-17.2442	1.5206	0.0414	152.9632	-0.0082	42.4170	0.4107	1.7200	17.5507	65.5470	18.9552	0.6262	39.3387	4.9770	-0.0822	2.5521	11.8303	2.6444	1.9052	0.1559	10.2145	0.0664	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	65.9324	53.3781	2.0137	13.9469	8.1312	1.0720	63.3325	-10.3456	2.1000	0.1067	125.6047	-0.0140	53.2975	1.0800	2.5539	23.0087	61.4871	17.4154	0.8789	48.4667	12.6175	-0.1365	4.3026	14.8527	7.3209	4.7133	0.2134	11.7700	0.0914	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	63.1647	51.7336	0.8240	14.2167	3.1965	0.6005	58.9347	-13.4998	0.7032	0.0034	135.5728	-0.0045	45.1997	0.0313	1.2793	13.2008	72.5696	19.7056	0.4959	41.9505	4.0941	-0.0376	2.6604	13.1720	1.2143	2.6464	0.0806	10.9054	0.0580	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	61.2751	51.3853	1.6176	12.9146	5.3151	1.1482	59.9270	-14.9816	0.5085	0.0010	145.5327	-0.0069	45.0491	0.0098	2.2237	17.4135	64.2002	20.7978	0.2718	41.4739	7.1659	-0.0624	2.8366	13.8537	3.3120	3.4004	0.0552	8.9327	0.0291	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	66.6058	53.9715	1.3810	14.5167	7.6724	0.7957	55.0002	-1.9298	1.0981	0.0112	106.7475	-0.0028	52.8209	0.1008	2.0830	25.6843	59.1279	20.1627	0.6923	48.8609	12.9940	-0.0216	3.7308	9.3328	6.8860	5.6736	0.1202	12.5742	0.0765	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	58.9904	50.1405	1.1842	8.5886	4.3459	0.9462	60.7913	-20.8793	2.0436	0.0011	164.5717	-0.0062	39.1498	0.0125	1.6247	22.8312	60.1814	17.6360	1.8489	36.6686	2.8783	-0.0523	2.1059	12.2536	1.5649	1.0418	0.2319	8.0880	0.2115	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	63.0579	53.2902	3.6345	10.8657	9.2945	5.2986	54.9959	-2.1700	9.8588	0.0842	139.3386	-0.1419	52.8259	0.8230	4.2672	29.4054	55.5829	11.2208	9.0357	50.3237	16.6989	-1.5703	2.5021	11.1211	13.0713	3.6275	0.9150	9.7677	0.8307	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	61.3819	48.5410	1.9704	12.3723	5.4674	1.4347	56.5390	-10.7994	0.7278	0.0105	142.9574	-0.0159	45.8679	0.1101	2.3852	23.5813	61.1749	9.1904	0.3859	41.4086	7.5534	-0.1430	4.4858	16.4951	5.5637	1.8473	0.0700	13.1825	0.0347	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	69.7925	58.3216	1.4498	9.7959	9.4386	1.3625	56.6711	1.5202	1.1381	0.0470	100.2428	-0.0159	58.8059	0.4738	1.7788	35.8844	48.4883	11.7894	0.3661	56.3170	22.4414	-0.1632	2.1469	16.0404	15.6417	5.5180	0.1063	11.0413	0.0295	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	63.0982	53.3601	0.6473	11.3023	5.2065	0.6733	66.2458	-19.7859	2.9430	0.1279	149.1317	-0.0038	45.4898	1.3592	0.7962	19.0360	63.4339	15.6369	0.6068	42.2486	3.7052	-0.0387	2.6454	12.8248	2.5919	0.9019	0.3033	8.9203	0.0628	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	47.2871	45.6884	0.0000	3.8973	0.0000	0.0000	73.0073	-48.6543	0.0000	0.0000	299.7875	0.0000	24.3530	0.0000	0.0000	1.2033	55.1567	26.4552	0.0000	24.1825	0.0000	0.0000	0.1704	5.4913	0.0000	0.0000	0.0000	1.5987	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	59.2337	49.7960	0.8185	9.6413	3.5971	0.2960	64.1121	-24.1336	0.4745	0.0120	174.7022	-0.0009	39.4676	0.1095	1.0225	15.3953	66.5478	14.7768	0.1587	36.9618	2.6399	-0.0085	2.0361	12.8655	1.1855	1.2355	0.0491	8.9556	0.0176	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	63.8786	53.4779	1.2367	12.2655	5.5052	2.6382	58.6141	-13.2045	1.1711	0.0000	133.0217	-0.0441	45.4205	0.0000	1.4565	21.2362	62.3189	20.3727	0.9073	41.9645	4.6258	-0.4384	3.0558	9.5225	2.1593	2.1664	0.1193	10.0607	0.0941	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	57.4967	48.0936	0.7688	8.7548	3.7602	0.4317	60.8376	-23.2089	1.1721	0.0155	178.6207	-0.0042	37.1247	0.1640	1.0703	20.4196	63.1141	15.9855	0.7686	34.2928	5.6515	-0.0377	2.4558	12.8970	2.8941	2.4497	0.1189	8.8850	0.0794	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	58.4660	51.6408	1.0958	10.3550	5.6476	1.0217	67.4253	-24.8328	0.8083	0.0124	189.9056	-0.0051	41.7802	0.1434	1.4805	16.3581	63.8430	15.7146	0.3526	40.0352	6.7777	-0.0444	1.3381	11.1511	2.3396	4.1111	0.0871	6.3983	0.0382	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	54.7432	41.9095	0.5386	11.7608	2.0706	2.0431	56.5391	-18.0777	0.5817	0.0069	157.3057	-0.0186	38.3180	0.0663	0.8015	8.5124	75.4978	12.6644	0.2714	33.9093	3.1947	-0.1637	3.4545	19.8111	0.6138	2.3937	0.0631	12.0696	0.0317	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	45.5565	39.2726	2.1501	14.3020	5.6277	1.9787	50.1632	-13.9457	0.7932	0.0975	186.0040	-0.0300	36.2174	0.7507	2.5602	17.3704	47.0024	15.2795	0.0425	33.3041	6.6790	-0.2059	2.9133	322.8600	5.5642	1.1147	0.1019	6.2838	0.0044	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	71.2807	57.8136	1.0551	15.4341	9.1828	1.1002	60.6999	0.0601	0.2931	0.0207	102.2990	-0.0161	60.7601	0.2931	1.2174	24.5665	61.3682	8.8530	0.0000	57.9036	18.9493	-0.1133	2.8564	15.1283	9.3538	9.5954	0.0207	13.4671	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	65.8740	54.5950	0.9758	17.9796	5.3481	2.0964	57.9080	-5.4563	0.5820	0.0148	113.6232	-0.0216	52.7507	0.1507	1.1509	16.9782	68.1895	8.8868	0.2590	50.4122	10.2069	-0.2122	1.9569	15.1177	4.2857	4.4642	0.0603	10.4400	0.0296	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	60.9249	55.5615	1.7179	14.1902	4.2149	10.8939	71.5741	-24.3678	0.8435	0.0024	166.0010	-0.1262	45.7491	0.0252	2.4969	14.9541	62.8802	17.7633	0.7856	43.8973	9.9098	-0.8699	1.6442	11.9170	4.3097	5.3492	0.1153	5.0076	0.1100	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	61.4226	52.6468	1.8423	11.3385	5.9941	2.6222	62.4662	-15.6636	0.9430	0.0147	163.0564	-0.0292	46.2485	0.1657	2.1673	17.2280	62.5234	14.5459	0.5183	44.2344	7.2010	-0.2948	1.4689	11.2367	4.8414	2.0339	0.1062	6.9382	0.0662	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	57.3431	49.2301	1.5612	10.2714	4.2140	1.2434	60.5875	-16.6145	1.6400	0.0594	140.3446	-0.0255	43.7482	0.6433	1.7187	17.8940	62.8297	12.2290	0.7803	41.7996	7.0197	-0.2835	1.7847	20.2687	4.0892	2.4498	0.1369	8.2821	0.0581	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	55.3567	44.9643	1.1615	10.0104	2.7595	1.3336	65.3532	-28.0562	0.7839	0.0081	193.9264	-0.0116	37.4954	0.0902	1.3887	9.8456	72.0701	17.4082	0.5184	33.5060	3.7421	-0.1117	3.4602	15.1100	1.1225	2.2632	0.0822	9.7958	0.0532	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	67.9083	55.4882	1.0195	14.3209	8.2882	1.9023	61.2420	-6.6221	2.8206	0.0609	121.1007	-0.0196	54.7290	0.6388	1.3376	27.3348	55.8680	15.3194	1.8325	50.5521	14.1458	-0.1823	3.8276	12.7956	8.1394	4.6835	0.2996	11.8651	0.1967	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	54.0264	46.6386	0.9036	10.6274	4.8856	1.1072	59.3064	-20.8752	0.5143	0.0007	175.1049	-0.0056	38.1075	0.0068	1.4165	16.8684	63.9874	16.7765	0.2770	36.5224	5.6320	-0.0487	1.2891	10.5101	2.2514	3.0819	0.0599	7.0479	0.0363	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	65.8063	59.7456	1.2536	20.4836	4.1183	0.9635	71.1634	-19.0102	3.1923	0.0494	141.5742	-0.0029	52.1532	0.4988	2.0311	10.4057	71.9891	13.8244	2.6934	50.5593	9.0500	-0.0298	1.5938	15.7746	2.1946	6.8554	0.3450	6.0607	0.2956	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	66.4563	52.1355	1.2497	12.9701	8.8213	0.6532	57.8596	-3.1826	1.3195	0.0349	109.3852	-0.0095	54.3025	0.3579	1.5361	25.6085	61.2784	15.1546	0.7535	49.8032	12.3650	-0.1007	3.8955	17.5115	7.3781	3.7293	0.1247	13.1476	0.0687	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	61.1594	50.9753	0.4909	7.1532	9.1217	2.0135	58.8327	-9.0699	2.7134	0.4220	122.0278	-0.1058	49.7628	2.7134	0.6497	32.4940	45.3081	16.1006	0.0000	46.9195	22.5732	-0.8314	2.8432	28.7625	21.8166	0.7566	0.4220	10.1841	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	52.1522	38.1273	1.0897	7.7376	7.5375	0.5174	53.2155	-11.0269	0.9219	0.0876	194.7971	-0.0154	42.1885	0.9219	1.1151	21.4996	66.7914	10.2366	0.0000	38.7932	8.5434	-0.1655	3.3953	20.3378	6.2356	2.3077	0.0876	14.0249	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	58.6539	51.2631	1.1227	10.8675	5.2491	0.5780	61.9835	-18.0446	1.6255	0.0189	151.5635	-0.0057	43.0201	0.1692	1.4284	20.6751	57.6074	16.9101	1.0185	41.4867	5.6556	-0.0593	1.2357	10.0734	3.9343	1.5071	0.1640	6.6366	0.1000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	51.6998	40.7573	0.7079	11.2916	3.7061	0.4967	59.3830	-21.2907	0.7988	0.0110	173.7173	-0.0049	36.6990	0.1091	0.9272	9.2003	73.0393	16.2019	0.3937	32.9594	4.4181	-0.0421	2.8327	18.0992	1.4698	2.4925	0.0917	9.6423	0.0471	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	61.0366	50.6511	1.2112	11.7473	4.9214	0.1956	55.2469	-10.3769	1.3102	0.0033	127.7703	-0.0021	45.1168	0.0357	1.4209	21.7963	62.0432	17.0095	0.8072	42.1978	8.2587	-0.0186	2.4591	12.6600	3.9558	3.4363	0.1415	9.6528	0.0940	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	58.3963	52.9930	0.9253	10.7425	7.8231	1.3443	65.3069	-21.0212	0.2092	0.0013	167.4386	-0.0127	44.0911	0.0122	1.2988	20.2247	58.8782	20.0971	0.0318	42.6559	7.1873	-0.1217	0.9806	9.6811	3.8342	2.9532	0.0222	4.6144	0.0031	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	43.5419	27.6018	0.6942	7.0615	2.1224	1.3712	45.7188	-18.2464	0.3988	0.0113	279.7434	-0.0483	29.7505	0.0916	1.1055	7.1931	70.2988	7.8672	0.0843	25.5635	2.8595	-0.3861	4.0825	20.8072	1.2606	1.3361	0.0460	14.9991	0.0120	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	68.0820	60.7425	0.5665	11.3355	8.7862	1.3067	67.4081	-14.6250	2.5139	0.1370	129.2484	0.0013	52.7831	1.4604	0.5848	37.1248	52.0180	14.6318	1.0535	50.8973	16.6342	0.0146	1.8858	16.9637	10.8129	5.8212	0.2301	7.3395	0.0931	
