Reporting Period	Peer Group Description	Peer Group	UBPSE622	UBPSE589	UBPSM042	UBPSM032	UBPSM030	UBPSM036	UBPSM031	UBPSM037	UBPSM028	UBPSM038	UBPSE602	UBPSM033	UBPSM026	UBPSM039	UBPSE590	UBPSE623	UBPSM034	UBPSM027	UBPSM029	UBPSE624	UBPSM035	UBPSE621	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	-1.0812	13.0045	100.0000	2.7125	13.1912	10.3232	0.9247	-2.0205	7.7875	46.0599	77.5389	0.0000	37.4609	1.6180	0.0859	-0.0283	0.1726	23.9026	40.5120	26.4204	0.4733	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	-1.5940	14.7799	100.0000	0.0000	32.0250	2.5220	0.0000	-2.3496	0.0000	87.1665	76.0104	0.0000	69.3238	1.6474	0.0167	-0.0075	0.0000	24.2031	41.2498	22.9306	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	4.3263	100.0000	0.0000	0.0000	62.0440	0.0000	-1.5784	0.0000	0.0000	88.6792	0.0000	0.0000	0.0000	0.6793	0.0000	0.0000	0.0000	37.9559	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	-0.2145	13.9472	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3534	0.8804	72.5405	0.0000	2.9460	0.0000	0.0000	-0.0407	1.7263	96.9202	0.0000	52.0905	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	-2.1772	16.1210	100.0000	6.7302	0.0000	8.4056	0.1658	-1.7381	19.1304	28.8314	77.7197	0.0000	24.4147	2.8021	0.0498	-0.0430	0.0000	14.2626	51.3051	35.5260	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	-0.3391	1.1728	100.0000	0.2045	35.8377	0.0000	8.5835	-2.3222	0.0000	41.7870	76.7877	0.0000	34.1694	0.0000	0.0000	-0.0689	0.0000	12.4459	38.1945	1.2179	4.7336	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	-0.6659	9.0325	100.0000	0.0094	6.5556	0.0378	1.3455	-1.7085	30.2307	23.8759	65.1106	0.1533	26.0314	0.0687	0.0053	-0.0836	1.0857	24.7178	18.6800	38.7932	0.0001	-0.0875	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	-0.0263	6.7460	100.0000	0.0103	3.7276	0.0288	0.8056	-2.1756	35.1122	8.2199	57.3018	0.0257	16.8509	0.0452	0.0077	-0.0439	1.7715	24.0382	23.1689	41.9185	0.0184	-0.1493	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	3.1049	9.0605	100.0000	0.7050	15.6888	0.0002	1.4316	-0.8575	27.0003	29.5280	54.6205	0.5049	29.8066	1.8894	0.0001	0.3763	8.2768	37.4926	8.8995	35.1908	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	-0.6386	12.2814	100.0000	1.7184	14.0166	0.3760	8.4824	-1.5944	16.4290	42.9004	65.2428	0.0382	32.7130	2.1950	0.0688	-0.1398	0.6936	25.7491	32.4963	37.2503	0.0000	-0.0128	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	-1.1849	7.1001	100.0000	0.0000	6.9098	0.0153	0.2498	-2.1832	38.0333	36.2543	64.1116	0.0247	36.6345	0.2061	0.0020	-0.3410	0.4482	27.4515	15.2260	48.8185	0.0839	-0.4777	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	-1.2661	10.4524	100.0000	0.2865	10.0451	0.1744	4.3454	-1.7673	9.8459	48.7163	71.2858	0.7225	38.8745	0.2797	0.0164	-0.0702	4.3598	20.4456	31.7717	30.1824	0.0477	-0.0643	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	-1.0567	10.0025	100.0000	0.0000	10.4134	0.8373	2.8393	-1.8392	18.2164	26.3077	64.3776	0.0387	27.3519	0.0747	0.1344	-0.1827	1.6906	31.9476	15.8933	47.5821	0.0258	-0.1160	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	-11.5177	4.4908	100.0000	3.5685	14.0924	1.4043	6.6231	-2.3203	11.7200	30.0110	76.0102	0.6867	29.9269	3.3714	0.1472	-0.6600	6.2857	20.3097	35.1529	44.0567	0.1561	-0.0093	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	-1.7161	18.8807	100.0000	6.7427	7.0404	0.2886	6.7038	-2.1898	10.6881	20.9720	55.5596	1.6401	15.2790	2.1791	0.0235	-0.2044	7.0207	18.9433	39.3599	12.5030	1.5718	-0.0032	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	0.0000	11.9795	100.0000	0.9937	21.2946	0.0000	11.1974	-2.5174	4.6979	26.2408	59.0948	0.0000	27.7422	0.0945	0.0000	0.0000	0.0000	27.6645	34.1516	54.7622	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	-1.5542	8.5288	100.0000	0.0238	9.4908	0.1352	3.5555	-2.3995	11.8655	26.1365	67.2905	0.0049	23.3296	0.1104	0.0226	-0.2439	3.1549	22.5288	29.5934	21.0902	0.1164	-0.1913	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	-0.6964	10.0373	100.0000	0.1810	8.3626	0.0022	2.4462	-2.3123	19.4967	12.3299	63.4133	0.0826	18.0584	0.0837	0.0003	-0.0291	1.6131	26.0151	27.2532	46.7323	0.0722	-0.4075	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	-0.5980	33.8806	100.0000	0.0000	0.0000	0.0000	0.0000	-1.1986	0.0000	8.5040	47.6365	0.0000	12.8689	0.0000	0.0000	-0.1912	0.0000	77.6242	22.3757	51.7901	0.0000	-0.2299	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	-2.3537	5.1228	100.0000	0.0000	35.9420	1.5927	4.3754	-1.8583	4.4027	44.6291	67.7586	0.0104	40.8163	0.1366	0.2620	-1.5358	2.1517	17.7938	33.3458	46.4343	0.3850	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	0.1653	16.6344	100.0000	0.0324	10.5968	0.0775	3.6929	-1.3630	22.5258	27.1210	63.2750	0.0000	21.8964	0.7186	0.0064	-0.0054	11.2413	34.1091	17.1834	30.9906	0.5403	-0.1521	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	-0.4872	9.2390	100.0000	0.0399	5.9549	0.0475	1.3572	-1.7338	31.8545	20.4580	62.9932	0.0896	24.0599	0.0569	0.0070	-0.0742	0.7927	26.9511	18.0699	38.5096	0.0011	-0.0890	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	-0.5328	6.5543	100.0000	0.0000	10.8440	0.0656	1.2541	-1.5209	37.3643	22.3138	67.6760	0.0370	21.3082	0.0966	0.0130	-0.1354	0.3686	15.5991	20.8166	21.4321	0.0025	-0.0698	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	-0.4918	8.2193	100.0000	0.1512	5.2326	0.0038	0.5253	-1.3998	52.8019	22.9625	65.4160	0.0000	22.4048	0.0251	0.0007	-0.0364	1.8141	21.6318	6.4826	24.5720	0.0007	-0.0910	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	-0.4575	10.0906	100.0000	0.1065	7.5573	0.0044	0.4356	-1.4540	37.7756	21.4390	60.2571	0.1942	27.9223	0.0157	0.0011	-0.0604	0.0662	25.8490	14.7402	54.5846	0.0010	-0.0438	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	-0.2828	6.5715	100.0000	0.0518	6.8793	0.0009	3.7860	-1.8520	31.4759	29.1296	65.2870	0.0652	31.3666	0.0251	0.0002	-0.0208	0.4667	28.5326	16.0711	48.3079	0.0052	-0.0804	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	0.0434	9.2050	100.0000	0.0000	6.1265	0.0109	1.1801	-1.4359	29.7686	26.4803	65.7846	0.0000	30.2968	0.0757	0.0020	-0.0509	0.7916	29.2527	19.6885	53.9083	0.0000	-0.1461	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	1.1295	4.7116	100.0000	0.0006	13.1079	1.1939	11.8796	-1.9288	11.9351	47.6755	73.0617	0.0000	44.0160	0.1592	0.1372	-1.5562	1.2577	39.3087	21.3141	48.4333	0.0019	-0.2391	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	-0.9517	6.4436	100.0000	0.0604	15.3032	0.2990	5.4380	-2.2504	13.4618	28.1819	76.8217	0.0332	27.3444	0.2750	0.0338	-0.1427	2.3007	25.4297	26.6641	40.5371	0.0544	-0.0970	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	-0.6156	4.3693	100.0000	0.0363	9.8785	0.3465	1.8085	-1.8037	18.3783	38.8175	74.8202	0.0060	33.7367	0.2116	0.0426	-0.1597	2.9653	21.6876	28.3707	23.1953	0.0611	-0.0573	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	-0.2483	8.4602	100.0000	0.0105	4.4075	0.4528	0.2308	-1.6330	37.3250	17.9141	67.0617	0.0000	15.4838	0.1960	0.0511	-0.0343	1.8409	27.5753	12.7884	15.2658	0.1629	-0.1833	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	0.0000	45.4814	100.0000	0.0000	0.0000	0.0000	0.0000	-1.2186	0.0000	0.0000	29.3250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	-0.3079	11.0712	100.0000	0.0234	5.2099	0.0041	0.7023	-1.6076	30.4344	19.7015	66.7559	0.0000	21.4572	0.0367	0.0005	-0.0086	0.4218	30.1295	17.6741	37.5253	0.0242	-0.0461	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	-0.6018	6.9226	100.0000	0.0108	6.2098	0.0318	4.0163	-1.8787	37.6595	29.8109	61.0230	0.8056	32.6742	0.0708	0.0056	-0.4313	0.5046	21.3977	21.9622	49.7583	0.0000	-0.1549	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	-0.5989	9.1941	100.0000	0.3117	5.7316	0.0064	0.5804	-1.5507	31.5260	32.1100	67.4990	0.2469	33.8140	0.0642	0.0007	-0.0372	1.2907	31.4165	14.4024	55.4983	0.0413	-0.0825	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	0.2924	10.4897	100.0000	0.0529	9.0234	0.0324	0.8862	-1.5969	19.7564	14.2037	64.6542	0.0000	15.1847	0.1707	0.0019	-0.0395	1.1481	28.2575	21.6660	27.0133	0.0731	-0.0051	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	-0.6902	9.2512	100.0000	0.2034	3.3559	0.0259	0.6959	-1.4667	43.6775	23.8203	68.0902	0.0086	27.1262	0.0351	0.0030	-0.1601	2.1488	26.2625	7.3923	45.3903	0.0816	-0.0372	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	-0.0205	19.6906	100.0000	0.8260	18.3490	8.6695	1.7896	0.8070	15.0164	26.7175	52.7129	0.0000	19.7887	15.1872	2.7634	-0.1934	0.8344	27.2878	27.1359	20.3870	0.0911	-0.0010	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	-2.4724	7.8351	100.0000	0.0000	12.1095	15.3565	6.5569	-2.8874	16.5934	23.1640	77.4265	0.0000	22.9550	0.0462	0.3253	-0.1160	0.1237	15.3147	33.5908	31.6513	0.3541	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	-0.5223	7.0659	100.0000	0.4048	8.7818	0.4503	1.9151	-1.7928	17.0523	20.0959	74.8952	0.0037	23.0267	0.2321	0.0545	-0.1829	3.5511	23.6846	30.1188	34.8771	0.0172	-0.0570	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	-0.8783	12.3993	100.0000	0.2709	4.9520	0.2893	2.5188	-1.9327	28.0317	31.1653	49.8438	0.0000	27.2433	0.1138	0.0929	-0.8828	0.5794	30.1734	24.8273	34.9204	0.0000	-0.4165	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	-0.5900	10.8341	100.0000	0.1327	8.6393	0.0866	4.3799	-1.6208	19.4318	24.6868	60.6810	0.0331	31.8303	0.0577	0.0100	-0.2738	4.0343	24.8435	18.2625	52.0889	0.6397	-0.0813	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	0.1297	8.6200	100.0000	0.2647	7.9779	0.1846	3.3188	-2.0368	15.1913	30.6640	69.5345	0.0034	25.5408	0.2698	0.0249	-0.2285	3.0691	27.9157	29.7441	24.2732	0.0233	-0.0189	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	-0.5262	10.8646	100.0000	0.0179	5.0085	0.0983	1.1300	-0.9533	39.3564	19.7728	63.3656	0.0000	25.4075	0.0683	0.0125	-0.1110	0.4598	20.7954	21.6230	56.7492	0.0000	-0.1031	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	-0.4966	7.7733	100.0000	0.0474	6.1720	0.0516	0.6586	-1.7884	30.3750	30.0076	65.9312	0.1303	30.3595	0.0977	0.0082	-0.1691	0.2457	28.6437	19.1257	42.4866	0.0915	-0.2158	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	-0.0947	10.9883	100.0000	0.0081	6.3099	0.0245	0.4057	-1.5291	38.7830	14.8716	62.7247	0.1119	21.3402	0.0417	0.0030	-0.0494	0.4446	20.3186	18.4633	46.4849	0.0124	-0.0815	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	3.2781	9.9489	100.0000	0.0000	15.6337	0.1305	4.3474	-2.0184	18.2863	28.8636	69.1157	0.0000	25.5387	1.0551	0.0123	-0.0343	4.3472	35.2976	20.6179	31.6769	1.3390	-0.0620	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	-0.8551	4.3513	100.0000	0.0591	8.0382	0.1973	2.3845	-1.7631	29.7669	44.8967	72.9161	0.0003	43.7287	0.0793	0.0212	-0.0900	4.4563	18.1085	21.8720	49.3302	0.0834	-0.1593	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	-9.7587	16.0486	100.0000	0.0000	2.9546	0.0249	0.3434	-1.6125	2.5211	25.6608	60.7792	0.0000	24.0492	0.5194	0.0051	-0.7637	0.0244	41.6848	52.4441	49.0919	0.0022	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	-2.1235	5.4117	100.0000	0.5139	8.6006	0.2026	2.0984	-2.3305	9.8127	31.7693	76.8546	0.0000	28.7129	3.4824	0.0238	-0.1160	6.6167	25.2095	46.9452	40.3211	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	-0.8373	11.7594	100.0000	0.2595	6.2763	0.0145	1.5009	-2.3445	17.6540	15.0448	62.0335	0.0202	17.6702	0.2450	0.0044	-0.0601	0.3363	36.1847	24.3161	35.1548	0.0000	-0.0771	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	-0.8635	8.9124	100.0000	0.0093	4.5185	0.0302	1.6888	-1.2973	34.6802	16.6657	66.1705	0.2347	21.8981	0.0880	0.0039	-0.0404	1.3274	18.2146	26.1855	54.6033	0.0000	-0.0651	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	-0.7877	6.7155	100.0000	0.0031	8.0334	0.0302	1.1549	-1.8028	32.2483	22.7129	67.8497	0.0000	25.2037	0.2303	0.0043	-0.0190	0.9705	22.8122	22.2881	48.2622	0.0154	-0.0912	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	-0.6894	12.6100	100.0000	0.0914	5.1078	0.0181	0.2120	-1.7685	27.7501	27.5488	56.3863	0.0000	29.1204	0.0443	0.0034	-0.1223	0.1635	23.6247	26.9024	37.0838	0.0427	-0.0201	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	-1.2387	11.6188	100.0000	1.3198	7.1017	8.3123	2.4701	-1.8765	13.0944	16.8027	67.3395	0.0106	13.5350	2.5647	0.1171	-0.3791	4.4050	16.3663	22.9666	17.1373	0.0762	-0.0412	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	0.8306	4.7179	100.0000	0.0000	6.0232	0.1284	0.6121	-1.7345	36.2352	33.3368	74.1155	0.0000	29.3068	0.0940	0.0102	0.0149	4.8619	22.5909	29.4074	26.2605	0.1405	-0.0284	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	0.0000	16.3130	100.0000	0.0000	33.9448	0.0000	0.0000	-3.0253	20.2386	2.2466	42.7646	0.0000	9.4492	0.0000	0.0000	0.0000	0.0000	23.4234	22.3930	25.5962	0.0000	-0.1341	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	-1.2318	7.8321	100.0000	0.1604	6.4612	0.0419	2.5770	-1.6648	24.1761	20.1780	71.2775	0.0056	20.3093	0.2307	0.0057	-0.1558	3.0986	32.0606	19.0406	33.6054	0.0920	-0.0330	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	-1.1555	11.0051	100.0000	0.5480	15.3331	0.0183	5.7407	-1.6269	25.2848	33.1544	68.7380	0.0000	27.4295	0.1929	0.0030	-0.2332	2.7576	23.1032	15.7748	20.8168	0.4065	-0.0544	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	-1.2678	7.8765	100.0000	0.0364	5.3097	0.0750	0.5707	-1.6295	27.5042	28.6839	64.4019	0.0501	31.1173	0.0127	0.0151	-0.1191	1.2824	38.7012	16.5870	36.7807	0.0000	-0.1631	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	-0.5399	6.9731	100.0000	0.0525	9.2732	0.0109	2.8277	-1.4460	50.5800	23.4919	70.9600	0.0620	23.3720	0.0661	0.0013	-0.0745	1.6063	13.1726	10.1854	26.0033	0.0092	-0.0614	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	-0.6767	10.2687	100.0000	0.0000	8.0266	4.0873	2.6472	-1.6642	22.2552	12.7144	57.1135	0.0000	20.8273	0.3781	0.6880	-0.0557	2.0043	35.0982	12.1668	44.2769	0.0000	-0.1729	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	-1.0002	7.5254	100.0000	0.0252	7.0460	1.3957	2.0879	-1.4153	14.0134	38.7497	69.7174	0.4030	29.9212	0.1447	0.1408	-0.3011	2.1805	20.7697	30.5110	16.6319	0.0151	-0.1164	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	-0.3987	15.3006	100.0000	0.0000	0.0972	0.0000	0.0000	-2.6026	11.2570	29.5932	63.8911	0.0000	28.2881	4.7919	0.0000	0.1581	19.0564	13.0787	56.5105	59.0460	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	-1.5406	8.6060	100.0000	0.0000	0.0000	0.0000	0.0000	-3.6744	40.4471	0.0000	38.7777	0.0000	6.9524	2.0236	0.0000	-2.4357	0.0000	56.5250	3.0278	14.9121	0.0000	-1.5564	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	0.0000	6.4692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	83.3964	87.1040	0.0000	73.9378	8.3532	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	-1.9712	8.8191	100.0000	7.2147	7.5506	1.1791	16.9473	0.5722	8.0419	62.9632	59.3664	0.3527	39.6564	1.2238	0.6243	-1.4223	0.4544	16.1772	42.0522	22.9926	0.0293	-0.0028	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	0.3672	11.9392	100.0000	0.8603	7.1614	0.0237	1.8808	-2.3705	10.2086	67.8664	61.4482	0.0000	49.9231	0.1464	0.0022	-0.6326	0.4101	35.2541	44.2006	20.6630	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	-0.8402	3.3564	100.0000	0.6636	13.8595	8.9621	4.1979	0.3306	8.4632	38.6861	67.1297	0.0000	30.1002	0.1060	1.9280	-0.0377	1.8258	18.1655	31.5752	19.4304	0.0832	-0.0041	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	-0.3191	0.8316	100.0000	0.0000	52.1873	0.5135	0.0000	-2.1019	8.4156	34.7679	47.1483	0.0000	19.2825	0.1891	0.4058	-0.0208	0.0000	9.4785	29.4047	19.5366	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	7.6765	12.5023	100.0000	0.1963	34.9079	0.1794	2.4803	-1.2573	15.2673	46.9187	58.9022	0.0000	33.4888	0.9805	0.0074	-0.0173	11.4620	22.8806	12.6257	29.4789	0.0000	-0.0187	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	-1.3786	7.9937	100.0000	0.0000	2.4888	0.0000	5.9622	-2.6627	25.1730	37.0417	69.9309	2.2831	30.9907	1.5411	0.0000	-1.7832	5.5538	28.6469	29.8917	17.4531	0.0000	-0.2005	
