Reporting Period	Peer Group Description	Peer Group	UBPSE601	UBPSM011	UBPSM040	UBPSE595	UBPSM004	UBPSE591	UBPSE600	UBPSE597	UBPSM014	UBPSE598	UBPSM009	UBPSE592	UBPSM017	UBPSK447	UBPSM006	UBPSM010	UBPSM012	UBPSE596	UBPSM005	UBPSM015	UBPSM013	UBPSM008	UBPSM041	UBPSM007	UBPSE599	UBPSM016	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	59.0067	23.8092	100.0000	2.0556	3.6486	63.3224	56.6704	269.1220	19.0649	228.4433	76.1907	13.7976	0.0000	-24.7018	96.3513	0.0000	100.0000	88.2560	0.0000	21.1206	0.0000	0.0000	100.0000	0.0000	-22.9868	1.2539	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	55.1312	70.8777	100.0000	10.1905	12.0753	73.2267	49.4958	226.1019	0.0000	266.2594	29.1222	15.7223	0.0000	-33.9569	87.3283	0.0000	100.0000	100.0000	0.5963	10.1905	0.0000	0.0000	100.0000	0.0000	-26.1557	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	83.0927	51.0227	100.0000	19.1160	0.6555	60.8953	67.2087	198.8039	4.7520	184.6523	48.9772	16.6750	0.0000	-15.5656	99.3444	0.0000	100.0000	68.8885	0.0000	23.8681	0.0000	0.0000	100.0000	0.0000	-18.3462	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	98.7622	32.8647	100.0002	28.8812	47.5338	47.4583	70.0175	161.1590	3.8326	177.4697	67.1355	23.0171	0.0000	6.9290	52.4664	0.0000	100.0000	11.7609	0.0000	32.7138	0.0000	0.0000	100.0000	0.0000	-19.8892	0.3124	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	86.0084	68.0434	99.9999	2.2371	89.7196	77.1340	78.0064	282.1291	0.5695	158.3787	18.5752	6.1282	15.3182	0.6842	0.6877	11.3592	99.9117	54.6426	8.1715	3.3430	0.0874	0.0155	100.0000	0.0417	-5.8711	0.5497	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	4703.3910	96.2249	100.0000	49.4484	74.4935	23.1888	135.9061	100.9239	9.2140	177.8895	0.8705	20.1412	0.0000	54.0414	24.9815	1.2972	98.3927	51.8838	0.5026	58.6625	1.6072	0.0009	100.0000	0.0212	-8.0439	74.7138	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	8774.3835	96.1410	100.0000	42.1043	74.5174	21.4569	165.8366	95.8101	4.2992	191.9347	0.8108	19.3923	0.0000	55.2513	25.3647	3.0480	100.0000	51.2778	0.0593	46.4036	0.0000	0.0000	100.0000	0.0585	-18.8178	79.4739	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	177.6276	100.0000	100.0000	33.5447	0.0000	49.9242	116.6026	18.0394	46.9619	7.0597	0.0000	23.9825	0.0000	25.6062	99.6006	0.0000	100.0000	87.6157	0.3993	80.5066	0.0000	0.0000	100.0000	0.0000	56.9555	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	383.5735	96.6456	100.0000	72.4217	96.3475	18.9100	101.8021	387.6427	14.8337	142.4355	1.9552	3.5979	0.0000	58.1149	0.0000	1.3990	100.0000	0.0723	3.6524	87.2554	0.0000	0.0000	100.0000	0.0000	-4.9043	100.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	3808.0296	94.3867	100.0000	61.5553	96.5543	22.8358	121.0067	76.8219	5.3889	255.4629	1.0700	26.9993	0.0000	53.6208	3.1357	0.1686	95.6253	59.9760	0.3099	66.9443	4.3746	0.0000	100.0000	0.0000	-17.6792	81.8660	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	846.4480	99.7171	100.0000	23.3278	38.7946	9.0717	129.1889	13.9527	0.8063	17.6987	0.0973	8.4062	0.0000	75.2455	61.1946	0.0038	99.8183	37.4120	0.0000	24.1341	0.1816	0.0106	100.0000	0.0000	5.4541	83.6445	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	84.4103	66.3811	99.9661	2.2257	88.9677	78.0609	76.7176	284.7554	0.5551	169.8345	19.7575	6.5029	16.2121	0.3082	0.6703	11.8387	99.9070	55.3883	9.4349	3.3113	0.0929	0.0178	100.0000	0.0477	-7.3339	0.5711	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	72.8274	63.5276	100.0000	0.9853	86.2723	78.3453	66.5969	190.0416	0.1342	146.6603	20.4059	5.3757	10.3599	2.2544	0.2648	14.3128	99.9998	59.4642	13.1661	1.3433	0.0001	0.0000	100.0000	0.0000	-4.5123	0.0161	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	69.5740	90.7518	100.0000	0.7826	94.0116	78.9830	66.6751	177.6772	0.0000	188.7797	7.5340	8.6402	74.8315	0.0502	0.0151	1.7140	100.0000	100.0000	5.9732	0.7826	0.0000	0.0000	100.0000	0.0000	-4.0010	50.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	81.9547	61.3393	99.9999	4.2833	95.5652	80.0343	74.8960	394.1476	2.3444	316.6678	30.3134	7.3071	70.8914	-9.3977	2.5820	8.3470	100.0000	96.0191	1.8526	6.6277	0.0000	0.0000	100.0000	0.0000	-10.8286	20.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	87.0985	68.3048	99.9999	2.6974	85.9918	75.1987	76.8065	152.0739	0.9851	112.6655	17.0267	8.2680	14.8858	5.8852	1.2257	12.6062	100.0000	47.3310	12.0435	4.0129	0.0000	0.0000	100.0000	0.0000	-1.1352	0.0026	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	99.6559	74.9101	99.9684	3.6535	93.5964	72.0940	86.3138	192.6773	1.1718	205.9292	20.3866	10.6127	19.0000	2.7272	1.7872	3.3267	99.8672	76.7272	3.3878	5.1548	0.1318	0.0008	100.0000	0.0044	-4.0659	0.4522	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	80.8777	62.6347	99.9999	1.9770	89.3891	80.6549	74.8068	403.6458	0.8345	257.8686	24.6345	5.2982	25.1461	-3.7276	1.3243	11.0992	100.0000	66.6538	8.3506	3.2308	0.0000	0.0000	100.0000	0.0019	-11.1760	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	112.7894	79.3369	100.0000	5.6433	90.1036	69.3985	95.7597	72.1844	3.4015	61.4755	13.8135	14.3746	23.2586	16.4620	4.6992	6.8283	99.9788	81.8534	5.1970	9.0448	0.0211	0.0000	100.0000	0.0000	14.6783	1.0093	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	1498.6719	60.4973	100.0000	15.6222	84.2357	50.5922	423.4367	128.5864	1.3317	49385.9452	34.1299	11.1939	2.0571	-10.2225	8.6236	5.1277	99.7550	74.5044	1.1346	16.9539	0.2449	0.0000	100.0000	6.0060	-28.3260	13.6544	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	86.3467	55.7069	100.0000	16.3279	89.1016	68.1639	69.7050	57.1274	0.0000	85.5597	25.8017	19.6220	95.0204	12.4256	0.5190	18.4912	100.0000	98.6324	10.3792	16.3279	0.0000	0.0000	100.0000	0.0000	2.5659	40.0526	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	88.6146	68.2478	99.9997	2.4410	93.6664	77.4676	79.1091	290.8653	1.3200	166.3329	20.8862	7.9564	16.6660	2.9948	1.2723	9.7504	99.9168	59.6319	3.1500	4.3349	0.0831	0.0000	100.0000	0.0795	-1.3297	0.1626	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	78.1227	61.6542	100.0000	0.8935	90.7390	81.8386	72.6715	431.2179	0.4336	162.2332	23.5478	4.3412	2.9561	-4.3756	0.4487	12.6578	100.0000	51.3480	8.1290	1.5594	0.0000	0.0000	100.0000	0.0035	-8.2438	2.1888	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	74.6008	30.3794	86.8717	0.0000	78.4659	68.0986	51.2584	835.3566	0.0000	501.8760	51.1913	8.6947	0.0000	-82.9354	0.0000	5.3010	86.8717	0.0000	8.3594	0.0000	13.1282	0.0000	100.0000	0.0463	-25.2310	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	90.3320	85.7483	100.0000	0.0201	90.0982	74.9973	77.8202	66.9004	1.4302	78.8041	8.2278	9.8898	100.0000	9.5948	1.8287	3.9463	97.9225	100.0000	8.0448	1.4503	2.0774	0.0000	100.0000	0.0282	8.6608	12.1428	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	78.9772	66.5489	100.0000	2.5878	92.5596	81.7505	72.5210	1113.9563	1.1299	517.9972	23.8543	4.5025	41.4711	-17.1657	1.2743	9.5966	100.0000	73.5531	6.1660	3.7178	0.0000	0.0000	100.0000	0.0000	-24.1353	1.6764	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	79.9442	66.4814	99.9933	2.2668	88.7872	79.5176	73.5483	335.8162	0.4354	174.3888	17.7711	5.3302	13.8053	-1.4700	0.5060	14.5510	99.8267	57.8731	9.9055	3.2537	0.1732	0.0130	100.0000	0.0010	-8.8350	0.2920	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	88.2309	67.5183	99.9999	2.1026	84.7611	77.8734	81.2220	319.2853	0.0266	165.8679	16.6791	5.8412	4.2861	4.1433	0.0865	14.5943	99.9728	47.7556	14.7547	2.4475	0.0271	0.0000	100.0000	0.0000	-5.4797	0.0140	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	85.7817	64.4535	99.9998	2.2162	86.0013	76.9900	78.6255	242.2574	0.4221	182.5754	16.9906	6.3351	9.9919	2.3778	0.5734	17.7506	100.0000	48.0078	12.7826	2.9836	0.0000	0.0000	100.0000	0.0000	-10.6799	2.3589	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	78.0873	61.9877	100.0000	1.7519	84.6158	78.1694	71.5994	263.6681	0.6070	164.4418	21.1887	6.4515	11.7749	-1.6189	0.7385	15.5819	100.0000	46.0360	13.6897	2.9668	0.0000	0.0000	100.0000	0.0000	-8.2723	2.0017	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	84.6062	64.0156	99.9999	1.5656	89.9150	77.6250	78.3492	202.5501	0.4489	106.7173	20.6585	6.0565	11.2656	3.8090	0.6483	14.2778	100.0000	47.1247	8.8684	2.3182	0.0000	0.0000	100.0000	0.0000	1.2802	0.4297	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	83.9977	62.7323	100.0000	1.1251	85.0844	78.4333	76.5299	194.2143	0.6912	166.5158	22.3209	6.5533	14.2701	0.4621	0.7944	13.8706	100.0000	55.5598	13.3473	2.0822	0.0000	0.0000	100.0000	0.0000	-9.2247	1.4840	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	118.1792	81.5788	100.0000	13.9709	90.6126	65.0168	96.2444	264.8469	3.1952	55.0831	9.9995	17.6421	40.0894	17.5774	3.4997	8.4216	100.0000	73.2520	5.8876	17.1662	0.0000	0.0000	100.0000	0.0000	12.2095	0.7177	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	105.0113	75.3068	100.0000	4.7789	94.3408	73.1424	93.3968	198.5991	1.3207	131.9648	18.8830	9.9113	32.2068	9.7501	1.7174	5.4251	100.0000	82.2810	3.8056	6.8783	0.0000	0.0000	100.0000	0.0000	-0.2262	0.0405	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	104.9266	80.4160	99.9999	2.4735	93.5402	72.0120	92.0306	70.8808	1.0612	69.2747	11.1929	9.3390	9.1971	13.0097	1.2519	7.1501	99.0655	68.2573	3.7451	4.5195	0.9344	0.0194	100.0000	0.0076	6.5694	0.0039	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	86.8829	65.5700	99.9996	3.0367	86.1409	78.9811	78.4045	519.0770	0.4396	225.2631	19.1393	5.3146	19.7576	-0.1440	0.7914	13.1567	100.0000	67.1152	11.9845	3.7540	0.0000	0.0000	100.0000	0.0003	-8.4420	0.0618	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	37.5428	67.8936	100.0000	0.0000	55.9212	78.1107	34.7755	757.2454	0.0000	504.3267	29.5434	6.0061	0.0000	-77.7795	0.0000	2.5629	100.0000	0.0000	0.0000	0.0000	0.0000	44.0787	100.0000	0.0000	-39.3021	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	83.0646	63.9962	99.9997	1.8028	90.8844	81.0804	77.5709	554.4099	0.5242	231.3877	21.2388	4.3516	9.0487	-5.7378	0.6462	13.0188	100.0000	48.9319	7.7595	2.8941	0.0000	0.0000	100.0000	0.0000	-14.0538	5.3304	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	76.9999	64.7103	100.0000	0.6432	85.3517	79.3138	70.8340	202.3437	0.0616	125.5074	18.7392	5.9975	10.6645	2.1278	0.0702	15.7543	100.0000	57.3490	14.2731	0.7958	0.0000	0.0000	100.0000	0.0000	-2.6187	1.0575	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	85.1245	65.9177	100.0000	1.8839	88.9016	79.9832	78.4241	298.2372	0.5258	173.4305	19.0104	5.6736	16.3681	-1.5535	0.4816	13.7182	100.0000	56.3500	10.2340	2.7709	0.0000	0.0000	100.0000	0.0000	-9.5215	0.1706	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	80.0430	65.8975	100.0000	1.4844	94.5690	80.9455	74.7571	601.6132	0.3465	236.6667	21.9227	4.8713	43.0826	-5.1926	0.3519	10.4474	100.0000	44.4055	4.6237	2.7675	0.0000	0.0000	100.0000	0.0000	-12.3804	1.1473	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	91.2649	63.2904	100.0000	4.2018	86.7565	75.5329	82.2155	298.6224	1.3700	204.6064	19.2455	6.4056	21.6758	1.7635	1.4895	15.4942	100.0000	47.5770	10.8339	6.3683	0.0000	0.0000	100.0000	0.0000	-14.5153	3.7466	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	142.0528	73.4765	99.9999	12.9573	89.9826	55.7081	103.2591	2682.3346	6.9798	451.7998	21.5385	7.2883	39.9132	-28.8845	7.1586	4.9848	100.0000	82.0623	2.8586	19.9371	0.0000	0.0000	100.0000	0.0000	-13.3989	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	112.8928	76.0264	100.0000	12.5682	86.5494	70.1414	90.8652	120.3470	2.9112	142.9716	13.8666	13.3115	65.5218	11.2038	7.0195	10.1069	100.0000	85.8074	6.4311	15.4794	0.0000	0.0000	100.0000	0.0000	-0.7999	0.2632	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	99.7100	77.6998	99.9999	2.9098	86.2802	75.8737	88.8074	112.0417	2.4160	114.9191	13.4305	8.9763	11.2534	5.0459	1.6761	6.9584	98.5421	72.1465	9.4872	5.9566	1.4578	0.0000	100.0000	0.0000	0.2732	0.0396	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	63.0419	64.9127	100.0000	0.4420	87.8669	81.2877	57.7276	1115.3133	0.0415	253.4528	21.3645	5.3864	66.6664	-7.5776	0.1569	13.0915	100.0000	80.2918	11.5300	0.5848	0.0000	0.0000	100.0000	0.0000	-13.5349	0.4197	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	83.4413	75.1809	99.9998	4.6061	81.1104	73.5621	72.4003	251.0177	1.2477	180.4453	17.2402	8.6477	12.4170	2.9916	1.7574	4.6770	97.8086	52.4773	12.1738	6.8536	0.0037	0.2345	100.0000	0.0491	-5.1460	0.1864	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	92.6012	72.4716	99.9998	4.8090	93.9915	74.8030	82.6116	278.6609	1.5500	145.1139	17.6510	8.4202	23.2153	3.7048	0.4673	9.1585	99.8159	73.8421	4.2380	6.5189	0.0000	0.0000	100.0000	0.0000	-1.9789	2.3136	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	76.8910	60.7627	99.9999	1.6279	86.4622	82.6504	72.3973	601.1502	0.3344	254.6315	21.2199	3.5033	13.8263	-7.2662	0.1819	17.2481	100.0000	38.4060	13.1655	2.1568	0.0000	0.0000	100.0000	0.0000	-16.0283	1.8697	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	86.1325	67.8495	99.9997	2.3553	89.3341	77.6349	78.5629	353.6374	0.2346	130.7732	18.6049	6.0357	23.0469	2.0970	0.2512	11.7891	99.8034	60.7860	9.7361	2.9868	0.1965	0.0182	100.0000	0.0353	-0.8803	0.0150	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	82.8726	60.7432	100.0000	3.0186	86.6235	76.6564	72.8693	275.1155	1.0935	158.2553	22.9075	8.0099	28.9437	-0.6669	1.0420	14.8588	100.0000	58.8438	11.3518	5.0123	0.0000	0.0000	100.0000	0.0000	-8.2569	0.0041	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	87.8993	67.2714	100.0000	3.9186	93.3253	79.6625	80.7184	506.7346	0.6219	261.8120	26.5068	5.9827	63.3323	-2.5662	1.5005	6.2217	100.0000	61.7502	5.1741	4.5406	0.0000	0.0000	100.0000	0.0000	-9.5624	20.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	98.0931	80.5955	100.0000	2.6324	88.1578	75.4327	88.9580	97.9947	0.6141	77.8834	12.8429	8.2077	28.3445	9.8474	0.8234	5.6892	100.0000	64.5757	10.2469	3.6900	0.0000	0.0045	100.0000	0.0000	4.5539	0.4211	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	90.3232	50.5723	100.0000	4.8809	89.5053	68.6512	77.6285	259.3533	0.6250	239.8463	29.5588	8.4411	1.5037	-5.3578	0.9837	19.1495	99.2807	79.0381	9.3617	5.5060	0.7192	0.1365	100.0000	0.0124	-11.6441	49.1241	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	116.4430	82.4879	99.9999	8.2113	91.2196	66.5807	101.1802	198.6698	5.1153	51.2806	11.7099	10.9262	17.4594	14.7986	5.5014	5.7383	99.9362	61.7879	3.2788	13.3266	0.0637	0.0000	100.0000	0.0000	8.6421	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	77.0684	64.3559	100.0000	1.1185	94.2966	80.0246	71.7099	302.6807	0.0991	142.4527	19.2491	5.6336	35.9009	-5.7948	0.1580	14.9925	100.0000	65.6084	5.4537	1.3605	0.0000	0.0000	100.0000	0.0000	-6.2405	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	86.9271	66.1460	99.9992	3.3973	86.8204	77.5428	77.8128	225.7334	0.8476	233.6028	17.4985	6.0112	16.3074	-1.1570	0.8072	14.4245	99.1070	54.4089	11.4589	4.7621	0.8929	0.0792	100.0000	0.1173	-16.7518	1.5371	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	87.9050	67.1168	99.9999	2.9452	88.4389	77.2388	78.5119	169.7302	0.6578	112.2309	18.0802	7.7577	21.0905	4.6739	0.9889	12.8126	100.0000	65.5271	9.4767	4.0643	0.0000	0.0000	100.0000	0.0000	-0.7809	1.0626	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	71.3832	61.3772	99.9999	0.7476	90.3162	79.8659	64.8905	388.4789	0.1636	186.2101	26.2068	6.6311	13.1425	-6.4599	0.2848	11.3119	99.9978	71.4745	8.3031	1.2603	0.0021	0.0002	100.0000	0.0000	-9.1797	0.8400	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	604.1637	81.9559	99.9998	24.9856	91.4539	55.1228	86.7727	444.7984	5.4057	363.1767	12.1158	10.6555	7.6917	10.8368	4.4425	2.5611	99.9977	44.9180	1.8442	31.8500	0.0021	0.0000	100.0000	0.0000	-15.6013	14.4021	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	92.2387	82.5629	100.0000	3.8673	92.7304	80.6387	86.2171	96.8283	0.0000	95.0289	13.5500	7.3835	67.5752	5.1593	0.0018	3.8869	100.0000	99.0637	7.2676	3.8673	0.0000	0.0000	100.0000	0.0000	2.7659	20.2141	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	46.9083	36.3024	100.0000	0.0000	97.7187	91.1664	45.8813	853.7518	0.0000	1050.6032	35.3332	1.9107	0.0000	-18.0973	0.0000	28.3643	100.0000	0.0000	2.2812	0.0000	0.0000	0.0000	100.0000	0.0000	-19.9363	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	93.1324	74.4607	100.0000	2.8662	92.3429	76.9323	83.8365	313.6729	1.0120	152.9343	16.9515	6.3825	24.0105	2.7441	1.1709	8.0430	99.9324	67.7266	5.6844	4.0683	0.0675	0.0199	100.0000	0.1290	-4.3004	0.0712	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	86.7301	72.2067	99.9999	1.6792	95.7262	80.4349	80.8223	360.8301	1.2909	338.3936	20.6639	5.7413	42.2132	-6.2341	1.3656	6.2098	100.0000	87.7073	2.5208	3.3122	0.0000	0.0000	100.0000	0.0000	-11.9874	0.2254	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	82.4257	63.6048	100.0000	1.6749	92.9284	79.5881	76.6500	553.7890	0.1377	110.0189	22.5007	5.3334	18.8894	0.2820	0.0530	12.6359	100.0000	52.0980	6.9551	2.1292	0.0000	0.0000	100.0000	0.0000	0.4279	0.0505	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	93.8835	69.9884	99.9999	4.1995	89.6525	76.4034	84.6872	246.2989	0.8195	185.7401	18.1041	6.0338	15.1750	4.1048	0.9420	11.2322	100.0000	46.6818	8.5364	5.4443	0.0000	0.0000	100.0000	0.0000	-9.7960	0.0090	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	70.9076	61.5442	99.9999	1.9582	87.9443	79.7726	64.9268	243.4047	0.0072	176.1375	21.0446	5.9595	46.5601	-2.2346	0.1426	16.9813	100.0000	75.2111	11.6615	1.9905	0.0000	0.0000	100.0000	0.0000	-6.9449	0.0000	
