Reporting Period	Peer Group Description	Peer Group	UBPSE174	UBPSE212	UBPSE154	UBPSE193	UBPSE204	UBPSE221	UBPSE135	UBPSE141	UBPSE214	UBPSE156	UBPSE183	UBPSE157	UBPSL126	UBPSL129	UBPSE148	UBPSE142	UBPSE194	UBPSE211	UBPSE165	UBPSE168	UBPSE176	UBPSE182	UBPSE132	UBPSL128	UBPSE149	UBPSE027	UBPSE202	UBPSE137	UBPSE170	UBPSE208	UBPSE155	UBPSE163	UBPSE173	UBPSE134	UBPSL121	UBPSE192	UBPSE213	UBPSE169	UBPSL119	UBPSE144	UBPSE190	UBPSE209	UBPSE152	UBPSE166	UBPSE184	UBPSE164	UBPSE179	UBPS7316	UBPSL123	UBPSE200	UBPSE223	UBPSE216	UBPSE143	UBPSE145	UBPSE161	UBPSE139	UBPSE175	UBPSE185	UBPSE153	UBPSE220	UBPSL120	UBPSE198	UBPSE201	UBPSE136	UBPSE203	UBPSE146	UBPSE189	UBPSE215	UBPSE138	UBPSE186	UBPSE172	UBPSE162	UBPSE180	UBPSL125	UBPSE195	UBPSE210	UBPSL118	UBPSE147	UBPSE191	UBPSE167	UBPSE181	UBPSE151	UBPSL124	UBPSE133	UBPSE222	UBPSL127	UBPSL122	UBPSE196	UBPSE219	UBPSE187	UBPSE140	UBPSE217	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	0.0000	0.0000	-1.2850	162.2545	5971.5217	0.0000	0.0000	-1.9339	151.2918	0.0000	23.8596	2159.6278	0.0000	0.0000	-100.0000	-0.5852	0.0000	-20.0000	0.0000	21.5002	-6.7297	0.0000	-5.5283	-42.8571	-3.6453	-1.7382	0.0000	0.0000	-0.2364	0.0000	0.0000	20.0000	0.0000	-14.2608	61.9704	0.0000	0.0000	0.0000	222.2310	0.0000	0.0000	20.1847	18.4806	0.0000	0.0000	-20.0000	0.3719	16.8862	19.6854	14.1455	-18.0600	0.0000	0.0000	0.0000	0.0000	-1.8905	-0.5852	0.0000	14.7529	0.0000	66.5538	-10.6023	-5.0055	30.6875	0.0000	1253.5783	-2.2597	20.1059	0.0000	-1.8037	0.0000	26.3194	-35.4102	0.0000	0.0000	20.0000	-64.1555	0.0000	0.0000	124.2527	-6.4516	-3.8993	0.0000	-7.0795	-2.2597	0.0000	20.6420	-7.9962	0.0000	-4.5231	0.0000	-2.7868	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	0.0000	0.0000	-8.0769	56.1209	4.8387	0.0000	-34.3132	7.8256	-29.0509	0.0000	54.2898	15.8415	0.0000	40.0320	35.8042	26.1298	0.0000	0.0000	0.0000	-3.8554	12.8173	16.4074	9.6005	-4.5145	-1.6376	57.6825	0.0000	0.0000	1.3993	0.0000	0.0000	0.0000	0.0000	1.8348	10.2070	-0.5076	-100.0000	0.0000	-24.7748	0.0000	-14.4506	30.1746	-3.3335	0.0000	0.0000	0.0000	59.1176	27.1543	29.4892	17.5101	211.8300	0.0000	-6.3410	-2.6086	0.0000	7.9075	11.0529	106.0606	5.9230	-1.1746	-12.3291	-4.4709	4.0468	6.8644	-38.7755	37.3919	6.1407	30.1310	-2.6303	55.5559	60.6060	-3.4460	66.5778	0.0000	-7.0522	0.0000	-56.4375	0.0000	0.0000	-18.7100	18.0851	-4.0657	0.0000	-1.9539	-2.8917	0.0000	-3.3986	-0.9958	60.6060	8.9521	0.8511	6.2616	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	-2.2333	-13.3712	0.7702	15.6087	5.1526	-15.3929	-4.4960	0.4677	6.4544	1.9274	13.8895	3.0442	0.3818	-19.6651	-8.1560	0.4815	8.9628	-21.4662	-25.5204	0.8530	2.8888	1.5807	0.9063	-25.2901	-0.2611	6.5464	4.4982	-3.2972	-0.0512	12.6776	1.5677	-22.0099	-12.3177	-1.9071	0.7265	4.5306	-15.0673	-1.3363	21.8846	-0.5162	-5.0015	4.0260	0.7579	3.9355	0.8125	-0.1390	6.9929	4.0652	4.3925	4.2878	10.1919	-18.3269	-3.2515	0.2123	-3.4140	0.5183	-0.7245	-8.0916	0.5547	-26.6015	3.3954	6.1067	8.1150	0.0594	3.0772	21.4321	-1.1772	4.0745	-18.8751	6.4736	-0.8389	1.2430	8.1209	-9.5937	-0.5124	5.8708	31.8851	11.1838	-19.3868	4.7064	1.6544	0.0615	-1.5899	1.6164	-1.4032	-6.2108	1.0673	1.3670	3.8245	4.1938	1.6173	3.8587	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	-2.5487	20.7594	-6.3964	24.0226	-0.7204	-15.0345	-2.9344	-4.8831	22.6597	4.0113	6228.7536	-10.7429	-9.7137	0.0000	-1.1626	6.7322	0.0000	-10.2941	560.5814	-5.5442	-11.7276	-6.7189	4.1468	-100.0000	-3.7718	15.6561	19.2485	-4.5187	3.2028	191.3989	-2.6456	-100.0000	47.0930	-4.9424	27.0221	369.6883	25.4208	-0.3861	15164.0718	44.2103	-5.1803	14.6126	-4.0997	-13.6290	11.3329	0.0000	19.9109	14.4430	14.6283	14.1237	5.2021	-15.3005	-23.8696	25.9676	23.2638	-4.3923	6.1973	689.4450	0.6960	58.4415	4.4492	6.6416	8.1538	4.2649	5.5031	3.5211	33.1317	15.2166	15.7831	15.0855	4.9501	-5.1411	7.2698	32.5555	54.8130	-100.0000	5370.1716	0.0000	78.1576	-8.0901	15.9292	-0.4664	3.6157	2.0039	17.8050	-47.9624	-3.6771	-3.8543	15.4750	27.2660	1.0534	11.2350	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	16.6942	-3.6284	-4.6665	26.8258	19.4979	-38.4471	2.3456	-5.7397	13.0127	-2.2388	18709.7702	14.7598	0.0000	0.0000	-32.6640	-0.4518	0.0000	-10.2941	21.1249	-5.1036	-28.1658	0.0000	7.9624	0.0000	-3.6750	8.2134	23.9154	0.0000	1.5059	0.0000	13.2619	-100.0000	94.1860	-5.7120	22.4978	-45.7122	2.1559	0.0079	0.0000	0.0000	-100.0000	18.6171	-3.7327	-11.3833	0.0000	0.0000	25.3681	10.6985	9.6475	9.6579	-12.1813	-19.9680	-100.0000	-10.4167	0.0000	-5.5567	-4.2660	1333.5533	0.6862	116.8831	2.9119	32.7368	6.5180	0.3316	-0.0317	4.0304	-19.3815	10.3038	45.2221	6.8384	-0.2154	-5.1174	0.7839	27.8166	37.8848	-100.0000	-100.0000	0.0000	0.0000	-14.1290	8.2575	12.8757	6.3803	-0.2487	-2.3558	0.0000	-4.3564	-13.8450	27.5755	20.3142	0.5168	10.2394	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	-3.6643	0.0000	-43.5407	-100.0000	0.0000	0.0000	-7.2629	43.3738	0.0000	0.0000	-100.0000	0.0000	0.0000	-35.0027	-7.9328	0.0000	0.0000	-3.2584	-16.1916	5.9090	0.0000	0.0000	0.0000	29.8734	-1.2245	0.0000	0.0000	1.1259	0.0000	0.0000	0.0000	0.0000	-8.9191	-39.0366	-2.1814	0.0000	0.0000	0.0000	0.0000	0.0000	-7.9727	-13.6680	0.0000	0.0000	0.0000	0.0000	-4.1892	-4.6323	4.8664	17.5218	0.0000	0.0000	-2.0843	0.0000	-7.0509	-4.3896	0.0000	3.2525	0.0000	-58.4191	3.6354	0.0000	0.0000	0.0000	-63.6218	-22.3794	-5.5918	0.0000	-0.7649	-7.7419	-17.5081	13.8293	0.0000	-0.6532	0.0000	0.0000	0.0000	0.0000	2.8815	-3.4222	-5.4233	0.0000	2.7724	-10.9742	0.0000	-13.4009	87.9120	30.8924	17.1066	0.4863	3.2639	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	-6.5257	166.2984	-16.4620	-18.7177	40.3253	-6.1623	-8.2145	-4.5572	-21.0788	14.1799	3.4126	-0.5461	0.0000	0.0000	-17.6403	-6.7191	0.0000	0.0000	4434.0476	-5.6026	-6.3343	-6.7189	3.6256	-100.0000	-1.0478	-3.3106	5.8325	0.0000	1.3066	0.0000	4.2171	0.0000	0.0000	-4.8590	-15.2055	0.0000	-65.2777	0.0000	0.0000	0.0000	71.1790	-5.3946	-4.1045	-74.2268	0.0000	0.0000	38.9761	-2.8731	-5.4665	-0.8905	-4.9122	0.0000	0.0000	0.0000	0.0000	-4.5659	0.0000	0.0000	-0.9675	0.0000	-0.8320	9.9128	19.6020	-2.6763	10.2598	1.9523	-6.8522	-5.6842	0.0000	-2.7364	45.3488	-5.4356	75.8027	0.0000	-10.1869	0.0000	0.0000	0.0000	0.0000	-7.6024	-3.7231	-6.8527	0.0000	40.3846	0.0000	0.0000	-3.9708	31.1796	-6.0150	8.4806	-4.7158	7.9560	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	23.7926	54.5059	-6.7434	56.6809	-2.5626	48.9407	0.0000	-3.3676	39.8209	10.4374	-14.1045	-15.6576	-12.8151	0.0000	44.2132	21.2108	0.0000	0.0000	-40.4205	-3.2154	-3.2289	0.0000	-2.9629	0.0000	-10.7986	33.2509	54.7984	0.0000	5.6163	370.2975	-40.1291	0.0000	0.0000	-3.0049	65.6728	1162.0883	91.7517	0.0000	15164.0718	0.0000	-0.5652	23.2551	-1.9572	1.7906	0.0000	0.0000	-10.0686	28.8435	30.9471	26.5769	19.9459	0.0000	-10.8045	91.6196	45.0239	-2.3447	15.0855	45.3368	0.7814	0.0000	24.0158	-14.5425	3.9475	14.7891	11.9507	15.2017	117.9716	33.0781	-13.6558	32.7563	0.1382	-1.7905	-7.5842	37.2943	101.2554	0.0000	10840.3433	0.0000	0.0000	-5.4620	34.5680	-10.1310	0.8511	-6.1705	47.4573	-81.1818	-0.2871	-27.3505	10.6201	44.7758	3.0227	10.6626	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	-44.1562	-36.5508	-1.8619	-7.5193	0.5420	-41.0570	0.0000	-5.4647	15.6276	-6.8610	-22.2222	1.6384	-3.5110	0.0000	-6.3421	-1.5131	0.0000	0.0000	9.7835	-5.9156	-2.9994	0.0000	0.0000	0.0000	-12.4210	10.8956	-12.2191	-4.5187	4.3088	12.5004	-3.8404	0.0000	0.0000	-5.7201	-1.1966	-19.7516	10.1865	-1.5687	0.0000	44.2103	0.0000	6.6171	-4.5649	-8.2730	11.3329	0.0000	0.0000	7.7680	8.6323	6.4456	13.5554	-1.2979	0.0000	-7.8154	1.5037	-5.0927	21.5098	0.0000	-0.4999	0.0000	0.4814	-13.2671	20.0738	-12.5000	-2.9035	23.4733	-0.6794	5.1314	0.0000	11.0637	2.3640	-5.9769	11.0512	0.0000	57.2228	0.0000	0.0000	0.0000	78.1576	-5.9059	11.0649	-3.8331	0.0000	2.3106	18.1101	-14.7431	-4.5026	3.2923	-5.0438	13.9790	1.6582	28.7572	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	-2.1960	-11.9124	0.5750	17.4709	5.5230	-15.3050	-4.5842	0.4568	6.9692	2.1460	13.3905	3.2343	0.2581	-19.1716	-8.5663	0.6109	10.8924	-22.5857	-25.5343	0.9066	2.4836	1.5042	0.9493	-25.1588	-0.2425	6.6368	4.5701	-2.4637	-0.1337	4.6620	1.6865	-22.9668	-11.8379	-1.8046	1.0862	5.9044	-11.3124	-1.4111	21.3568	-0.4037	-5.1894	4.1543	0.7878	6.7412	-4.9517	-0.4376	7.1936	4.1611	4.4882	4.3488	9.3749	-16.8279	-3.2353	0.7603	-5.0131	0.4999	-0.6337	-6.4619	0.6022	-27.0658	3.6615	6.3912	7.8197	-0.1197	3.3419	22.3809	-1.0082	4.2106	-16.5766	6.5590	-0.7310	1.2922	7.9565	-1.5991	-0.7488	8.2818	31.8993	12.9549	-17.8125	5.4950	1.4436	-0.1577	-0.9934	1.6132	-1.4048	-6.0627	1.1241	1.4783	4.1585	4.2258	1.7243	3.8380	
