Reporting Period	Peer Group Description	Peer Group	UBPSE927	UBPSE899	UBPSE957	UBPSE965	UBPSE977	UBPSE999	UBPSD029	UBPSE916	UBPSE971	UBPSD011	UBPSD026	UBPSE923	UBPSE945	UBPSE905	UBPSE933	UBPSE919	UBPSD002	UBPSD024	UBPSE928	UBPSE954	UBPSE964	UBPSD012	UBPSE984	UBPSE972	UBPSE952	UBPSE932	UBPSE902	UBPSE911	UBPSE943	UBPSE967	UBPSE987	UBPSD025	UBPSE959	UBPSE918	UBPSE953	UBPSD015	UBPSE925	UBPSE903	UBPSE906	UBPSE948	UBPSE956	UBPSE998	UBPSD022	UBPSE966	UBPSE996	UBPSE909	UBPSE930	UBPSE962	UBPSE970	UBPSD010	UBPSE946	UBPSE900	UBPSE913	UBPSE949	UBPSD018	UBPSD001	UBPSE929	UBPSE985	UBPSD023	UBPSD027	UBPSD007	UBPSE920	UBPSE995	UBPSE969	UBPSD013	UBPSE951	UBPSE975	UBPSE931	UBPSE910	UBPSE912	UBPSD017	UBPSE934	UBPSE944	UBPSD006	UBPSE898	UBPSE958	UBPSE976	UBPSE993	UBPSE896	UBPSE907	UBPSE922	UBPSE982	UBPSE915	UBPSD016	UBPSE897	UBPSE955	UBPSE963	UBPSE997	UBPSD009	UBPSE921	UBPSE983	UBPSE908	UBPSE973	UBPSE961	UBPSE901	UBPSE947	UBPSE914	UBPSE926	UBPSE986	UBPSE968	UBPSE974	UBPSD008	UBPSD028	UBPSD030	UBPSE917	UBPSE980	UBPSE924	UBPSD014	UBPSE960	UBPSE950	UBPSE904	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	28.7439	0.0000	0.0000	-20.0000	0.0000	87.6589	19.5261	0.0000	0.0810	18.7726	4.1722	0.0000	0.0000	0.0000	5.4806	0.0000	1.1730	100.0000	-2.7051	0.2415	3.4784	0.7508	35.0877	0.0276	0.0132	8.3333	0.0000	0.0000	0.0000	0.1742	32.2763	0.6504	0.0000	0.0000	-50.0000	15.8536	1.5700	0.0000	0.0000	0.0000	2267.4900	22.1687	2.0255	50.0000	94.0534	0.0000	-9.7065	6.5013	2.0108	50.0000	0.0000	0.0000	0.0562	0.0000	7.2146	30.9830	29.7708	-7.6461	59.5355	66.4519	50.0000	0.0000	3.1097	1.8720	1.6759	0.0000	0.0000	31.9080	0.0000	-33.3333	94.5117	16.7483	0.0000	-4.0735	0.0000	0.1207	0.0000	0.6298	0.0000	0.0000	0.0000	4.1666	0.0000	7.1991	0.0000	552.9411	50.0000	28.7864	4.1194	0.0000	0.5000	0.0000	0.0000	0.2189	0.0000	0.0000	0.0000	133.3333	21.8990	13.2131	0.0000	18.3981	100.0000	100.0000	0.0000	0.0152	0.0000	95.3296	50.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.2840	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	28.7284	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	0.8166	0.0000	0.0000	0.2227	0.0000	94.7632	12.5808	0.0000	0.0000	9.9170	10.2010	0.0000	0.0000	0.0000	15.5593	0.0000	0.6801	100.0000	10.4651	49.5948	0.0044	0.5261	0.0000	0.1306	0.3974	-0.0269	0.0000	0.0000	0.0000	49.2057	0.0000	1.3110	0.0000	0.0000	15.7945	28.2185	0.0000	0.0000	0.0000	0.1533	45.6313	5.3869	2.7773	6.2500	95.7142	0.0000	20.2127	0.0000	58.2718	72.6059	0.0000	0.0000	4.4465	0.0000	11.9417	17.6475	17.2413	0.0000	46.8558	35.9675	80.3030	0.0000	8.8082	1.5554	-9.7307	0.0180	0.0000	10.2540	0.0000	64.2857	49.6359	51.3081	-100.0000	3.1250	0.0000	0.0000	0.0000	0.6426	0.0000	0.0000	0.0000	0.0000	0.0000	4.8223	0.0000	59.8794	0.0000	16.1042	6.0631	0.0000	0.0000	0.0000	0.0000	0.1063	0.0000	50.0000	0.0000	0.0000	0.0000	12.5637	0.0000	5.0613	100.0000	100.0000	0.0000	0.0000	0.0000	49.5626	0.0000	83.4710	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	2.4877	0.0000	-100.0000	0.0000	0.0000	100.0000	-46.2302	0.0000	0.0000	53.1425	4.5005	0.0000	0.0000	0.0000	7.5009	0.0000	0.8507	100.0000	-39.9235	2.9777	0.0000	0.8485	0.0000	0.6063	0.0410	0.5050	0.0000	0.0000	0.0000	0.1626	0.0000	0.7358	-100.0000	0.0000	8.2191	18.0487	0.0000	0.0000	0.0000	0.0000	11.6980	-1.0964	-0.3241	100.0000	100.0000	0.0000	52.0522	0.0000	0.1372	80.1229	0.0000	0.0000	0.1130	0.0000	6.5045	36.8440	23.7090	0.0000	95.6910	88.2124	91.7874	0.0000	1.4124	100.0000	-7.8838	0.0000	0.0000	61.4398	0.0000	0.0000	100.0000	2.4498	0.0000	0.9756	0.0000	0.0000	0.0000	0.4734	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2796	0.0000	-23.2954	0.0000	29.1869	7.2750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	73.6842	0.0000	10.4969	0.0000	50.4878	100.0000	100.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	0.2163	0.0000	13.8845	-8.5397	0.0000	100.0000	2.8208	0.0000	0.2753	4.2629	-7.0584	0.0000	0.0000	0.0000	6.1602	0.0000	0.7094	100.0000	-1.5831	34.5358	41.9865	0.4572	0.3663	0.1958	0.2137	-0.6437	0.0000	0.0000	0.0000	5.2688	0.5821	0.8924	1.7509	0.0000	22.7035	20.5657	0.0145	0.0000	0.0000	0.0000	-13.0187	-25.9267	0.2947	14.2633	100.0000	0.0000	25.2143	12.0827	25.3463	70.9687	0.0000	0.0000	10.3720	0.0000	4.8135	19.6214	29.1380	9.1296	66.6892	44.7104	74.8652	0.0000	1.4022	18.9751	-2.2332	0.0000	0.0000	5.9398	0.0000	28.6923	63.6665	23.1402	0.0000	37.4285	0.0000	8.3195	0.0000	0.7606	0.0000	0.0000	0.0000	0.0000	0.0000	8.4902	0.0000	-4.3609	64.1280	28.7996	12.5843	0.0000	0.0000	0.0000	0.0000	11.5603	0.0000	0.0000	0.0000	0.0000	0.0000	17.4824	0.0000	29.5015	100.0000	100.0000	0.0000	0.0423	-3.1250	64.3389	56.8100	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-9.0909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.7524	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	0.0000	0.0000	-34.4537	0.0000	0.0000	93.8486	101.1439	0.0000	0.3219	21.4529	6.0393	0.0000	0.0000	0.0000	19.4780	0.0000	0.6328	100.0000	9.7315	2.4231	11.7072	0.5387	0.0000	0.4091	0.0261	30.6250	0.0000	0.0000	0.0000	5.3211	0.0000	0.5184	0.0000	0.0000	-74.7572	39.5412	0.0000	0.0000	0.0000	0.0917	1.7881	3.3303	3.3175	70.6896	94.4983	0.0000	37.7450	-1.5830	16.2954	100.0000	0.0000	0.0000	12.8611	0.1333	18.7446	30.6572	30.4753	0.0000	94.3119	81.2330	100.0000	0.0000	6.1855	32.1161	7.2139	0.0907	0.0000	26.1882	0.0000	-10.3896	91.3642	26.7074	-100.0000	-4.0955	0.0000	7.2693	0.0000	0.5153	0.0000	0.0000	0.0000	0.0000	0.0000	17.4733	0.0000	-2.4590	64.8957	28.3486	5.4399	0.0000	0.0000	0.0000	0.0000	0.6422	0.0000	0.0000	0.0000	0.0000	0.0000	6.4692	0.0000	25.7798	100.0000	100.0000	0.0000	0.0000	0.0000	93.9675	85.7142	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	5.9360	0.0000	0.0000	0.0000	0.0000	100.0000	-9.5474	0.0000	0.0000	11.2269	12.5761	0.0000	0.0000	0.0000	33.4296	0.0000	0.9358	100.0000	16.0582	0.4364	0.0000	0.8480	0.0000	0.0000	0.0670	25.9856	0.0000	0.0000	0.0000	0.0000	0.0000	0.9840	0.0000	0.0000	29.7202	42.1259	0.0000	0.0000	0.0000	0.0000	16.6255	10.7468	7.2112	0.0000	100.0000	0.0000	-11.1218	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	37.8501	50.9228	49.5915	0.0000	100.0000	100.0000	100.0000	0.0000	6.8746	0.0000	14.8172	0.0000	0.0000	10.6166	0.0000	0.0000	100.0000	18.3161	0.0000	-7.5904	0.0000	0.0000	0.0000	0.9536	0.0000	0.0000	0.0000	0.0000	0.0000	19.3532	0.0000	12.5000	0.0000	41.5539	0.5931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.7624	0.0000	0.0000	0.0000	16.3201	100.0000	100.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.9611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.5572	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	0.0000	0.0000	0.0000	100.0000	0.0000	100.0000	16.7630	0.0000	0.0000	33.4807	6.1937	0.0000	0.0000	0.0000	6.4356	0.0000	1.1029	100.0000	6.4220	13.1188	0.0000	0.8131	0.0000	1.0652	0.4137	4.0000	0.0000	0.0000	0.0000	0.5988	0.0000	0.9265	0.0000	0.0000	135.5555	22.4550	0.0000	0.0000	0.0000	0.0000	46.1738	3.6975	-0.8902	100.0000	100.0000	0.0000	12.5874	0.0000	0.8612	100.0000	0.0000	0.0000	0.9900	0.0000	7.3336	41.2794	28.7128	0.0000	100.0000	100.0000	100.0000	0.0000	-4.0000	100.0000	0.0000	0.0000	0.0000	39.8514	0.0000	14.2857	100.0000	31.3908	0.0000	-0.6802	0.0000	0.0000	0.0000	0.6445	0.0000	0.0000	0.0000	0.0000	0.0000	12.6078	0.0000	22.1153	0.0000	28.7425	6.7350	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.9446	0.0000	43.7125	100.0000	100.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	8.2992	0.0000	22.2137	10.8816	0.0000	87.4565	487.0941	0.0000	1.0047	1.2198	697.8229	0.0000	0.0000	0.0000	28.3860	0.0000	1.0043	100.0000	1000.0813	0.1362	0.2147	0.8891	0.1084	0.8602	8.6425	21.6816	0.0000	0.0000	0.0000	0.3183	0.0021	0.8063	20.0787	0.0000	70.3703	43.6736	0.0376	0.0000	0.0000	0.0000	8.4564	1727.1123	746.4307	100.0000	94.8321	0.0000	5.8415	28.4430	0.8207	99.6936	0.0000	0.0000	0.9823	0.0000	31.3871	65.8770	59.5801	-62.0147	66.9342	80.1675	98.6899	0.0000	2290.3530	100.0000	13.8381	0.0000	0.0000	1.7342	0.0000	28.4693	85.4141	99.2039	0.0000	0.1094	0.0000	0.2585	0.0000	0.8024	0.0000	0.0000	0.0000	-49.5242	0.0000	14.0906	0.0000	20.0000	100.0000	54.5004	3.7730	0.0000	0.0000	0.0000	0.0000	0.0570	0.0000	0.0000	0.0000	-74.3801	0.0000	14.8087	0.0000	1.1448	100.0000	100.0000	0.0000	14.7798	16.5289	65.5463	100.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	92.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.5082	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	7.2456	22.1750	-0.1873	-13.6451	0.0000	83.0177	9.9206	0.0000	0.3603	43.2002	7.0621	0.0000	3.7983	1.1729	4.4221	24.1414	0.5388	100.0000	17.1836	2.6954	2.3020	0.4898	0.4798	0.3663	0.1086	10.9295	0.7179	29.5576	9071.2197	1.6887	1.4461	0.4713	-6.7836	-2.3086	-2.6842	13.5933	0.3736	4.7401	-13.7606	5.3885	-0.2725	12.4258	1.5535	44.8773	87.3473	26.8651	10.5123	-3.9811	5.9465	73.8112	-11.4224	71.5565	2.8043	-37.4575	5.2866	12.6867	12.6300	1005.8757	67.6017	57.5538	83.8026	0.0000	1.0419	51.3984	4.0913	2.7148	0.0000	39.9500	94.2904	-6.9267	55.6733	84.6080	13.0459	1.2264	-14.7190	1.3686	0.0000	0.6292	-8.4298	9.9199	0.0000	-5.9588	50.8585	14.2295	100.0000	-8.7509	31.3491	13.1370	6.9579	0.0000	58.1644	31.8948	0.0000	1.0996	5.5691	10.5866	9.0270	-1.9245	63.0313	-7.4040	0.0000	45.4146	100.0000	100.0000	0.0000	6.6113	3471.1333	62.5271	34.2947	9.2711	8.0515	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	7.2456	22.1750	-0.1873	-13.6451	0.0000	83.0177	9.9206	0.0000	0.3603	43.2002	7.0621	0.0000	3.7983	1.1729	4.4221	24.1414	0.5388	100.0000	17.1836	2.6954	2.3020	0.4898	0.4798	0.3663	0.1086	10.9295	0.7179	29.5576	9071.2197	1.6887	1.4461	0.4713	-6.7836	-2.3086	-2.6842	13.5933	0.3736	4.7401	-13.7606	5.3885	-0.2725	12.4258	1.5535	44.8773	87.3473	26.8651	10.5123	-3.9811	5.9465	73.8112	-11.4224	71.5565	2.8043	-37.4575	5.2866	12.6867	12.6300	1005.8757	67.6017	57.5538	83.8026	0.0000	1.0419	51.3984	4.0913	2.7148	0.0000	39.9500	94.2904	-6.9267	55.6733	84.6080	13.0459	1.2264	-14.7190	1.3686	0.0000	0.6292	-8.4298	9.9199	0.0000	-5.9588	50.8585	14.2295	100.0000	-8.7509	31.3491	13.1370	6.9579	0.0000	58.1644	31.8948	0.0000	1.0996	5.5691	10.5866	9.0270	-1.9245	63.0313	-7.4040	0.0000	45.4146	100.0000	100.0000	0.0000	6.6113	3471.1333	62.5271	34.2947	9.2711	8.0515	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	55.3418	36.6916	-8.6114	-49.6636	0.0000	98.0843	-2.4325	0.0000	0.7233	49.9300	-0.7498	0.0000	12.3849	6.5214	0.4680	0.0000	0.7662	100.0000	-3.1335	7.2689	8.9869	0.2969	3.3390	0.0252	0.0083	-30.4149	0.0000	14.7254	0.5116	10.4353	1.8434	3.6020	-29.7150	0.0000	10.0902	0.8782	1.5084	0.0000	-37.5388	24.4840	-16.8908	5.6629	-1.2505	100.0000	98.3263	9.3327	10.5085	-38.6464	13.3598	65.9525	-0.6926	16.8948	2.3483	-14.3096	0.4355	1.7975	0.7980	-16.7894	54.0398	51.2056	71.3737	0.0000	89.1803	100.0000	-33.4575	23.2123	0.0000	15.5354	22.6312	-44.9465	100.0000	80.6298	8.9759	-6.0955	7.6610	4.0528	0.0000	0.3968	-42.8074	0.4637	0.0000	-0.4618	0.0000	-27.5827	100.0000	-24.0921	100.0000	0.9903	1.1692	0.0000	100.0000	19.9262	0.0000	8.2078	32.2649	0.0000	0.0000	1.3979	100.0000	-40.4337	0.0000	49.4981	100.0000	100.0000	0.0000	0.1176	41.9528	100.0000	100.0000	0.0000	16.8635	
