Reporting Period	Peer Group Description	Peer Group	UBPSE188	UBPSE247	UBPSE256	UBPSE199	UBPSE269	UBPSE272	UBPSE263	UBPSE257	UBPSE248	UBPSE251	UBPSE242	UBPSE277	UBPSE237	UBPSE171	UBPSE266	UBPSE232	UBPSE250	UBPSE260	UBPSE245	UBPSE258	UBPSE238	UBPSE259	UBPSE246	UBPSE240	UBPSE253	UBPSE268	UBPSE270	UBPSE273	UBPSE235	UBPSE275	UBPSE225	UBPSE252	UBPSE243	UBPSE218	UBPSE276	UBPSE265	UBPSE236	UBPSE178	UBPSE230	UBPSE233	UBPSE244	UBPSE239	UBPSE262	UBPSE234	UBPSE254	UBPSE249	UBPSE241	UBPSE274	UBPSE261	UBPSE267	UBPSE231	UBPSE255	UBPSE271	UBPSE264	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	2.4874	3.8423	-0.5941	33.4471	0.1850	0.3090	0.0871	-3.0800	28.1448	5.1175	10.0523	12.2326	0.0005	-1.2826	5.5425	0.6941	8.4535	-4.9806	5.1207	32.8125	-10.3039	10.3309	9.4785	-1.7955	7.4058	0.0002	0.0097	0.0292	-28.8743	0.1188	1.4006	16.7953	-0.9322	0.7154	0.1554	0.0023	5.1908	24.0151	2.9051	-5.5862	-12.6645	-8.6273	1.1845	8.4680	-10.3958	4.2494	-2.2333	0.1137	10.5755	10.3125	2.2787	-5.6230	0.0032	2.2821	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	-61.9724	9.1889	-100.0000	-59.6151	0.0012	0.0000	363.0768	-100.0000	-2.9800	0.0000	0.0000	369.9134	0.0000	12.2078	6.6789	-8.6556	-16.7239	0.0000	1.9701	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000	0.0007	6.4580	0.0000	0.1497	0.0000	0.0057	12.9854	79.8127	0.0000	-26.4914	0.0000	0.0000	0.0000	-16.7696	0.0000	-30.7408	0.0000	0.0000	7.6003	369.9121	2.0233	0.0000	0.0000	0.1505	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	-23.9449	7.8126	-100.0000	1.1544	0.0018	0.0000	429.2318	-100.0000	1.1544	0.0000	0.0000	429.2612	0.0000	0.0000	0.0256	-23.9449	-17.2277	0.0000	2.5601	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0018	0.0000	0.0000	0.0000	0.0018	20.8456	0.0000	0.0000	0.0000	0.0000	36.9010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-38.6360	0.0000	0.0000	0.0000	0.0000	7.8174	429.2593	2.6150	0.0000	0.0000	0.0018	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	-0.8342	0.0000	0.0000	0.0000	0.0000	400.3987	0.0000	0.0000	0.0000	0.0000	400.3987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7753	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8342	400.3987	1.7753	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	-100.0000	1.7949	0.0000	-100.0000	0.0067	0.0000	377.3338	0.0000	69.9053	0.0000	0.0000	379.4033	0.0000	12.2078	0.4151	6.6335	-11.5742	0.0000	-0.2586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.5580	0.0000	1.6476	0.0000	0.0000	36.4046	79.8127	0.0000	0.0000	0.0000	0.0000	0.0000	-18.6910	0.0000	0.0000	0.0000	0.0000	1.9555	379.3966	-0.2619	0.0000	0.0000	1.6476	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	0.0000	15.2103	-100.0000	-80.0000	0.0000	0.0000	322.1663	-100.0000	-80.0000	0.0000	0.0000	340.4203	0.0000	0.0000	18.2377	0.0000	-18.1045	0.0000	4.2291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	-14.9795	0.0000	0.0000	0.0000	0.0158	-10.7646	0.0000	0.0000	-26.4914	0.0000	0.0000	0.0000	-1.5515	0.0000	-30.7408	0.0000	0.0000	10.7968	340.4203	4.3212	0.0000	0.0000	0.0003	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	0.0000	8.0257	0.0000	0.0000	0.0000	0.0000	210.5192	0.0000	0.0000	0.0000	0.0000	210.5192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-7.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0257	210.5192	-7.0022	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	2.4794	3.6520	-1.4340	34.2465	0.2093	0.2803	0.0970	-2.3768	29.3334	5.8486	11.1342	12.6091	0.1307	-0.4494	6.0393	1.0759	8.4135	-2.2470	5.3285	42.7305	-4.1019	7.9538	10.1468	-2.1361	7.9861	0.0002	0.0129	0.0306	-38.4991	0.1346	1.4567	17.6710	0.0180	0.7157	0.1898	0.0031	5.2027	25.4525	2.9567	-5.8294	-12.1521	-8.0858	1.0706	8.0785	-9.7121	5.6309	-1.9249	0.1309	10.7374	10.6579	2.3016	-5.8733	0.0040	2.3363	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	16.6223	4.7397	10.9365	71.0433	0.2376	0.0000	0.1468	17.4774	56.7533	-100.0000	87.6592	9.1778	1.5758	30.4701	4.4271	12.6793	8.2165	151.1073	6.0410	-4.6632	3.6753	46.1151	10.4034	2.2065	2.1078	0.0000	0.0103	0.0191	-100.0000	0.0236	1.4249	31.0554	9.6243	0.8865	0.0142	0.0054	6.0377	64.2447	3.6579	26.2128	-19.2334	1.4484	1.1724	4.3130	14.9203	607.9032	-7.3333	0.0000	15.5753	8.7206	4.2055	78.4086	0.0034	2.4383	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	-12.2055	-2.7152	119.7718	-7.0869	0.2065	0.0272	0.4544	0.0000	-7.4567	0.0000	0.0000	11.3127	3.0263	5.7290	6.0322	-7.7339	-14.6914	0.0000	-4.5307	0.0000	0.0000	0.0000	14.3192	-0.5163	-4.3655	0.0000	0.0000	0.0000	0.0000	0.0000	2.2270	10.6873	0.0000	1.0202	0.0000	0.0000	-0.1174	-2.8455	0.7678	0.0000	0.0000	0.0000	1.3450	-4.2205	0.0000	0.0000	0.0000	0.0000	-5.7495	11.0789	-1.9759	0.0000	0.0000	3.2472	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	29.0841	25.0966	-16.4910	24.6041	0.1767	49.9904	0.2565	2.4908	153.3490	0.0000	0.0000	65.1337	5.3988	40.2102	6.1870	37.9085	92.2943	-25.8818	18.0662	0.0000	2.0969	0.0000	15.3950	-2.4215	153.7371	0.0000	0.0708	1.7538	0.0000	0.0000	3.4619	448.2101	0.0000	2.4577	0.5314	0.1276	-0.5695	147.5236	4.3858	58.5164	-18.8011	-7.4677	1.8781	19.5268	31.0226	29.4756	-38.6177	0.0000	30.6408	14.3691	6.8905	1201.6176	0.0658	5.9196	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	8.7773	11.4594	7.2277	88.6008	0.1391	0.0809	0.1996	6.7298	32.8657	0.0000	0.0000	11.8370	1.4896	8.0428	5.6166	7.6576	9.3549	39.7416	18.7171	0.0000	-50.0000	0.0000	21.8567	-0.2046	11.5176	0.0000	0.0173	0.0010	0.0000	0.0000	1.5995	15.9721	0.0000	0.9811	1.0306	0.0003	15.8813	49.1791	-0.0307	4.4807	-4.6477	4.2965	0.2815	27.3750	15.8268	102.5270	13.9933	0.0000	16.8668	9.8472	4.7132	570.8993	0.0003	2.7125	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	-0.1172	22.1124	20.8471	35.6570	0.2874	0.0136	0.0297	1377.0512	27.7035	0.0000	277.3842	14.7237	-0.8743	2.7478	6.6620	1.6836	11.9048	-8.8987	3.7341	245.5516	-5.1706	129.8579	7.7314	-15.5271	21.8107	0.0000	0.0158	0.0060	0.0000	0.0004	2.3141	17.6670	4.6420	0.8302	0.5127	0.1086	2.3504	15.9758	4.2618	2.2528	2.5940	-8.0847	1.2202	2.7503	28.8071	-19.2984	314.3878	0.0017	16.4454	12.6872	3.7032	36.2929	0.0177	3.2893	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	4.9655	-4.1533	4.0348	71.4308	0.2021	0.5625	0.1104	-15.7081	54.1567	0.0000	0.0000	14.7634	-2.7595	1.7023	6.5929	1.2500	8.5620	-1.1432	5.9282	0.0000	0.0000	0.0000	23.5513	-2.4100	16.6464	0.0000	0.0000	0.1976	0.0000	0.0000	1.6165	47.0591	0.0000	1.5536	0.3185	0.0063	9.6991	68.8150	3.1017	3.7840	-19.4617	4.7317	1.4586	5.0473	0.0000	20.7282	-3.0790	0.0000	19.4080	12.3737	-4.4783	15.4548	0.0090	3.3248	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	3.2344	-2.0483	209.7616	90.1484	0.1732	3.6016	0.0271	-42.6441	57.7757	0.0000	-19.3342	16.2098	-5.8734	129.0176	6.1226	0.5805	17.4909	52.6272	-8.1227	20.0675	1.4840	36.9979	-1.1193	-13.2616	-1.5241	0.0000	0.0298	0.0112	0.0000	0.1531	1.6170	9.4868	1.1311	0.7051	0.2064	0.0106	-6.1830	33.5945	-3.9958	46.5707	66.3082	6.3064	3.6297	-4.9660	-7.8033	1004.2790	-11.7527	0.1189	24.0363	12.1122	2.9789	10.6734	0.0201	2.3221	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	2.0668	8.0267	5.1089	-6.2137	0.7918	0.6540	17.5555	204.7869	6.1896	0.0000	28.9543	32.5003	13.0825	21.1610	7.4573	7.9283	17.7802	-11.1699	0.5854	6.9636	0.5788	-37.6841	109.6952	-5.8148	-15.9986	0.0000	0.1083	0.1393	0.0000	0.0946	2.0426	32.0289	-0.9799	1.0125	0.2623	0.2407	33.6465	50.5332	-3.2685	7.0991	-1.9638	-10.8737	2.3508	-4.8781	-9.2448	6.5970	-0.9928	0.1182	4.0509	30.6597	3.5717	3.4792	0.0045	3.0552	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	34.4698	-3.3132	-20.0941	135.6652	0.3002	0.1235	0.3330	0.0000	200.2864	0.0000	0.0000	9.6785	-2.0617	0.6125	3.2095	5.7897	105.7645	0.0000	15.2089	0.0000	0.0000	0.0000	478.9023	-5.3903	47.8341	0.0000	0.0000	0.0000	0.0000	0.0000	3.1090	43.5741	0.0000	1.3086	0.0000	0.0000	28.0562	24.7204	15.0841	0.0000	0.0000	0.0000	1.2945	46.6229	0.0000	0.0000	0.0000	0.0000	27.8827	9.2548	-1.3008	0.0000	0.0000	4.4177	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	4.4859	15.6729	20.6707	41.2328	0.1733	0.0000	0.0781	-96.0000	37.5319	0.0000	0.0000	11.0573	0.0127	7.7296	4.1751	3.5721	16.7812	125.0000	3.2529	0.0000	0.0000	0.0000	7.0816	-20.0034	8.6824	0.0000	0.0009	0.0000	0.0000	0.0000	2.4586	20.0992	0.0000	1.0670	0.0857	0.0020	1.2171	49.3815	1.6540	-7.6047	60.0000	-18.6946	1.3901	7.9709	0.0000	-9.1097	-62.3529	0.0060	18.0005	10.2756	3.1561	14.8315	0.0014	3.8550	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	4.2902	7.8460	11.9876	45.8601	0.1851	0.0000	0.1181	-16.5214	31.9541	0.0000	-17.5117	9.2515	2.4514	8.9397	3.4760	4.8918	12.6851	-4.1901	8.4526	-20.9307	-12.8314	6.4285	12.3789	46.2011	6.1418	0.0000	0.0536	0.0062	0.0000	0.0000	1.6999	34.1089	1.1751	1.3803	0.0012	0.0002	8.6323	37.1476	3.4700	-6.3668	-7.9334	58.2364	1.0023	14.0151	-14.0079	824.5519	71.0730	0.0000	16.4587	8.7687	5.6363	1.0275	0.0027	3.2747	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	-10.1491	-49.8158	0.0000	34.0978	1.4159	0.0000	0.6083	0.0000	33.7032	0.0000	0.0000	6.3229	0.8774	11.5219	1.2472	-11.5224	-22.9370	0.0000	27.8432	0.0000	0.0000	0.0000	6.3712	0.0000	-47.0089	0.0000	0.0000	0.0000	0.0000	0.0000	1.3054	0.0000	0.0000	0.1087	0.0000	1.5404	0.0000	20.2899	157.9974	2.9950	0.0000	-38.6774	0.0558	145.3682	0.0000	5.3774	0.0000	0.0000	-24.2430	4.8661	0.9192	-72.1834	0.0409	1.4141	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	15.4834	0.7192	-13.4679	67.1355	0.2489	0.1562	1.1475	-13.4679	18.7656	0.0000	69.7938	15.1812	-2.3876	-31.4342	5.9769	-3.9889	-27.5661	0.0000	0.7001	0.0000	-3.5857	0.0000	3.4115	-0.9894	5.3708	0.0000	0.0312	0.2187	0.0000	0.0006	1.0249	100.2865	33.6585	0.2741	0.0000	0.0945	-10.3566	-30.8964	0.8459	17.1224	0.0000	2.9162	6.2041	-2.9772	8.3055	0.1508	-0.9894	0.0027	1.5353	14.7222	0.9721	-6.1530	0.0514	1.2990	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	100.0968	-21.5829	0.0000	867.0629	0.2171	0.0000	0.3359	0.0000	180.6136	0.0000	0.0000	20.4270	-3.9357	-13.0537	11.7129	23.0510	22.8422	47742.3002	8.0510	0.0000	0.0000	0.0000	12.2844	0.0000	22.3051	0.0000	0.0000	0.0000	0.0000	0.0000	2.8618	154.3382	0.0000	1.3440	0.7377	0.1116	7.6223	1.0493	2.8618	215.2407	22.8450	-58.3333	3.0876	11.2052	0.0000	144.7795	0.0000	0.0000	25.5423	19.4540	2.5345	-76.3085	0.0180	4.2058	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	5.0839	-5.9718	-6.0336	50.9568	0.1983	0.4805	0.0537	-9.3173	48.9199	0.0000	5.1805	11.8303	6.4044	-2.4834	6.3324	0.4061	6.1205	-1.2538	8.1059	315.4541	-17.0353	-7.5578	7.4862	-2.8215	12.1209	0.0000	0.0011	0.0193	0.0000	0.0054	0.9313	21.6249	0.5477	0.2935	0.2152	0.0005	7.0901	43.5628	3.6781	-13.1332	-11.0180	17.5400	1.1125	12.5045	-12.9441	-14.9589	-0.7715	0.0156	9.3072	9.6215	2.8924	35.1421	0.0053	1.3202	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	-3.0129	1.0588	112.7130	17.9254	0.1576	0.8805	0.2303	271.2404	45.4702	0.0000	0.0000	14.8527	-0.5859	-8.0740	6.8558	-5.4892	6.7236	-9.1410	2.8133	0.0000	-4.0795	0.0000	8.4500	-2.9445	3.8787	0.0000	0.0836	0.0084	0.0000	0.0000	1.3516	4.2399	0.0000	0.5568	0.0187	0.0001	-3.3003	70.7045	2.7252	-18.3916	-3.1130	1.9164	3.0348	7.3014	-12.3507	12.1767	13.2760	0.0000	8.5265	12.6633	2.1447	-16.6886	0.0007	2.0978	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	-2.0661	5.3362	3.3398	24.4724	0.1769	1.1072	0.1303	-1.6989	40.1247	0.0000	0.0000	13.1720	1.1650	-7.0026	8.6379	-1.2901	3.1099	13.0841	6.8261	-32.2580	-31.7968	0.0000	11.1971	-0.2705	-3.4239	0.0000	0.0829	0.1279	0.0000	0.0000	0.5552	9.4585	0.0000	0.3013	0.0175	0.0000	0.5538	35.7558	3.9726	-2.9300	24.4206	16.2916	0.6003	10.3279	-1.4709	64.9233	-1.0149	0.0000	4.3095	10.9847	0.7999	-16.2640	0.0054	0.9644	
