Reporting Period	Peer Group Description	Peer Group	UBPSR029	UBPSE629	UBPSD486	UBPSE627	UBPSE638	UBPSD487	UBPSE630	UBPSR030	UBPSE641	UBPSE639	UBPSE631	UBPSR032	UBPSE628	UBPSE637	UBPSE636	UBPSR034	UBPSE626	UBPSE635	UBPSE025	UBPSD488	UBPSJ245	UBPSE633	UBPSE640	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	15.0867	168.5855	10.6836	0.0064	1.6454	15.0869	10.1563	0.0000	3.1433	0.0000	2.6625	0.0000	0.0064	0.9373	-0.0130	0.0000	6.3724	4.5923	6.9374	16.1840	10.6861	23.4782	0.1782	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	15.8463	104.7306	11.2562	0.0000	2.5457	15.8463	10.1202	0.0000	3.1198	0.0004	3.7300	0.0000	0.0000	0.0296	0.6501	0.0000	5.9305	2.9051	5.6566	16.8925	11.3399	35.3723	0.1792	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	17.1254	115.2950	11.1208	0.0000	1.2970	17.1310	9.6764	0.0000	1.9142	0.0000	3.6790	0.0000	0.0000	0.0093	-0.8620	0.0000	5.5876	1.9046	5.2101	18.2936	11.1477	36.5198	0.1430	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	17.0769	185.7162	11.4813	0.0135	1.8142	17.0769	9.1922	0.0000	2.3700	0.0044	3.5876	0.0000	0.0135	0.0770	-0.7729	0.0000	5.8919	1.1301	4.7472	18.1480	11.3944	38.4348	0.1059	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	16.3420	239.7153	10.9549	0.0000	0.6412	16.3507	10.2134	0.0000	0.9970	0.0004	2.8366	0.0000	0.0000	0.0100	-0.1483	0.0000	6.0889	3.5495	6.5098	17.3286	10.8373	26.5477	0.1040	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	16.8402	233.0154	11.9749	0.1848	8.0496	16.8402	9.6321	0.0000	9.1153	0.0000	4.4734	0.0000	0.1848	0.5499	-1.3091	0.0000	6.4837	4.1034	5.1586	17.7557	12.3287	52.7698	0.5157	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	13.2161	353.6124	10.3159	0.0000	5.4054	13.2161	7.2203	0.0000	6.8974	0.0000	0.6167	0.0000	0.0000	0.0738	5.9762	0.0000	7.2098	17.5584	6.1965	14.2445	10.7957	8.8868	0.4453	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	15.3707	207.5126	10.4077	0.0000	2.9001	15.3765	6.9659	17.1025	4.0874	0.0020	1.0201	17.1025	0.0000	0.3418	0.2215	18.1117	7.3499	6.0889	5.5913	16.3248	10.4288	11.0403	0.4806	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	15.2225	256.2352	10.4199	0.0000	1.4098	15.2630	8.8729	0.0000	3.4132	0.0000	2.7584	0.0000	0.0000	0.9826	-0.2621	0.0000	6.5961	4.8870	5.6502	16.2864	10.4598	31.4263	0.1990	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	38.5773	82.3959	15.1104	0.0000	0.0000	38.5773	8.5446	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7926	0.0000	1.9607	3.7504	8.5446	39.8466	14.9563	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	15.4070	172.3863	10.6603	0.0000	1.4446	15.4144	10.6288	0.0000	2.0313	0.0031	6.6377	0.0000	0.0000	0.0938	0.0047	0.0000	6.3455	2.8028	2.9508	16.5116	10.7174	62.2875	0.1296	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	16.1022	209.6920	10.7650	0.0000	1.9458	16.1619	9.9197	0.0000	2.2517	0.0030	3.0993	0.0000	0.0000	0.0000	0.5702	0.0000	5.7320	2.5234	6.1303	17.1631	10.7288	27.9241	0.2086	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	15.3266	197.0112	10.6630	0.0802	1.3523	15.3337	10.6390	0.0000	2.1525	0.0531	4.8453	0.0000	0.0802	0.1156	0.2153	0.0000	6.4650	3.5819	4.8699	16.4460	10.6878	44.3199	0.2160	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	16.2221	192.7303	10.9700	0.0000	2.0324	16.2255	10.6398	0.0000	2.6687	0.0000	6.6756	0.0000	0.0000	0.0741	0.3538	0.0000	5.8347	4.9015	3.2890	17.3975	11.1692	63.9327	0.3144	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	15.2271	96.9291	11.3884	0.0151	2.0488	15.2526	9.9845	0.0000	2.8220	0.0044	3.8963	0.0000	0.0151	0.0603	1.2715	0.0000	6.0392	4.6041	5.3990	16.3664	11.5764	35.7055	0.2054	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	34.6236	229.9125	18.8613	0.0000	1.5430	34.6236	23.5539	36.9796	2.6897	0.4053	15.5741	36.9796	0.0000	0.7319	-4.8209	36.9796	3.9784	5.8287	7.9798	35.6273	17.7543	41.1247	0.0094	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	14.3557	341.6704	11.2935	0.0000	2.5423	14.6864	6.5805	0.0000	2.9989	0.0000	0.9132	0.0000	0.0000	0.2950	-5.9612	0.0000	7.5549	4.4732	5.6673	15.7094	11.0770	17.1337	0.1615	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	13.4706	398.7673	10.1570	0.3525	3.2297	13.4706	8.2663	0.0000	3.8237	0.0448	1.4079	0.0000	0.3525	0.1225	3.9271	0.0000	7.1866	13.1372	6.6341	14.6376	10.5473	16.6343	0.1077	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	18.8568	224.1036	10.7203	0.0000	0.7474	18.8568	13.4674	0.0000	1.0557	0.0000	10.1897	0.0000	0.0000	0.0270	-0.0253	0.0000	4.8599	3.3194	2.4730	20.0508	10.4581	70.0075	0.0985	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	16.5185	204.0510	10.4558	0.0000	2.5936	16.5621	9.4795	26.0222	3.2594	0.0000	1.9716	26.1035	0.0000	0.1440	0.8710	27.1402	5.8605	7.5284	6.9511	17.6045	10.6430	20.1246	0.1135	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	14.3834	349.0582	10.7908	0.2200	5.4132	14.4663	7.9815	14.6933	6.9534	0.0196	1.7410	14.6933	0.2200	0.4604	6.5833	15.1235	6.5133	20.4962	5.3089	15.4732	11.3607	19.6172	0.5729	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	14.5582	110.7124	10.3574	0.0000	1.7991	14.5645	11.3315	0.0000	3.2250	0.0014	5.2831	0.0000	0.0000	0.0606	1.2276	0.0000	6.0932	3.7356	4.7668	15.6323	10.4937	44.9797	0.8783	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	17.6830	173.1284	11.1465	0.0389	1.9441	17.6978	8.3628	13.8914	3.0608	0.0001	2.3983	13.8972	0.0389	0.5378	-1.3866	14.9248	6.1503	2.7275	5.6281	18.7510	11.1186	25.1040	0.1564	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	16.2280	185.4768	10.9287	0.0023	1.1507	16.2300	12.0961	0.0000	1.5444	0.0076	5.1646	0.0000	0.0023	0.0037	-0.8972	0.0000	5.9595	2.6171	5.9259	17.3006	10.8663	40.8434	0.1122	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	14.7855	323.8762	11.4417	0.0000	3.2444	14.7855	10.8308	0.0000	3.6814	0.0010	4.6639	0.0000	0.0000	0.3188	3.2177	0.0000	6.0518	12.9578	6.1669	15.8776	11.5444	39.2800	0.1170	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	13.6840	247.6378	10.0413	0.3810	3.9646	13.7397	9.0363	19.3199	4.9554	0.0000	2.1906	19.3199	0.3810	0.3211	-0.5624	21.4289	7.2167	5.2484	6.3790	14.9206	10.3540	25.7038	0.2773	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	25.9299	106.5735	15.6629	0.0000	3.5175	26.6762	4.9002	0.0000	6.3991	0.0737	2.0728	0.0000	0.0000	2.4590	-2.9455	0.0000	3.9227	-0.1539	2.8273	27.9808	16.0199	37.0876	0.3488	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	14.7024	234.0688	11.0186	1.1289	14.0087	14.7024	14.0144	0.0000	18.2367	2.8110	3.4863	0.0000	1.1289	0.4902	-4.3707	0.0000	6.5856	7.5277	10.5280	15.8190	12.5586	33.2430	0.9267	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	16.0434	279.0579	10.4688	0.0000	1.1383	16.0434	8.4887	0.0000	1.7674	0.0000	2.1535	0.0000	0.0000	0.1346	2.1797	0.0000	6.0873	8.4575	5.6968	17.0895	10.6185	27.0790	0.2369	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	16.0772	83.0757	11.4790	0.0000	2.0179	16.1055	11.1935	13.0113	2.9786	0.0000	5.4625	13.1221	0.0000	0.0833	0.0145	14.4402	5.7077	3.6682	5.2637	17.2146	11.7164	44.5081	0.3404	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	14.6813	259.8488	10.5899	0.0303	0.9229	14.7503	10.1530	0.0000	1.7265	0.0388	2.9588	0.0000	0.0303	0.0277	-0.1896	0.0000	6.5183	3.9118	5.8562	15.8081	10.5460	30.8356	0.2450	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	18.6953	201.0867	10.8334	0.0702	1.9873	18.7214	11.1100	52.8373	2.5294	0.0095	3.3752	52.8373	0.0702	0.0103	-0.6801	52.8373	5.2735	4.3357	6.8783	19.7781	10.7736	28.1558	0.1325	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	18.1382	140.5580	12.9672	0.0000	0.5577	18.3031	15.8617	94.5847	1.7396	0.1443	5.7100	94.5847	0.0000	0.0841	2.1821	94.7932	5.2041	10.3542	8.0555	19.3531	12.8416	41.2142	0.1312	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	14.0035	243.6398	9.3841	0.0000	3.3606	14.0035	11.4386	0.0000	4.8188	0.0008	4.4005	0.0000	0.0000	1.3037	0.4423	0.0000	8.0266	3.7829	7.0380	15.1764	9.4558	36.8369	0.1536	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	15.2354	320.5629	7.7619	0.0000	0.0000	15.2354	24.4305	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-10.9972	0.0000	6.5370	4.4825	24.4305	16.4878	6.5419	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	15.1806	257.4742	11.0242	0.1205	3.0719	15.2125	8.0096	15.3502	3.6730	0.0000	1.5849	17.3869	0.1205	0.0053	-0.1778	20.3633	6.4282	13.0995	5.8061	16.3846	11.4250	18.7250	0.3719	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	15.1115	317.1673	10.5967	0.0000	3.5012	15.1115	10.1841	0.0000	5.6478	0.0740	2.3335	0.0000	0.0000	0.5235	-1.6286	0.0000	6.3939	6.4895	7.4134	16.2234	10.9366	21.2375	0.4194	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	18.6574	177.5438	11.1842	0.0351	1.4490	18.6574	8.5973	0.0000	1.7352	0.0000	2.0329	0.0000	0.0351	0.0075	-0.6444	0.0000	6.0872	0.8871	5.7517	19.7735	10.8204	23.6607	0.0632	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	15.6844	231.3526	11.3722	0.0820	1.2625	15.6893	9.7638	0.0000	2.7542	0.0286	2.3179	0.0000	0.0820	0.7618	-0.6811	0.0000	6.2553	3.6700	6.8403	16.8298	11.5683	21.6828	0.2886	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	17.2793	228.0156	10.7562	0.0000	0.8201	17.2793	9.5822	0.0000	1.1728	0.0000	3.1714	0.0000	0.0000	0.0000	-0.5189	0.0000	5.5515	0.7109	5.7792	18.4730	10.4669	32.9717	0.0570	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	22.7087	126.0734	13.1734	0.0561	0.6677	22.7134	5.1806	0.0000	1.8344	0.0160	0.2864	0.0000	0.0561	0.4915	0.4558	0.0000	5.7765	3.7442	4.4026	23.7363	13.1893	3.8061	0.0840	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	19.8244	109.8855	12.5308	0.0000	0.0114	19.8244	5.2558	0.0000	1.7287	0.0000	1.6893	0.0000	0.0000	1.7118	-1.0581	0.0000	5.2443	0.1741	3.5664	20.6727	12.1376	53.5714	0.0053	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	36.8512	111.7467	21.5146	0.0000	0.0000	36.8512	4.3315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3225	0.0000	1.8837	3.7697	4.3315	38.1021	20.5855	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	16.0268	100.2442	9.3780	0.0000	2.7408	16.0268	16.7901	0.0000	2.7408	0.0000	0.0000	0.0000	0.0000	0.0000	4.5571	0.0000	9.1857	3.1490	16.7901	17.2946	9.4825	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	34.1428	78.9014	15.6691	0.0000	0.0000	34.8008	14.9059	0.0000	1.6592	0.0000	0.9549	0.0000	0.0000	1.6259	2.2732	0.0000	5.1907	5.3679	13.9510	35.6252	15.7920	6.8423	0.0332	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	25.2014	103.2397	12.3104	0.0000	0.2155	25.2014	5.5751	0.0000	2.9595	0.0000	0.5087	0.0000	0.0000	2.7440	3.7841	0.0000	5.3464	6.5502	5.0663	26.2264	12.0201	12.6794	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	18.1257	185.4837	13.3183	0.0000	2.1024	18.1257	6.5882	0.0000	3.0158	0.0000	0.3305	0.0000	0.0000	0.4867	1.4982	0.0000	6.1187	4.4988	6.0838	19.5731	13.6890	4.4283	0.1291	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	168.9314	271.9966	38.3334	0.0000	6.1337	168.9314	8.0431	0.0000	6.5847	0.0000	0.4968	0.0000	0.0000	0.0410	-2.8377	0.0000	4.7927	-1.1313	7.5463	169.5022	38.5059	3.8402	0.4098	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	112.0909	118.0214	25.7783	0.0000	3.9397	112.0909	4.4916	0.0000	10.3430	0.0729	0.0000	0.0000	0.0000	5.1042	2.1017	0.0000	5.1209	12.5677	4.4916	112.8302	25.6745	0.0000	1.2260	
