Reporting Period	Peer Group Description	Peer Group	UBPSFC16	UBPSE530	UBPSE549	UBPS7414	UBPSK265	UBPSE552	UBPSFC18	UBPSFC13	UBPSE531	UBPSFC20	UBPSE544	UBPSK264	UBPSFC15	UBPSE504	UBPSE502	UBPSFC10	UBPSE532	UBPSE535	UBPSE541	UBPSE498	UBPSE550	UBPSE533	UBPSE524	UBPSFC22	UBPSE542	UBPSF896	UBPSE521	UBPSFC17	UBPSE534	UBPSE499	UBPSFC12	UBPSE537	UBPSFC21	UBPSE547	UBPSE503	UBPSFC11	UBPSE536	UBPSE500	UBPSK266	UBPSE523	UBPSFC09	UBPSFC19	UBPSE539	UBPSE545	UBPSE522	UBPSFC08	UBPSE529	UBPSFC14	UBPSE501	UBPSE538	UBPSFC07	UBPSE540	UBPSE546	UBPSE497	UBPSE551	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	0.0000	0.0025	1.0521	0.8026	9.5706	0.4485	0.0000	0.8637	0.0025	0.0033	0.3844	47.2972	0.0000	0.2816	0.6347	0.0000	0.0000	0.0000	0.0259	0.7867	0.2766	0.0000	4.4352	0.0000	0.7766	0.0595	0.0000	0.0000	0.0000	0.7867	0.8637	0.0000	0.0033	1.1870	0.6347	0.0000	0.0000	0.4854	8.4649	2.0918	0.0000	0.0000	0.0000	81.9118	2.0918	0.0000	0.0000	0.3114	0.0000	0.0000	0.0000	0.0046	5.4033	0.0000	0.7244	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	0.0000	0.0000	1.4837	0.9843	1.4009	0.2476	0.0000	0.5243	0.0018	0.0000	0.8562	0.0000	0.0000	1.0774	0.4532	0.0000	0.0000	0.4770	0.0397	0.6079	0.0733	0.0105	0.8668	0.0000	0.9138	0.1581	0.4099	0.0000	0.4345	0.6710	0.4819	0.0005	0.0031	1.8849	0.5365	0.0133	0.1601	0.5652	0.3454	0.5054	0.0000	0.0031	1.9450	84.3950	0.0284	0.0000	0.0018	1.0949	0.0478	1.9444	0.0000	2.4904	5.6752	0.0174	0.3755	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	0.0000	0.1885	0.3565	0.2687	7.0793	0.1443	0.0987	0.0377	0.1909	0.2325	0.2568	3.7533	0.0000	0.1499	0.0421	0.0000	0.1625	0.2169	0.0064	0.4008	0.0694	0.0000	1.4399	0.2141	0.2510	0.0202	0.3777	0.0000	0.2114	0.4169	0.0358	0.0011	0.2359	0.5907	0.0595	0.0000	0.1125	0.1875	2.6472	1.1181	0.0000	0.0006	0.0010	22.9278	0.4844	0.0000	0.0004	0.2417	0.0028	0.0010	0.0000	0.0986	1.6316	0.0016	0.2310	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	0.0000	0.0034	1.1324	0.7483	3.0653	0.3378	0.0000	0.0883	0.0034	0.3727	0.5619	7.9137	0.0000	1.1273	0.1135	0.0000	0.0758	0.3450	0.0367	0.4864	0.0946	0.0197	2.0688	0.4514	0.5907	0.0243	0.8939	0.0000	0.2792	0.5525	0.0578	0.0000	0.3727	1.4435	0.3416	0.0000	0.4602	0.6403	2.5516	0.8939	0.0000	0.0000	4.6871	58.7748	0.0000	0.0000	0.0000	0.6693	0.0925	4.6705	0.0000	2.6670	4.2862	0.0079	0.4751	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	0.0000	1.0115	1.2831	0.9728	0.8521	0.4509	0.0000	0.0700	1.0115	1.0115	0.6365	5.5751	0.0000	1.3300	1.5203	0.0000	0.5502	0.1858	0.1959	0.7730	0.1212	0.0000	2.0000	0.5502	0.7768	0.1559	8.0000	0.0000	0.1858	0.9371	0.0700	0.0000	1.0115	1.6094	1.6861	0.0000	0.0000	0.3736	0.4474	8.0000	0.0000	0.0000	0.0031	95.2623	0.0000	0.0000	0.0000	0.3822	0.1658	0.0031	0.0000	0.0017	6.9032	0.1641	0.5718	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	0.0000	1.3399	1.9743	1.6957	0.9902	1.1502	0.0000	0.2868	1.4943	1.3399	0.7358	4.1591	0.0000	1.1661	0.1574	0.0000	0.2630	0.4875	0.1941	0.5891	0.8469	0.0091	1.3039	0.2630	1.5015	1.8650	0.9232	0.0000	0.4784	0.7371	0.2753	0.0002	1.4943	2.4315	0.5019	0.0115	0.1188	0.2455	2.1650	0.9233	0.0000	0.1543	0.0089	193.8996	0.0001	0.0000	0.1543	0.4467	0.3444	0.0086	0.0000	1.2288	4.5337	0.1480	1.9971	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	0.0000	0.0000	3.4671	2.6567	0.8405	0.3936	0.0000	0.0000	0.0000	0.0000	1.2093	1.8755	0.0000	0.1484	0.0000	0.0000	0.0000	0.0000	0.8991	2.7249	0.0705	0.0000	0.4228	0.0000	1.7576	0.0000	0.0000	0.0000	0.0000	8.3208	0.0000	0.0000	0.0000	3.8661	0.0000	0.0000	0.0000	2.7796	0.4527	0.0000	0.0000	0.0000	0.0000	228.8222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6272	20.2136	5.5959	0.4624	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	0.0000	0.0206	0.7939	0.6018	0.0078	0.5538	0.0000	0.0494	0.0206	0.0310	0.3530	7.7877	0.0000	0.1986	0.0618	0.0000	0.0000	0.0000	0.0133	0.6220	0.1874	0.0000	0.3445	0.0000	0.5669	0.1114	0.0606	0.0000	0.0000	0.6369	0.0491	0.0000	0.0310	1.0031	0.1107	0.0002	0.0000	0.2402	1.6373	0.1204	0.0000	0.0000	0.0815	49.8565	0.0000	0.0000	0.0000	0.1482	0.0022	0.0018	0.0000	0.0621	4.1146	0.0006	0.8550	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	0.0000	0.1018	2.1950	1.0264	0.6798	0.4099	0.0000	0.4668	0.1064	0.1630	0.9693	0.0000	0.0000	1.2170	0.4191	0.0000	0.1252	0.8929	0.0461	0.6285	0.1429	0.0010	0.9597	0.2003	0.9266	0.0245	0.5709	0.0000	0.7299	0.7472	0.3705	0.0042	0.1703	2.1740	0.5398	0.0283	0.2647	0.6602	0.1091	0.6227	0.0000	0.0073	0.1994	75.9044	0.0000	0.0000	0.0045	1.3604	0.0551	0.1262	0.0000	1.1985	6.3964	0.0278	0.5974	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	0.0000	0.0000	3.8227	3.6591	0.0000	0.0113	0.0000	0.1999	0.0000	0.0000	1.7617	0.0000	0.0000	4.7367	2.1599	0.0000	0.0000	0.0000	0.1321	0.9190	0.2043	0.0000	0.7674	0.0000	3.5270	0.1390	0.6783	0.0000	0.0000	1.0337	0.0000	0.0000	0.0000	5.4208	2.4621	0.1999	0.0000	0.6530	0.0000	0.6783	0.0000	0.0000	0.0390	136.5076	0.0000	0.0000	0.0000	53.3757	0.3022	0.0390	0.0000	0.0000	12.0824	0.1147	0.2156	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	0.0000	0.0000	0.1285	0.1221	1.8128	0.3297	0.6441	0.0655	0.0029	0.0000	0.1226	0.1579	0.0300	0.9882	0.0000	0.0000	0.0641	0.0000	0.0246	0.0309	0.0190	0.0000	1.7181	0.0000	0.0974	0.1358	1.1593	0.0300	0.0000	0.0327	0.0000	0.0000	0.0000	0.2447	0.0610	0.0655	0.0000	0.0811	0.4117	1.1593	0.0000	0.0000	0.0000	21.5041	0.0000	0.0000	0.0029	1.0510	0.0610	0.0000	0.0000	0.0600	0.8323	0.0018	0.3481	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	0.0000	0.0000	0.8620	0.6301	5.5060	0.2166	0.0000	0.1103	0.0000	0.0000	0.3031	0.0000	0.0000	0.3602	0.0723	0.0000	25.9440	2.1294	0.0036	0.2205	0.0865	0.0137	0.5727	0.0000	0.6264	0.1524	0.4574	0.0000	2.1157	0.2254	0.1103	0.0000	0.0000	0.9332	0.0966	0.0000	0.1141	0.3783	5.5269	0.4574	0.0000	0.0000	6.7952	46.0822	0.0000	0.0000	0.0000	0.2932	0.0242	6.7952	0.0000	26.2097	4.1254	0.0048	0.3027	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	0.0000	0.0279	1.2827	0.9421	0.1427	0.3673	0.0000	0.2208	0.0651	0.0458	0.7076	0.7690	0.0000	0.7416	0.1473	0.0000	0.0541	0.0521	0.1008	0.4794	0.0958	0.0002	0.6211	0.1891	0.7484	0.1120	0.3166	0.0000	0.0211	0.6148	0.1087	0.0009	0.0461	1.8389	0.2699	0.0578	0.1000	0.5330	0.0056	0.3868	0.0000	0.0000	0.2264	82.7463	0.0676	0.0000	0.1749	0.7539	0.0722	0.0283	0.0000	2.1735	5.4216	0.0344	0.5096	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	0.0000	0.0395	0.8815	0.7125	1.2047	0.3361	0.0000	0.2062	0.0440	0.1314	0.6719	0.0000	0.0000	0.5566	0.2741	0.0000	0.3168	0.0984	0.0478	0.5234	0.0716	0.0000	0.6269	1.5298	0.6342	0.1590	0.4488	0.0000	0.0787	0.5560	0.1606	0.0000	0.1417	1.4721	0.3282	0.0284	0.5859	0.3665	0.0233	0.4979	0.0000	0.0102	0.0820	55.5960	0.0232	0.0000	0.0000	0.4859	0.0386	0.0819	0.0000	1.0516	4.3827	0.0051	0.4322	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	0.0000	0.0000	0.7710	0.5942	0.4389	0.1409	0.0000	0.1661	0.0711	0.3288	0.6963	0.0489	0.0000	0.5849	0.0927	0.0000	0.0000	0.2403	0.1184	0.4272	0.0262	0.0419	0.3810	0.1583	0.4029	0.0260	0.1286	0.0000	0.1194	0.6049	0.0707	0.0985	0.3288	1.4382	0.2290	0.0317	0.4029	0.5046	0.1627	0.1371	0.0000	0.0000	2.7343	45.3696	0.0080	0.0000	0.0000	0.4750	0.0666	0.8305	0.0000	3.6978	3.4063	0.0529	0.1981	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	0.0000	0.0003	1.1374	0.8152	0.8913	0.2952	0.0000	0.2125	0.0046	0.0034	0.7982	1.6385	0.0000	0.7625	0.1489	0.0000	0.2007	0.2512	0.1293	0.5354	0.0221	0.0240	1.1845	0.1521	0.6101	0.0206	0.0509	0.0000	0.1386	0.7131	0.1205	0.1348	0.0381	1.7975	0.2561	0.0339	0.3058	0.9531	0.0077	0.0667	0.0000	0.0346	3.6452	52.5919	0.0000	0.0000	0.0042	0.6633	0.0533	0.8243	0.0000	5.2316	4.3020	0.0512	0.3971	
