Reporting Period	Peer Group Description	Peer Group	UBPSE726	UBPSE741	UBPSE761	UBPSE764	UBPSE783	UBPSE756	UBPSE777	UBPSE797	UBPSE745	UBPSE732	UBPSE752	UBPSE792	UBPSE727	UBPSE769	UBPSE782	UBPSE796	UBPSE786	UBPSE730	UBPSE751	UBPSE733	UBPSE743	UBPSE771	UBPSE793	UBPSE785	UBPSE775	UBPSE755	UBPSE801	UBPSE735	UBPSE762	UBPSE799	UBPSE778	UBPSE788	UBPSE798	UBPSE758	UBPSE738	UBPSE768	UBPSE753	UBPSE728	UBPSE781	UBPSE779	UBPSE787	UBPSE795	UBPSE757	UBPSE759	UBPSE749	UBPSE731	UBPSE740	UBPSE734	UBPSE760	UBPSE772	UBPSE767	UBPSE784	UBPSE747	UBPSE776	UBPSE744	UBPSE800	UBPSE736	UBPSE766	UBPSE763	UBPSE773	UBPSE791	UBPSE774	UBPSE789	UBPSE739	UBPSE765	UBPSE737	UBPSE750	UBPSE770	UBPSE729	UBPSE742	UBPSE780	UBPSE790	UBPSE794	UBPSE746	UBPSE748	UBPSE754	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	0.0000	93.3215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9390	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0024	0.0000	0.1247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	0.0000	79.2065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.7400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.8754	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0840	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0938	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.9806	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.8770	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	0.5624	52.3247	0.0000	-18.8276	0.0000	1.1915	22.1153	16.7123	-2.1313	0.1538	17.4824	0.5604	0.6022	21.8395	-47.1216	-60.0356	-12.0846	0.0172	0.0000	0.0137	-2.4195	25.7651	-32.2224	0.0000	-44.1178	0.0000	-11.6796	0.0127	4.2082	-12.5381	0.8598	0.0000	-11.8191	0.0000	0.0481	252.4334	45.5629	0.0000	0.0000	-32.9196	-16.8444	0.0000	-4.2764	10.3193	22.8814	0.0000	12.8723	0.0010	-3.7678	-5.6989	-7.9913	0.0000	0.2631	-42.5841	-8.5540	-4.5638	26.2191	-29.6638	-22.2297	9.1378	0.0000	-23.4175	-53.0032	3.3805	0.0000	2.5557	5.5990	-3.3167	0.0045	-2.4352	-4.5156	-1.5317	-34.4530	-13.8066	-3.0729	0.0000	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	0.0000	1.8531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	328.5714	-100.0000	-100.0000	-100.0000	0.0000	0.0000	0.8249	0.0000	328.5714	0.0000	0.0000	-100.0000	0.0000	4.4776	0.8249	0.0000	4.4776	-100.0000	0.0000	-100.0000	0.0000	92.5200	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8871	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0503	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	3.6841	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	0.0000	0.1925	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	328.5714	0.0000	0.0000	-100.0000	0.0000	0.0000	1.8561	0.0000	328.5714	0.0000	0.0000	0.0000	0.0000	4.4776	1.8561	0.0000	4.4776	-100.0000	0.0000	-100.0000	0.0000	92.4412	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9256	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1309	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.3093	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	0.0000	4.1389	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	95.3547	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1760	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	0.0000	3.4056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	92.1257	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6115	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	3.8569	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	91.5775	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	0.5997	54.7066	0.0000	-7.9913	0.0000	0.5810	22.1153	16.7123	-9.3750	0.1779	0.0000	20.6725	0.6807	-16.5019	0.0000	0.0000	6.7767	0.0198	0.0000	0.0045	-3.4663	-17.4928	-32.2224	0.0000	-40.8163	0.0000	-13.9877	0.0032	4.9096	-14.6651	6.7801	0.0000	6.9943	0.0000	0.0495	287.7022	45.5629	0.0000	0.0000	-4.5156	-16.8444	0.0000	-4.2764	0.0000	25.5809	0.0000	13.9859	0.0012	-3.7678	-2.2674	-7.9913	0.0000	0.2631	-50.5327	-8.5540	-4.5638	22.8729	0.0000	-22.2297	6.8490	0.0000	-23.4175	0.0000	3.5240	0.0000	2.4933	5.5990	-3.3167	0.0000	-2.4034	-4.5156	-1.5317	16.7123	-13.5392	-1.4110	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	0.0038	50.7033	0.0000	0.0000	0.0000	-0.2584	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7662	0.0000	0.0000	0.0000	-3.5764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7662	0.0000	0.1294	-0.2584	0.0000	0.0000	0.0000	0.0000	-0.7662	0.0000	-0.2584	0.0000	0.0000	0.0000	17.6314	0.0000	0.0000	-8.4786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.8367	0.0000	0.0000	-8.4786	0.0000	0.0000	0.0000	5.8052	0.0000	3.2631	0.0000	0.0000	0.0000	-3.5764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	0.0000	60.6739	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0414	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.4980	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.9958	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.2372	0.0000	2.8882	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	0.0000	57.2692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0105	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.2618	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.9412	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5723	0.0000	2.3672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	0.1543	53.2774	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1320	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.4336	0.0000	0.0000	60.3395	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.1264	0.0000	0.0000	60.3395	0.0000	0.0000	0.0000	4.7131	0.0000	0.9802	0.0000	0.0000	0.0000	-0.1987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	0.0024	64.1598	0.0000	0.0000	0.0000	-0.0761	0.0000	0.0000	0.0000	0.0034	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3221	0.0000	0.0000	-42.0462	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-19.0387	0.0000	0.0000	0.0000	0.0085	1004.6779	45.5629	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	45.5629	0.0000	15.6493	0.0000	-0.2285	-1.2084	0.0000	0.0000	0.0000	-39.4339	0.0000	0.0000	10.8279	0.0000	0.0000	-34.4224	0.0000	0.0000	0.0000	1.7820	0.0000	2.0301	0.0000	0.0000	0.0000	-19.6593	0.0000	0.0000	0.0000	-10.0285	-5.5578	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	0.2634	63.4881	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0522	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.7923	0.0000	0.0000	-24.6168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.0996	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2387	0.0000	2.6895	0.0000	0.0000	0.0000	-4.3552	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	3.0443	47.6098	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.8633	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.6081	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.0000	3.9655	0.0000	0.0000	0.0000	-78.6757	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
