Reporting Period	Peer Group Description	Peer Group	UBPSE690	UBPSE669	UBPSE698	UBPSE673	UBPSE683	UBPSE681	UBPSE666	UBPSE695	UBPSE700	UBPSE708	UBPSE680	UBPSF901	UBPSE682	UBPSE667	UBPSE694	UBPSJA33	UBPSE685	UBPSE679	UBPSHR62	UBPSE702	UBPSE697	UBPSE684	UBPSHR60	UBPSE674	UBPSJ247	UBPSE665	UBPSE696	UBPSE701	UBPSE707	UBPSE671	UBPSE687	UBPSE677	UBPSHP01	UBPSF900	UBPSE668	UBPSE699	UBPSE672	UBPSE686	UBPSE704	UBPSE692	UBPSE678	UBPSE703	UBPSE675	UBPSE689	UBPSE710	UBPSE691	UBPSE709	UBPSE693	UBPSE706	UBPSE670	UBPSE688	UBPSE676	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	0.0000	6.3461	1.6073	3.0398	1.0489	5.2592	2.1156	2.2135	0.0000	2.2690	11.3913	0.0000	1.7785	11.0872	2.2135	-0.0042	17.6335	2.1736	3.2955	0.1085	2.3601	0.0000	3.0049	2.3940	0.0001	13.2028	1.5657	2.6663	1.4817	3.0253	15.7619	2.3938	0.0000	0.0000	2.8448	0.2862	0.0144	15.8676	0.0000	0.0000	13.5650	1.0941	2.6876	9.8833	2.6193	16.2947	5.7930	16.8607	0.0000	4.5563	0.0000	2.3938	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	6.5953	2.8073	2.5814	1.2975	-10.3889	0.0442	0.4668	2.2184	1.3254	1.7302	3.7735	5.0312	-13.4586	3.5469	2.3858	-0.0007	5.7237	0.4959	1.1898	0.2759	2.1837	29.8776	1.0391	1.0897	0.0004	4.0269	1.8123	0.6082	0.8492	1.2962	5.1826	1.0893	1.8097	5.1187	0.5901	1.4140	0.0002	5.1896	0.0000	4.9420	4.2833	0.3476	1.1443	5.5209	0.6586	8.9312	5.0409	4.3033	0.7116	0.0783	5.0410	1.0105	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	7.6311	2.9410	2.9054	1.2504	4.1562	0.1068	0.4647	2.3908	1.4355	2.0590	3.9145	5.2161	7.3975	3.6039	2.5812	0.0015	5.7828	0.5019	1.2616	0.2955	2.1941	22.9955	0.9987	1.0117	0.0005	4.0753	2.0129	0.6217	1.1343	1.2471	5.5933	1.0111	2.3723	5.4696	0.6523	1.3146	0.0019	5.6069	0.0000	5.3347	4.4227	0.3435	1.0426	5.9805	0.6585	9.3698	5.8387	0.0000	0.7959	0.0982	5.3052	0.9684	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	6.1241	3.6191	2.5048	1.3333	-64.6716	0.2027	0.1847	2.1636	0.0000	1.6986	4.0835	5.4035	-128.1193	3.8450	2.3541	0.0000	4.5868	0.1953	0.7916	0.0942	2.3963	51.7186	0.6008	1.0528	0.0000	4.0298	1.5429	0.1674	0.4288	1.2395	5.6685	1.0528	0.0000	6.1326	1.1492	1.4209	0.0937	5.6824	0.0000	5.8738	4.2789	0.0947	1.0562	5.9020	0.2208	12.7591	0.0000	0.0000	0.0000	0.1355	5.5600	1.0304	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	8.1587	5.5496	3.6045	0.6776	-74.8270	0.0247	0.3642	2.5381	1.2143	1.3950	4.2880	5.2964	-201.2664	4.0066	2.6087	-0.0139	-1.3079	0.3897	1.1855	0.2161	2.0414	24.8569	0.9728	0.4065	0.0000	4.3709	1.7000	0.5420	0.5775	0.6187	5.6233	0.4065	0.7906	5.4853	2.2259	1.7289	0.0589	5.6307	0.0000	3.0150	4.6778	0.3790	0.4462	6.4568	0.5533	6.5185	5.0618	0.0000	0.0000	0.0623	5.5224	0.4065	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	6.8959	2.9392	2.6159	1.2851	15.5657	0.0841	0.5461	2.2700	1.3203	2.1071	3.8607	5.0830	19.8339	3.5888	2.4899	0.0026	5.5436	0.5845	1.1828	0.3475	2.0790	27.9361	1.0136	1.0789	0.0000	4.1425	1.8185	0.6710	1.1748	1.2886	5.4127	1.0789	2.0760	5.4441	0.7547	1.3770	0.0026	5.4169	0.0000	5.5402	4.4592	0.3538	1.1530	5.4887	0.7312	9.3977	5.3034	0.0000	0.0000	0.1045	5.2042	0.9963	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	5.6876	2.7570	2.7837	1.4967	-92.7111	0.0229	0.4363	2.2403	1.2443	1.4775	3.9430	5.1248	-151.4788	3.7294	2.3052	-0.0005	7.2881	0.4617	1.0701	0.2147	2.2191	11.5796	0.9771	1.1411	0.0000	4.1755	1.7865	0.6114	0.9190	1.4904	5.1361	1.1410	1.5684	5.0249	0.4527	1.5073	0.0009	5.1482	0.0000	4.4282	4.4118	0.4337	1.1773	5.3541	0.6709	8.9420	5.0023	5.5164	1.4718	0.0695	5.0769	1.1186	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	7.3661	3.1207	2.3651	1.4250	-3.8749	0.0089	0.3650	2.1235	1.1202	2.2487	4.0262	5.2829	0.0443	3.7958	2.2397	-0.0004	6.2496	0.3864	1.0436	0.2195	2.0003	28.1019	0.9039	1.2025	0.0000	4.1706	1.7244	0.5008	0.6514	1.4277	5.4356	1.2026	1.9669	5.6533	0.6854	1.4553	0.0004	5.4431	0.0000	5.5631	4.4224	0.3340	1.2903	6.0292	0.5443	10.1653	7.3723	0.0000	0.0000	0.0965	5.3326	1.1045	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	6.0347	2.9385	3.3100	0.8616	-45.5778	0.0085	0.6855	2.3974	1.6000	1.9905	3.2348	4.6766	-37.6902	3.0848	2.4738	-0.0011	4.1833	0.7216	1.3044	0.7387	2.1177	21.4150	1.2061	0.6236	0.0000	3.7704	1.8742	0.7544	0.7557	0.8573	4.3646	0.6236	3.7670	3.9644	0.7898	1.4990	0.0042	4.3723	0.0000	3.2536	3.9565	0.4442	0.6922	4.9067	0.8837	11.0740	3.1181	0.0000	0.7522	0.0783	4.3444	0.6152	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	5.9463	3.0418	2.4632	1.9100	-48.7351	0.4423	0.3998	2.2921	2.0414	2.4382	3.1879	5.2112	-176.2772	2.7999	2.3559	-0.0001	6.1854	0.4210	1.4696	0.2785	2.3534	16.1638	1.0122	1.4917	0.0020	3.1997	1.8662	0.7524	0.7569	1.9072	5.3009	1.4904	1.5242	3.9964	2.3434	2.0551	0.0027	5.3303	0.0000	4.6281	3.6089	0.4240	1.5125	5.2780	0.8130	13.0284	7.4703	4.1789	0.7747	0.1941	5.0245	1.4730	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	3.9524	3.4393	3.2685	0.4857	6.0224	-0.0428	0.3213	2.1251	1.6190	3.5306	3.3411	4.9735	3.9797	3.1670	2.1438	0.0000	3.0709	0.3367	0.7334	0.1095	2.2034	40.9644	0.5441	0.3921	0.0586	3.4884	1.6692	0.3154	0.1845	0.4857	4.7451	0.3335	1.6678	4.7284	0.8114	2.0274	0.0000	4.7451	0.0000	0.0000	3.6779	0.2818	0.4707	5.1839	0.4500	8.6188	0.0000	0.0000	0.0000	0.0534	4.8300	0.3335	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	5.6975	2.9347	2.7088	1.0452	-43.7337	0.0068	0.5030	2.2479	1.8474	1.7102	3.6283	4.9933	-37.0349	3.4138	2.3185	-0.0024	5.8248	0.5347	1.1569	0.2568	2.2642	15.5212	1.0725	0.8589	0.0000	3.9226	1.8395	0.6586	0.6563	1.0484	4.9477	0.8589	1.5464	4.8606	0.5677	1.5104	0.0001	4.9470	0.0000	4.6162	4.1742	0.4570	0.9028	5.3171	0.7125	9.1471	7.6612	3.7988	0.7802	0.0493	4.9090	0.8123	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	8.0463	3.1768	2.8028	1.3241	-5.9296	0.0338	0.4270	2.2298	1.2157	1.8530	4.1643	5.6450	-4.2824	3.8722	2.3226	0.0000	6.0967	0.4598	1.0424	0.2573	2.2199	30.8830	0.9263	1.1162	0.0000	4.3202	1.8465	0.5884	0.8035	1.3177	5.8292	1.1162	1.9589	5.5570	0.7311	1.5527	0.0000	5.8331	0.0000	5.1447	4.6463	0.3734	1.1835	6.1275	0.6202	10.3575	5.5276	0.0000	1.3266	0.0822	5.6244	1.0350	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	12.1714	4.1548	0.0000	0.7638	-2.8186	0.1308	0.0910	1.7109	0.0000	0.0000	3.8260	6.5008	-0.5421	3.6642	1.7109	0.0000	5.5159	0.0951	0.2420	0.0951	1.7279	14.2718	0.2476	0.6133	0.0000	3.7553	1.7059	0.1379	1.3333	0.7689	6.0301	0.6133	3.0188	6.2009	1.5372	1.4336	-0.0050	6.1422	0.0000	4.7058	3.9211	0.1299	0.7556	5.6995	0.1398	10.3235	0.0000	8.5150	0.1481	0.2777	6.2069	0.6133	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	5.8510	2.5684	2.4909	1.1569	24.4390	0.0385	0.3804	2.3975	0.0000	1.3972	3.3831	4.3547	330.0208	3.1713	2.4208	0.0000	4.3126	0.4069	1.3201	0.4237	2.3682	38.9252	1.0109	0.8852	0.0000	3.5517	1.9759	0.4228	1.8041	1.1603	4.3395	0.8853	0.0000	4.2285	0.5999	1.4099	-0.0034	4.3508	0.0000	5.8544	3.7901	0.1796	0.9051	4.6010	0.4612	12.5847	0.0000	5.4365	0.2409	0.0424	4.2354	0.8853	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	6.1222	3.5001	2.3560	1.2600	-42.2612	0.1057	0.2481	2.0663	1.3338	2.2143	4.1369	5.5321	-59.0696	3.9459	2.2019	0.0000	6.0040	0.2595	0.9182	0.1196	1.9776	27.1232	0.8546	0.9842	0.0000	4.1940	1.5480	0.3469	0.7571	1.2602	5.5810	0.9842	3.8282	5.2990	0.9166	1.5445	-0.0001	5.5874	0.0000	5.8337	4.3964	0.2214	1.0191	5.6373	0.3721	6.7425	0.0000	0.0000	0.0000	0.1021	5.5174	0.9500	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	6.1453	2.6083	2.6734	1.1874	-12.5150	0.0519	0.4452	2.2707	1.2722	1.6510	3.5402	4.6836	-20.5710	3.3226	2.4449	-0.0011	5.0506	0.4726	1.2101	0.2573	2.1963	31.7670	1.0306	0.9777	0.0001	3.7795	1.8300	0.5766	0.8226	1.1850	4.8537	0.9775	1.5872	4.8518	0.5195	1.4408	0.0000	4.8607	0.0000	4.3910	4.0234	0.2897	1.0225	5.1518	0.6126	8.2229	3.9894	4.8721	0.3250	0.0751	4.7254	0.9070	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	6.1655	2.7905	2.7106	1.3387	0.3225	0.0393	0.4782	2.3076	2.0954	1.8342	3.7373	4.9975	5.6461	3.5221	2.5210	-0.0004	6.9198	0.5068	1.3963	0.3137	2.1188	23.4782	1.1425	1.0965	0.0029	3.9925	1.7581	0.5903	0.6160	1.3323	4.9466	1.0933	1.7039	4.7872	0.6611	1.3347	0.0014	4.9643	0.0000	4.5139	4.2356	0.2807	1.1640	5.5351	0.6602	8.3558	5.7333	0.0000	0.5216	0.0839	4.8738	1.0528	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	6.0400	2.3227	2.6245	1.3803	-18.8097	0.0193	0.5730	2.3517	1.3916	2.0505	3.5126	4.6451	-35.9803	3.3334	2.6169	-0.0028	5.6294	0.6038	1.4256	0.2872	1.9970	34.5659	1.2209	1.1688	0.0000	3.9236	1.8978	0.7052	1.1106	1.3806	4.8237	1.1691	1.8794	4.7174	0.4490	1.3815	-0.0010	4.8327	0.0000	5.0990	4.1347	0.4339	1.2396	5.1860	0.7788	7.6449	0.0000	0.0000	0.0000	0.0742	4.6560	1.0700	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	6.4946	2.6937	2.4231	1.2441	-9.5554	0.0306	0.4684	2.1594	1.3245	1.6816	3.6394	5.0505	-21.0143	3.4585	2.3701	0.0000	5.2093	0.4925	1.1072	0.2796	2.0275	35.8581	1.0046	1.0669	0.0000	3.9397	1.8308	0.5884	0.7606	1.2439	5.2233	1.0670	2.2258	5.1051	0.4910	1.4074	-0.0001	5.2177	0.0000	5.4022	4.1450	0.3190	1.1139	5.5599	0.6536	9.8006	0.0000	0.0000	0.0000	0.0610	5.0509	0.9773	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	7.2456	3.0925	2.7446	1.2408	-4.5547	0.0451	0.4879	2.2424	1.2692	1.9186	3.8457	5.0066	-7.0965	3.6250	2.4138	-0.0001	4.7333	0.5189	1.2081	0.3003	2.1019	36.0956	1.0244	1.0575	0.0000	4.1122	1.9006	0.6325	0.7610	1.2418	5.2246	1.0575	1.9517	5.1761	0.7107	1.2464	-0.0011	5.2320	0.0000	5.0914	4.3609	0.2775	1.0962	5.4544	0.6929	8.6023	0.0000	0.0000	0.0000	0.0654	5.0672	0.9787	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	7.4329	3.0774	2.7432	1.2262	15.1753	0.1084	0.4509	2.2091	1.4535	1.9710	4.0963	5.2815	25.6981	3.8455	2.4010	-0.0023	6.4888	0.4795	1.1142	0.3315	2.1271	24.6197	1.0175	1.0961	0.0000	4.3033	1.6186	0.6177	1.0416	1.2212	5.6406	1.0961	2.2507	5.5743	0.6133	1.3971	0.0014	5.6414	0.0000	5.6181	4.5857	0.3192	1.1509	6.0631	0.6572	9.6319	0.0000	0.0000	0.0000	0.1234	5.4060	0.9845	
