Reporting Period	Peer Group Description	Peer Group	UBPSE543	UBPSE408	UBPSE411	UBPSE023	UBPSFB70	UBPSE388	UBPSE405	UBPSE398	UBPSE586	UBPSFB69	UBPSE019	UBPSE406	UBPSE397	UBPSE587	UBPSE021	UBPSE395	UBPSFB64	UBPSE006	UBPSE022	UBPSE404	UBPSE391	UBPSE399	UBPSFB66	UBPSE401	UBPSE409	UBPSE020	UBPSE594	UBPSE400	UBPSE402	UBPSE413	UBPSFB61	UBPSFB60	UBPSE390	UBPSE412	UBPSE407	UBPSE410	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	0.0000	0.0513	0.0000	0.7926	0.0000	14.6676	-0.0035	0.0000	0.0000	0.0000	0.0388	0.0000	0.0226	0.0543	58.5079	0.8363	0.3263	0.0556	0.7936	0.0041	0.0199	0.0000	0.0000	0.0470	0.0000	115.6549	0.0088	0.0000	0.1465	0.0000	0.2791	0.0252	0.0587	0.2234	0.0000	0.7657	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	-0.0138	0.2932	2.7713	1.0242	0.0000	79.5285	0.0213	0.0000	0.0378	0.0000	0.0551	0.0000	0.0292	-0.0051	27.4435	1.6839	-0.0189	0.1003	1.0294	-0.0015	0.0736	0.0354	0.0000	0.0565	-0.4260	58.2280	0.0170	0.0000	-0.0967	0.0000	0.8588	0.0428	0.1249	0.0557	0.0000	0.3909	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	0.0000	0.0207	1.2327	0.8586	-0.0286	41.4854	-0.0017	9.3871	-0.0014	0.0000	0.0059	0.0000	0.0002	-0.0234	190.0350	3.9428	-0.1714	0.0472	0.8646	-0.0022	0.0083	-0.0004	0.0000	0.0029	-0.0352	325.7258	-0.0007	0.0000	0.0044	0.0000	0.0025	0.0012	0.0144	1.6716	0.0000	0.3518	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	-0.0605	-0.0373	0.8008	1.1474	0.2197	73.1117	-0.0024	0.0000	-0.3900	0.0000	0.0083	0.0000	-0.0100	-0.0008	40.9747	3.6513	0.0767	0.0591	1.1558	-0.0125	0.0544	-0.0438	0.0000	-0.0180	0.1643	52.2376	-0.0252	-0.0028	-0.0174	0.0000	-0.1491	-0.0082	0.0599	0.0377	-0.0372	0.1627	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	0.0000	-0.0671	0.0000	3.3896	0.0000	52.8985	0.0000	0.0000	0.0000	0.0000	0.2852	0.0000	0.0000	0.0000	11.7500	2.2943	-0.3314	0.1574	3.3896	0.0000	0.6309	0.0000	0.0000	0.0000	0.0000	16.5757	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9161	0.0000	0.0000	0.8418	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	0.2390	-0.0289	0.8337	1.3301	0.1411	37.9413	-0.0018	-0.0030	-0.1040	0.0000	0.0173	0.0000	0.0006	-0.0190	67.9526	4.5187	0.0271	0.0771	1.3325	0.2122	0.0303	-0.0494	0.0000	-0.0046	0.0084	107.9868	-0.0307	-0.0251	-0.0706	0.0000	-0.2414	-0.0006	0.0444	0.0070	-0.0005	0.0896	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	-0.0657	0.0838	1.4563	1.1839	0.0057	35.2686	0.0040	0.4242	0.0013	0.0000	0.0925	0.0000	0.0260	0.0009	20.0310	3.4129	0.2816	0.0762	1.1857	0.0000	0.0609	0.0007	0.0000	0.0388	0.0034	35.8731	0.0027	0.0820	-0.0046	0.0000	-0.0307	0.0368	0.1445	1.1692	0.0287	0.5490	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	-0.0095	0.0387	1.8640	1.3165	0.0219	32.6379	-0.0021	0.0078	-0.0396	0.0000	0.0432	0.0000	0.0068	-0.0017	44.1800	6.9576	0.0963	0.0727	1.3199	-0.0059	0.0374	-0.0452	0.0000	0.0177	0.0006	76.2213	-0.0144	-0.0037	-0.0010	0.0000	-0.1076	0.0175	0.0762	1.8407	-0.0004	0.2688	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	0.0000	-0.3088	1.4047	1.5373	0.0000	56.7035	-0.0592	-0.0466	-0.2014	0.0000	-0.0238	0.0000	-0.0044	-0.0323	146.2488	10.2930	0.1303	0.0840	1.5407	-0.0003	0.0670	-0.1723	0.0000	0.0000	0.0000	257.5933	-0.0194	-0.0052	-0.0014	0.0000	-0.0164	-0.0206	0.0383	0.0081	0.0040	0.2151	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	-0.0012	0.0113	2.3006	1.4817	0.0000	50.2752	-0.0075	-0.0043	-0.0063	0.0000	0.0168	0.0000	-0.0197	-0.0217	34.6886	15.5505	0.0480	0.0869	1.4836	0.0000	0.0232	-0.0059	0.0000	-0.0305	0.0000	50.2291	-0.0005	-0.0297	-0.0328	0.0000	-0.1503	-0.0354	0.0373	0.0422	0.0006	0.1172	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	-0.0075	1.0491	0.5425	2.0475	0.0000	5650.2390	-0.3047	0.0000	-0.4377	0.0000	0.1073	0.0000	-0.0068	0.4148	13.5038	5.5917	-1.8532	0.1108	2.2185	-0.0138	0.0579	-0.2304	0.0000	-0.2184	0.0000	319.0615	-0.0070	0.0000	-0.6071	0.0000	-0.2284	0.0673	0.1652	0.0000	0.0000	-2.0648	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	0.0000	-0.0052	0.0000	0.9802	0.0000	19.3981	0.0180	0.0000	0.0000	0.0000	0.0092	0.0000	0.0042	0.0314	589.3608	3.9356	-0.2237	0.0638	0.9807	0.0000	0.0128	0.0000	0.0000	0.0306	0.0000	1445.4507	0.0099	0.0000	-0.1257	0.0000	-0.1889	0.0390	0.0221	0.0278	0.0000	0.4231	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	-0.0084	0.0990	1.1064	1.2203	0.0300	25.9746	-0.0029	0.0000	-0.0003	0.0000	0.0631	0.0000	0.0118	-0.0164	25.1729	2.5093	0.0128	0.1132	1.2600	0.0000	0.0231	-0.0039	0.0000	0.0081	0.0302	27.8845	0.0118	0.0000	0.0045	0.0000	-0.0506	0.0063	0.0890	0.0516	0.0000	0.0798	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	0.0000	0.0104	2.1632	1.6996	0.0000	121.8519	0.0023	0.0000	-0.0332	0.0000	0.0410	0.0000	0.0320	-0.0006	35.5454	5.2109	-0.0697	0.0789	1.7028	-0.4906	0.0844	-0.0117	0.0000	0.0550	0.0000	86.0903	0.0000	0.0011	-0.0059	0.0000	0.0000	0.0456	0.1182	4.7895	0.0000	0.3673	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	0.0014	0.2520	1.2222	1.1285	-0.8726	22.6477	0.0064	-0.0002	-0.0003	0.0000	0.0926	0.0000	0.0171	0.0017	26.5606	3.2022	0.2458	0.1004	1.1302	-0.0002	0.0249	-0.0003	0.0000	0.0172	-0.6637	48.8759	0.0036	0.0007	0.0155	0.0000	0.0056	0.0126	0.1152	0.0455	-0.0021	0.5998	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	-0.0003	-0.0610	1.4348	1.0811	0.0921	90.3363	0.0081	-0.0483	-0.1494	-0.6929	0.0151	0.0000	-0.0075	0.0178	84.5149	2.4414	0.0387	0.0941	1.0955	-0.0003	0.0490	-0.0921	0.0000	-0.0095	0.0627	153.9692	-0.0052	0.0041	-0.0098	0.0000	-0.1264	-0.0088	0.0658	3.0805	-0.0061	0.2748	
